1,Acheta-domestica-densovirus_taxid_185639.gbk,ID:YP_227599.1 |[Acheta domestica densovirus]||Acheta-domestica-densovirus_taxid_185639.gbk|Putative nonstructur..|642|NC_004290(5234):129-770:1 ^GeneID:5075922^ Acheta domesticus densovirus, complete genome.|neighbours:start(),ID:YP_227600.1(1)|neighbour_genes:start(),Putative nonstructur..|
21,Adeno-associated-virus--3_taxid_46350.gbk,ID:NP_043940.1 |[Adeno-associated virus - 3]|3H|Adeno-associated-virus--3_taxid_46350.gbk|nonstructural protei..|1875|NC_001729(4726):318-2192:1 ^GeneID:1403996^ Adeno-associated virus - 3, complete genome.|neighbours:start(),ID:NP_043941.1(1)|neighbour_genes:start(),capsid protein|
22,Adeno-associated-virus--3_taxid_46350.gbk,ID:NP_043941.1 |[Adeno-associated virus - 3]|3H|Adeno-associated-virus--3_taxid_46350.gbk|capsid protein|2211|NC_001729(4726):2209-4419:1 ^GeneID:1403995^ Adeno-associated virus - 3, complete genome.|neighbours:ID:NP_043940.1(1),end()|neighbour_genes:nonstructural protei..,end()|
23,Adeno-associated-virus--4_taxid_57579.gbk,ID:NP_044926.1 |[Adeno-associated virus - 4]||Adeno-associated-virus--4_taxid_57579.gbk|rep|1872|NC_001829(4767):372-2243:1 ^GeneID:1446390^ Adeno-associated virus - 4, complete genome.|neighbours:start(),ID:NP_044927.1(1)|neighbour_genes:start(),capsid|
24,Adeno-associated-virus--4_taxid_57579.gbk,ID:NP_044927.1 |[Adeno-associated virus - 4]||Adeno-associated-virus--4_taxid_57579.gbk|capsid|2205|NC_001829(4767):2260-4464:1 ^GeneID:1446389^ Adeno-associated virus - 4, complete genome.|neighbours:ID:NP_044926.1(1),end()|neighbour_genes:rep,end()|
25,Adeno-associated-virus--5_taxid_82300.gbk,ID:YP_068408.1 |[Adeno-associated virus - 5]||Adeno-associated-virus--5_taxid_82300.gbk|Rep22|1833|NC_006152(4642):359-2191:1 ^GeneID:2957135^ Adeno-associated virus 5, complete genome.|neighbours:start(),ID:YP_068409.1(1)|neighbour_genes:start(),VP1|
26,Adeno-associated-virus--5_taxid_82300.gbk,ID:YP_068409.1 |[Adeno-associated virus - 5]||Adeno-associated-virus--5_taxid_82300.gbk|VP1|2175|NC_006152(4642):2207-4381:1 ^GeneID:2957136^ Adeno-associated virus 5, complete genome.|neighbours:ID:YP_068408.1(1),end()|neighbour_genes:Rep22,end()|
27,Adeno-associated-virus--7_taxid_202812.gbk,ID:YP_077177.1 |[Adeno-associated virus - 7]||Adeno-associated-virus--7_taxid_202812.gbk|nonstructural protei..|1872|NC_006260(4721):334-2205:1 ^GeneID:5075988^ Adeno-associated virus - 7, complete genome.|neighbours:start(),ID:YP_077178.1(1)|neighbour_genes:start(),capsid protein|
28,Adeno-associated-virus--7_taxid_202812.gbk,ID:YP_077178.1 |[Adeno-associated virus - 7]||Adeno-associated-virus--7_taxid_202812.gbk|capsid protein|2214|NC_006260(4721):2222-4435:1 ^GeneID:5075989^ Adeno-associated virus - 7, complete genome.|neighbours:ID:YP_077177.1(1),end()|neighbour_genes:nonstructural protei..,end()|
29,Adeno-associated-virus--8_taxid_202813.gbk,ID:YP_077179.1 |[Adeno-associated virus - 8]||Adeno-associated-virus--8_taxid_202813.gbk|nonstructural protei..|1878|NC_006261(4393):227-2104:1 ^GeneID:5075991^ Adeno-associated virus - 8, complete genome.|neighbours:start(),ID:YP_077180.1(1)|neighbour_genes:start(),capsid protein|
30,Adeno-associated-virus--8_taxid_202813.gbk,ID:YP_077180.1 |[Adeno-associated virus - 8]||Adeno-associated-virus--8_taxid_202813.gbk|capsid protein|2217|NC_006261(4393):2121-4337:1 ^GeneID:5075992^ Adeno-associated virus - 8, complete genome.|neighbours:ID:YP_077179.1(1),end()|neighbour_genes:nonstructural protei..,end()|
31,Adeno-associated-virus_taxid_272636.gbk,ID:YP_009552823.1 |[Adeno-associated virus]||Adeno-associated-virus_taxid_272636.gbk|rep protein|1947|NC_040671(4857):431-2377:1 ^GeneID:41699140^ Adeno-associated virus isolate MHH-05-2015, complete genome.|neighbours:start(),ID:YP_009552824.1(1)|neighbour_genes:start(),capsid protein|
32,Adeno-associated-virus_taxid_272636.gbk,ID:YP_009552824.1 |[Adeno-associated virus]||Adeno-associated-virus_taxid_272636.gbk|capsid protein|2217|NC_040671(4857):2395-4611:1 ^GeneID:41699141^ Adeno-associated virus isolate MHH-05-2015, complete genome.|neighbours:ID:YP_009552823.1(1),end()|neighbour_genes:rep protein,end()|
33,Aedes-aegypti-densovirus-2_taxid_1513196.gbk,ID:YP_002854229.1 |[Aedes aegypti densovirus 2]|0814616|Aedes-aegypti-densovirus-2_taxid_1513196.gbk|NS1|2550|NC_012636(3776):129-2678:1 ^GeneID:7803645^ Aedes aegypti densovirus 2 strain 0814616, complete genome.|neighbours:start(),ID:YP_002854230.1(1)|neighbour_genes:start(),NS2|
34,Aedes-aegypti-densovirus-2_taxid_1513196.gbk,ID:YP_002854230.1 |[Aedes aegypti densovirus 2]|0814616|Aedes-aegypti-densovirus-2_taxid_1513196.gbk|NS2|1089|NC_012636(3776):376-1464:1 ^GeneID:7803643^ Aedes aegypti densovirus 2 strain 0814616, complete genome.|neighbours:ID:YP_002854229.1(1),ID:YP_002854231.1(1)|neighbour_genes:NS1,VP|
35,Aedes-aegypti-densovirus-2_taxid_1513196.gbk,ID:YP_002854231.1 |[Aedes aegypti densovirus 2]|0814616|Aedes-aegypti-densovirus-2_taxid_1513196.gbk|VP|1077|NC_012636(3776):2561-3637:1 ^GeneID:7803644^ Aedes aegypti densovirus 2 strain 0814616, complete genome.|neighbours:ID:YP_002854230.1(1),end()|neighbour_genes:NS2,end()|
36,Aedes-albopictus-densovirus-2_taxid_1513199.gbk,ID:NP_694827.1 |[Aedes albopictus densovirus 2]||Aedes-albopictus-densovirus-2_taxid_1513199.gbk|NS1|2418|NC_004285(4176):290-2707:1 ^GOA:Q90185,GeneID:955416,InterPro:IPR001257,InterPro:IPR014015,InterPro:IPR027417,UniProtKB/Swiss-Prot:Q90185^ Aedes albopictus densovirus 2 DNA.|neighbours:start(),ID:NP_694828.1(1)|neighbour_genes:start(),NS2|
37,Aedes-albopictus-densovirus-2_taxid_1513199.gbk,ID:NP_694828.1 |[Aedes albopictus densovirus 2]||Aedes-albopictus-densovirus-2_taxid_1513199.gbk|NS2|1119|NC_004285(4176):384-1502:1 ^GeneID:955417,UniProtKB/Swiss-Prot:Q90186^ Aedes albopictus densovirus 2 DNA.|neighbours:ID:NP_694827.1(1),ID:NP_694829.3(1)|neighbour_genes:NS1,VP|
38,Aedes-albopictus-densovirus-2_taxid_1513199.gbk,ID:NP_694829.3 |[Aedes albopictus densovirus 2]||Aedes-albopictus-densovirus-2_taxid_1513199.gbk|VP|1092|NC_004285(4176):2575-3666:1 ^GOA:Q90187,GeneID:955418,UniProtKB/Swiss-Prot:Q90187^ Aedes albopictus densovirus 2 DNA.|neighbours:ID:NP_694828.1(1),end()|neighbour_genes:NS2,end()|
39,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042872.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|1773|NC_001662(4801):206-1978:1 ^GeneID:1494586^ Aleutian mink disease virus, complete genome.|neighbours:start(),ID:NP_042873.1(1)|neighbour_genes:start(),hypothetical protein|
40,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042873.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|225|NC_001662(4801):1983-2207:1 ^GeneID:1494589^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042872.1(1),ID:NP_042874.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
41,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042874.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|219|NC_001662(4801):1993-2211:1 ^GeneID:1494588^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042873.1(1),ID:NP_042875.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
42,Aleutian-mink-disease-virus_taxid_28314.gbk,ID:NP_042875.1 |[Aleutian mink disease virus]|ADV-G|Aleutian-mink-disease-virus_taxid_28314.gbk|hypothetical protein|1944|NC_001662(4801):2406-4349:1 ^GeneID:1494587^ Aleutian mink disease virus, complete genome.|neighbours:ID:NP_042874.1(1),end()|neighbour_genes:hypothetical protein,end()|
43,Amdoparvovirus-sp_taxid_1908805.gbk,ID:YP_009315908.1 |[Amdoparvovirus sp.]||Amdoparvovirus-sp_taxid_1908805.gbk|NS1|1788|NC_031751(4662):107-1894:1 ^GeneID:30090176^ Amdoparvovirus sp. isolate amdo-CA1, complete genome.|neighbours:start(),ID:YP_009315909.1(1)|neighbour_genes:start(),VP1|
44,Amdoparvovirus-sp_taxid_1908805.gbk,ID:YP_009315909.1 |[Amdoparvovirus sp.]||Amdoparvovirus-sp_taxid_1908805.gbk|VP1|1944|NC_031751(4662):2309-4252:1 ^GeneID:30090175^ Amdoparvovirus sp. isolate amdo-CA1, complete genome.|neighbours:ID:YP_009315908.1(1),end()|neighbour_genes:NS1,end()|
45,Anopheles-gambiae-densovirus_taxid_487311.gbk,ID:YP_002265406.1 |[Anopheles gambiae densovirus]||Anopheles-gambiae-densovirus_taxid_487311.gbk|non-structural prote..|2376|NC_011317(4139):384-2759:1 ^GeneID:6964647^ Anopheles gambiae densonucleosis virus, complete genome.|neighbours:start(),ID:YP_002265407.1(1)|neighbour_genes:start(),non-structural prote..|
46,Anopheles-gambiae-densovirus_taxid_487311.gbk,ID:YP_002265407.1 |[Anopheles gambiae densovirus]||Anopheles-gambiae-densovirus_taxid_487311.gbk|non-structural prote..|1152|NC_011317(4139):400-1551:1 ^GeneID:6964645^ Anopheles gambiae densonucleosis virus, complete genome.|neighbours:ID:YP_002265406.1(1),ID:YP_002265408.1(1)|neighbour_genes:non-structural prote..,viral capsid protein|
47,Anopheles-gambiae-densovirus_taxid_487311.gbk,ID:YP_002265408.1 |[Anopheles gambiae densovirus]||Anopheles-gambiae-densovirus_taxid_487311.gbk|viral capsid protein|1071|NC_011317(4139):2648-3718:1 ^GeneID:6964646^ Anopheles gambiae densonucleosis virus, complete genome.|neighbours:ID:YP_002265407.1(1),end()|neighbour_genes:non-structural prote..,end()|
48,Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk,ID:YP_005097851.1 |[Artibeus jamaicensis parvovirus 1]||Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk|putative non structu..|1878|NC_016752(4595):84-1961:1 ^GeneID:11605583^ Artibeus jamaicensis parvovirus 1, complete genome.|neighbours:start(),ID:YP_005097852.1(1)|neighbour_genes:start(),putative capsid prot..|
49,Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk,ID:YP_005097852.1 |[Artibeus jamaicensis parvovirus 1]||Artibeus-jamaicensis-parvovirus-1_taxid_1131485.gbk|putative capsid prot..|2631|NC_016752(4595):1965-4595:1 ^GeneID:11605582^ Artibeus jamaicensis parvovirus 1, complete genome.|neighbours:ID:YP_005097851.1(1),end()|neighbour_genes:putative non structu..,end()|
50,Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk,ID:NP_852780.1 |[Avian adeno-associated virus ATCC VR-865]|ATCC VR-865|Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk|Rep|1989|NC_004828(4694):244-2232:1 ^GeneID:1482924^ Avian adeno-associated virus ATCC VR-865, complete genome.|neighbours:start(),ID:NP_852781.1(1)|neighbour_genes:start(),Cap|
51,Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk,ID:NP_852781.1 |[Avian adeno-associated virus ATCC VR-865]|ATCC VR-865|Avian-adeno-associated-virus-ATCC-VR-865_taxid_219704.gbk|Cap|2232|NC_004828(4694):2250-4481:1 ^GeneID:1482925^ Avian adeno-associated virus ATCC VR-865, complete genome.|neighbours:ID:NP_852780.1(1),end()|neighbour_genes:Rep,end()|
52,Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk,ID:YP_077182.1 |[Avian adeno-associated virus strain DA-1]|DA-1|Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk|rep protein|1992|NC_006263(4682):244-2235:1 ^GeneID:5076425^ Avian adeno-associated virus strain DA-1, complete genome.|neighbours:start(),ID:YP_077183.1(1)|neighbour_genes:start(),capsid protein|
53,Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk,ID:YP_077183.1 |[Avian adeno-associated virus strain DA-1]|DA-1|Avian-adeno-associated-virus-strain-DA-1_taxid_281492.gbk|capsid protein|2217|NC_006263(4682):2253-4469:1 ^GeneID:5076424^ Avian adeno-associated virus strain DA-1, complete genome.|neighbours:ID:YP_077182.1(1),end()|neighbour_genes:rep protein,end()|
54,Bat-adeno-associated-virus-YNM_taxid_727962.gbk,ID:YP_003858571.1 |[Bat adeno-associated virus YNM]|YNM|Bat-adeno-associated-virus-YNM_taxid_727962.gbk|Rep|1842|NC_014468(4286):200-2041:1 ^GeneID:9714218^ Bat adeno-associated virus YNM, complete genome.|neighbours:start(),ID:YP_003858572.1(1)|neighbour_genes:start(),Cap|
55,Bat-adeno-associated-virus-YNM_taxid_727962.gbk,ID:YP_003858572.1 |[Bat adeno-associated virus YNM]|YNM|Bat-adeno-associated-virus-YNM_taxid_727962.gbk|Cap|2175|NC_014468(4286):2059-4233:1 ^GeneID:9714217^ Bat adeno-associated virus YNM, complete genome.|neighbours:ID:YP_003858571.1(1),end()|neighbour_genes:Rep,end()|
56,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508789.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|NS1|2406|NC_039046(4995):16-2421:1 ^GeneID:37620293^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:start(),ID:YP_009508790.1(1)|neighbour_genes:start(),NP1|
57,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508790.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|NP1|606|NC_039046(4995):2186-2791:1 ^GeneID:37620290^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508789.1(1),ID:YP_009508791.1(1)|neighbour_genes:NS1,VP1|
58,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508791.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|VP1|2115|NC_039046(4995):2778-4892:1 ^GeneID:37620291^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508790.1(1),ID:YP_009508792.1(1)|neighbour_genes:NP1,VP2|
59,Bat-bocavirus-WM40_taxid_2259810.gbk,ID:YP_009508792.1 |[Bat bocavirus WM40]||Bat-bocavirus-WM40_taxid_2259810.gbk|VP2|1719|NC_039046(4995):3174-4892:1 ^GeneID:37620292^ Bat bocavirus WM40 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508791.1(1),end()|neighbour_genes:VP1,end()|
60,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508793.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|NS1|2226|NC_039047(4832):88-2313:1 ^GeneID:37620298^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:start(),ID:YP_009508794.1(1)|neighbour_genes:start(),NP1|
61,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508794.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|NP1|597|NC_039047(4832):2084-2680:1 ^GeneID:37620295^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508793.1(1),ID:YP_009508795.1(1)|neighbour_genes:NS1,VP1|
62,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508795.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|VP1|2109|NC_039047(4832):2667-4775:1 ^GeneID:37620296^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508794.1(1),ID:YP_009508796.1(1)|neighbour_genes:NP1,VP2|
63,Bat-bocavirus-XM30_taxid_2259811.gbk,ID:YP_009508796.1 |[Bat bocavirus XM30]||Bat-bocavirus-XM30_taxid_2259811.gbk|VP2|1713|NC_039047(4832):3063-4775:1 ^GeneID:37620297^ Bat bocavirus XM30 nonstructural protein (NS1), hypothetical protein (NP1), capsid protein VP1 (VP1), and capsid protein VP2 (VP2) genes, complete cds.|neighbours:ID:YP_009508795.1(1),end()|neighbour_genes:VP1,end()|
64,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229908.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|NS1 protein|2370|NC_029300(5203):279-2648:1 ^GeneID:26836915^ Bat bocavirus isolate YNJH, complete genome.|neighbours:start(),ID:YP_009229909.1(1)|neighbour_genes:start(),NP1 protein|
65,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229909.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|NP1 protein|585|NC_029300(5203):2446-3030:1 ^GeneID:26836912^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229908.1(1),ID:YP_009229910.1(1)|neighbour_genes:NS1 protein,VP1 protein|
66,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229910.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|VP1 protein|2082|NC_029300(5203):3014-5095:1 ^GeneID:26836913^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229909.1(1),ID:YP_009229911.1(1)|neighbour_genes:NP1 protein,VP2 protein|
67,Bat-bocavirus_taxid_1329649.gbk,ID:YP_009229911.1 |[Bat bocavirus]||Bat-bocavirus_taxid_1329649.gbk|VP2 protein|1692|NC_029300(5203):3404-5095:1 ^GeneID:26836914^ Bat bocavirus isolate YNJH, complete genome.|neighbours:ID:YP_009229910.1(1),end()|neighbour_genes:VP1 protein,end()|
68,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154712.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|nonstructural protei..|1698|NC_027429(4590):386-2083:1 ^GeneID:24923362^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:start(),ID:YP_009154713.1(1)|neighbour_genes:start(),capsid protein|
69,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154713.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|capsid protein|2178|NC_027429(4590):2101-4278:1 ^GeneID:24923360^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:ID:YP_009154712.1(1),ID:YP_009154714.1(1)|neighbour_genes:nonstructural protei..,assembly activating ..|
70,Bearded-dragon-parvovirus_taxid_1670662.gbk,ID:YP_009154714.1 |[Bearded dragon parvovirus]|2014|Bearded-dragon-parvovirus_taxid_1670662.gbk|assembly activating ..|534|NC_027429(4590):2594-3127:1 ^GeneID:24923361^ Bearded dragon parvovirus strain 2014, complete genome.|neighbours:ID:YP_009154713.1(1),end()|neighbour_genes:capsid protein,end()|
