"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"36","62_hypothetical_protein",3,3,"PF12472_","62_hypothetical_protein.faa","62_hypothetical_protein.fna","1105327_642111_181604",30
"37","65_hypothetical_protein",3,3,"","65_hypothetical_protein.faa","65_hypothetical_protein.fna","642111_181604_70203",30
"38","66_major_capsid_protein",2,2,"","66_major_capsid_protein.faa","66_major_capsid_protein.fna","642111_70203",20
"39","67_putative_minor_capsi..",2,2,"","67_putative_minor_capsi...faa","67_putative_minor_capsi...fna","642111_70203",20
"40","68_minor_capsid_protein",1,1,"","68_minor_capsid_protein.faa","68_minor_capsid_protein.fna","642111",10
"41","69_putative_minor_coat_..",3,3,"PF10734_","69_putative_minor_coat_...faa","69_putative_minor_coat_...fna","642111_181604_70203",30
"42","70_putative_assembly_pr..",2,2,"PF05707_","70_putative_assembly_pr...faa","70_putative_assembly_pr...fna","642111_70203",20
"43","73_hypothetical_protein",1,1,"","73_hypothetical_protein.faa","73_hypothetical_protein.fna","642111",10
"44","76_prim-VSK",2,2,"","76_prim-VSK.faa","76_prim-VSK.fna","181604_70203",20
"45","77_membrane_glycoprotei..",1,1,"","77_membrane_glycoprotei...faa","77_membrane_glycoprotei...fna","181604",10
"46","81_major_coat_protein",1,1,"","81_major_coat_protein.faa","81_major_coat_protein.fna","181604",10
"47","82_memb2",2,2,"","82_memb2.faa","82_memb2.fna","181604_70203",20
"48","83_memb3",1,1,"","83_memb3.faa","83_memb3.fna","181604",10
"49","85_VSK-tox1",1,1,"PF05707_","85_VSK-tox1.faa","85_VSK-tox1.fna","181604",10
"50","86_VSK_tox2",1,1,"","86_VSK_tox2.faa","86_VSK_tox2.fna","181604",10
"51","87_hypothetical_protein",2,2,"","87_hypothetical_protein.faa","87_hypothetical_protein.fna","181604_70203",20
"52","90_Vpf76",1,1,"","90_Vpf76.faa","90_Vpf76.fna","127508",10
"53","91_Vpf81",1,1,"","91_Vpf81.faa","91_Vpf81.fna","127508",10
"54","92_Vpf504",1,1,"","92_Vpf504.faa","92_Vpf504.fna","127508",10
"55","95_Vpf215",1,1,"","95_Vpf215.faa","95_Vpf215.fna","127508",10
"56","99_hypothetical_protein",1,1,"","99_hypothetical_protein.faa","99_hypothetical_protein.fna","70203",10
"57","103_hypothetical_protein",1,1,"","103_hypothetical_protein.faa","103_hypothetical_protein.fna","70203",10
"58","104_hypothetical_protein",1,1,"","104_hypothetical_protein.faa","104_hypothetical_protein.fna","70203",10
"59","106_hypothetical_protein",1,1,"","106_hypothetical_protein.faa","106_hypothetical_protein.fna","70203",10
"60","107_hypothetical_protein",1,1,"","107_hypothetical_protein.faa","107_hypothetical_protein.fna","70203",10
