"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"29","40_hypothetical_protein",1,1,"","40_hypothetical_protein.faa","40_hypothetical_protein.fna","1788447",3.57142857142857
"30","42_hypothetical_protein",1,1,"","42_hypothetical_protein.faa","42_hypothetical_protein.fna","1788447",3.57142857142857
"31","43_hypothetical_protein",1,1,"","43_hypothetical_protein.faa","43_hypothetical_protein.fna","1788448",3.57142857142857
"32","45_hypothetical_protein",1,1,"","45_hypothetical_protein.faa","45_hypothetical_protein.fna","1788448",3.57142857142857
"33","46_hypothetical_protein",1,1,"","46_hypothetical_protein.faa","46_hypothetical_protein.fna","1788448",3.57142857142857
"34","48_hypothetical_protein",1,1,"","48_hypothetical_protein.faa","48_hypothetical_protein.fna","1788451",3.57142857142857
"35","50_hypothetical_protein",1,1,"","50_hypothetical_protein.faa","50_hypothetical_protein.fna","1788451",3.57142857142857
"36","51_hypothetical_protein",1,1,"","51_hypothetical_protein.faa","51_hypothetical_protein.fna","1788451",3.57142857142857
"37","53_ORF2",1,1,"","53_ORF2.faa","53_ORF2.fna","1574422",3.57142857142857
"38","54_cap",4,4,"","54_cap.faa","54_cap.fna","1574422_1353241_1525173_1475062",14.2857142857143
"39","55_capsid-like_protein",1,1,"","55_capsid-like_protein.faa","55_capsid-like_protein.fna","2480197",3.57142857142857
"40","56_Rep-B",3,3,"PF00799_PF00910_","56_Rep-B.faa","56_Rep-B.fna","2480197_1475063_2017724",10.7142857142857
"41","60_capsid_protein",1,1,"","60_capsid_protein.faa","60_capsid_protein.fna","2016456",3.57142857142857
"42","62_capsid_protein",1,1,"","62_capsid_protein.faa","62_capsid_protein.fna","2016458",3.57142857142857
"43","63_hypothetical_protein",1,1,"","63_hypothetical_protein.faa","63_hypothetical_protein.fna","2016458",3.57142857142857
"44","65_hypothetical_protein",1,1,"","65_hypothetical_protein.faa","65_hypothetical_protein.fna","1525173",3.57142857142857
"45","67_hypothetical_protein",1,1,"","67_hypothetical_protein.faa","67_hypothetical_protein.fna","1525173",3.57142857142857
"46","69_Cap",1,1,"PF00729_","69_Cap.faa","69_Cap.fna","1959843",3.57142857142857
"47","71_hypothetical_protein",2,2,"","71_hypothetical_protein.faa","71_hypothetical_protein.fna","1105385_1105386",7.14285714285714
"48","72_hypothetical_protein",1,1,"","72_hypothetical_protein.faa","72_hypothetical_protein.fna","1105385",3.57142857142857
"49","75_hypothetical_protein",1,1,"","75_hypothetical_protein.faa","75_hypothetical_protein.fna","1105386",3.57142857142857
"50","78_cap_protein",2,2,"","78_cap_protein.faa","78_cap_protein.fna","1475063_2017724",7.14285714285714
