"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"50","115_hypothetical_protein",1,1,"","115_hypothetical_protein.faa","115_hypothetical_protein.fna","1379715",0.523560209424084
"51","116_hypothetical_protein",1,1,"","116_hypothetical_protein.faa","116_hypothetical_protein.fna","1379715",0.523560209424084
"52","117_hypothetical_protein",1,1,"","117_hypothetical_protein.faa","117_hypothetical_protein.fna","1379715",0.523560209424084
"53","118_hypothetical_protein",1,1,"","118_hypothetical_protein.faa","118_hypothetical_protein.fna","1379715",0.523560209424084
"54","120_hypothetical_protein",1,1,"","120_hypothetical_protein.faa","120_hypothetical_protein.fna","1379717",0.523560209424084
"55","122_hypothetical_protein",1,1,"","122_hypothetical_protein.faa","122_hypothetical_protein.fna","1379718",0.523560209424084
"56","123_hypothetical_protein",1,1,"","123_hypothetical_protein.faa","123_hypothetical_protein.fna","1379718",0.523560209424084
"57","124_putative_viral_capsi..",1,1,"","124_putative_viral_capsi...faa","124_putative_viral_capsi...fna","1379719",0.523560209424084
"58","125_hypothetical_protein",1,1,"","125_hypothetical_protein.faa","125_hypothetical_protein.fna","1379719",0.523560209424084
"59","127_replication-associat..",1,1,"","127_replication-associat...faa","127_replication-associat...fna","1379720",0.523560209424084
"60","129_hypothetical_protein",1,1,"","129_hypothetical_protein.faa","129_hypothetical_protein.fna","1379720",0.523560209424084
"61","130_hypothetical_protein",1,1,"","130_hypothetical_protein.faa","130_hypothetical_protein.fna","1379720",0.523560209424084
"62","132_hypothetical_protein",4,4,"","132_hypothetical_protein.faa","132_hypothetical_protein.fna","1379722_1788446_1788447_2016456",2.09424083769634
"63","134_putative_viral_capsi..",1,1,"PF00729_","134_putative_viral_capsi...faa","134_putative_viral_capsi...fna","1379695",0.523560209424084
"64","136_putative_viral_capsi..",2,2,"PF03898_","136_putative_viral_capsi...faa","136_putative_viral_capsi...fna","1379725_1379707",1.04712041884817
"65","137_hypothetical_protein",1,1,"","137_hypothetical_protein.faa","137_hypothetical_protein.fna","1379725",0.523560209424084
"66","140_putative_viral_capsi..",1,1,"","140_putative_viral_capsi...faa","140_putative_viral_capsi...fna","1379708",0.523560209424084
"67","141_putative_viral_capsi..",1,1,"PF00844_","141_putative_viral_capsi...faa","141_putative_viral_capsi...fna","1379708",0.523560209424084
"68","143_hypothetical_protein",1,1,"","143_hypothetical_protein.faa","143_hypothetical_protein.fna","1379709",0.523560209424084
"69","144_hypothetical_protein",1,1,"","144_hypothetical_protein.faa","144_hypothetical_protein.fna","1379709",0.523560209424084
"70","148_hypothetical_protein",1,1,"","148_hypothetical_protein.faa","148_hypothetical_protein.fna","1379710",0.523560209424084
"71","149_hypothetical_protein",1,1,"","149_hypothetical_protein.faa","149_hypothetical_protein.fna","1379711",0.523560209424084
"72","150_hypothetical_protein",1,1,"","150_hypothetical_protein.faa","150_hypothetical_protein.fna","1379711",0.523560209424084
"73","152_replication-associat..",1,1,"PF00910_","152_replication-associat...faa","152_replication-associat...fna","1379711",0.523560209424084
"74","153_hypothetical_protein",1,1,"","153_hypothetical_protein.faa","153_hypothetical_protein.fna","1379711",0.523560209424084
"75","154_hypothetical_protein",1,1,"","154_hypothetical_protein.faa","154_hypothetical_protein.fna","1379712",0.523560209424084
"76","157_hypothetical_protein",1,1,"","157_hypothetical_protein.faa","157_hypothetical_protein.fna","1379712",0.523560209424084
"77","158_putative_viral_capsi..",1,1,"","158_putative_viral_capsi...faa","158_putative_viral_capsi...fna","1379712",0.523560209424084
"78","159_hypothetical_protein",1,1,"","159_hypothetical_protein.faa","159_hypothetical_protein.fna","1379713",0.523560209424084
"79","163_hypothetical_protein",1,1,"","163_hypothetical_protein.faa","163_hypothetical_protein.fna","1788438",0.523560209424084
"80","164_hypothetical_protein",1,1,"","164_hypothetical_protein.faa","164_hypothetical_protein.fna","1788438",0.523560209424084
"81","166_hypothetical_protein",1,1,"","166_hypothetical_protein.faa","166_hypothetical_protein.fna","1788439",0.523560209424084
"82","167_hypothetical_protein",1,1,"","167_hypothetical_protein.faa","167_hypothetical_protein.fna","1788439",0.523560209424084
"83","168_hypothetical_protein",1,1,"","168_hypothetical_protein.faa","168_hypothetical_protein.fna","1788439",0.523560209424084
"84","169_hypothetical_protein",1,1,"PF08398_","169_hypothetical_protein.faa","169_hypothetical_protein.fna","1788439",0.523560209424084
"85","171_hypothetical_protein",1,1,"","171_hypothetical_protein.faa","171_hypothetical_protein.fna","1788440",0.523560209424084
"86","172_hypothetical_protein",1,1,"","172_hypothetical_protein.faa","172_hypothetical_protein.fna","1788440",0.523560209424084
"87","173_hypothetical_protein",5,5,"","173_hypothetical_protein.faa","173_hypothetical_protein.fna","1788441_1788446_1788447_1788448_1788451",2.61780104712042
"88","175_hypothetical_protein",1,1,"","175_hypothetical_protein.faa","175_hypothetical_protein.fna","1788441",0.523560209424084
"89","177_hypothetical_protein",1,1,"","177_hypothetical_protein.faa","177_hypothetical_protein.fna","1788442",0.523560209424084
"90","180_hypothetical_protein",1,1,"","180_hypothetical_protein.faa","180_hypothetical_protein.fna","1788443",0.523560209424084
"91","183_hypothetical_protein",1,1,"","183_hypothetical_protein.faa","183_hypothetical_protein.fna","1788444",0.523560209424084
"92","186_hypothetical_protein",1,1,"","186_hypothetical_protein.faa","186_hypothetical_protein.fna","1788445",0.523560209424084
"93","187_hypothetical_protein",1,1,"","187_hypothetical_protein.faa","187_hypothetical_protein.fna","1788445",0.523560209424084
"94","188_hypothetical_protein",1,1,"","188_hypothetical_protein.faa","188_hypothetical_protein.fna","1788445",0.523560209424084
"95","189_hypothetical_protein",1,1,"PF02407_","189_hypothetical_protein.faa","189_hypothetical_protein.fna","1788446",0.523560209424084
"96","194_hypothetical_protein",1,1,"","194_hypothetical_protein.faa","194_hypothetical_protein.fna","1788447",0.523560209424084
"97","196_hypothetical_protein",1,1,"","196_hypothetical_protein.faa","196_hypothetical_protein.fna","1788447",0.523560209424084
"98","199_hypothetical_protein",1,1,"","199_hypothetical_protein.faa","199_hypothetical_protein.fna","1788448",0.523560209424084
"99","200_hypothetical_protein",1,1,"","200_hypothetical_protein.faa","200_hypothetical_protein.fna","1788448",0.523560209424084
"100","202_hypothetical_protein",1,1,"","202_hypothetical_protein.faa","202_hypothetical_protein.fna","1788449",0.523560209424084
"101","207_hypothetical_protein",1,1,"","207_hypothetical_protein.faa","207_hypothetical_protein.fna","1788451",0.523560209424084
"102","208_hypothetical_protein",1,1,"","208_hypothetical_protein.faa","208_hypothetical_protein.fna","1788451",0.523560209424084
"103","210_hypothetical_protein",1,1,"","210_hypothetical_protein.faa","210_hypothetical_protein.fna","1788452",0.523560209424084
"104","211_hypothetical_protein",1,1,"","211_hypothetical_protein.faa","211_hypothetical_protein.fna","1788452",0.523560209424084
"105","215_hypothetical_protein",1,1,"","215_hypothetical_protein.faa","215_hypothetical_protein.fna","1788455",0.523560209424084
"106","216_hypothetical_protein",2,2,"","216_hypothetical_protein.faa","216_hypothetical_protein.fna","1788455_2016459",1.04712041884817
"107","222_putative_replication..",1,1,"PF02407_","222_putative_replication...faa","222_putative_replication...fna","2050038",0.523560209424084
"108","223_hypothetical_protein",1,1,"","223_hypothetical_protein.faa","223_hypothetical_protein.fna","126070",0.523560209424084
"109","225_hypothetical_protein",2,2,"","225_hypothetical_protein.faa","225_hypothetical_protein.fna","126070_324685",1.04712041884817
"110","226_hypothetical_protein",1,1,"","226_hypothetical_protein.faa","226_hypothetical_protein.fna","126070",0.523560209424084
"111","229_capsid_protein",2,2,"","229_capsid_protein.faa","229_capsid_protein.fna","2304514_1611039",1.04712041884817
"112","271_putative_capsid_prot..",1,1,"","271_putative_capsid_prot...faa","271_putative_capsid_prot...fna","1692247",0.523560209424084
"113","292_ORF2",1,1,"","292_ORF2.faa","292_ORF2.fna","1574422",0.523560209424084
"114","293_cap",4,4,"","293_cap.faa","293_cap.fna","1574422_1353241_1525173_1475062",2.09424083769634
"115","297_ORFC2",3,3,"","297_ORFC2.faa","297_ORFC2.fna","324685_146032_257468",1.57068062827225
"116","311_putative_Cap",1,1,"","311_putative_Cap.faa","311_putative_Cap.fna","2249941",0.523560209424084
"117","315_hypothetical_protein",1,1,"","315_hypothetical_protein.faa","315_hypothetical_protein.fna","400122",0.523560209424084
"118","322_putative_cap_protein",1,1,"","322_putative_cap_protein.faa","322_putative_cap_protein.fna","2006642",0.523560209424084
"119","326_hypothetical_protein",1,1,"","326_hypothetical_protein.faa","326_hypothetical_protein.fna","2016457",0.523560209424084
"120","329_capsid_protein",1,1,"","329_capsid_protein.faa","329_capsid_protein.fna","2016458",0.523560209424084
"121","330_hypothetical_protein",1,1,"","330_hypothetical_protein.faa","330_hypothetical_protein.fna","2016458",0.523560209424084
"122","333_hypothetical_protein",1,1,"","333_hypothetical_protein.faa","333_hypothetical_protein.fna","146032",0.523560209424084
"123","338_hypothetical_protein",1,1,"","338_hypothetical_protein.faa","338_hypothetical_protein.fna","400121",0.523560209424084
"124","345_hypothetical_protein",1,1,"","345_hypothetical_protein.faa","345_hypothetical_protein.fna","1525173",0.523560209424084
"125","347_hypothetical_protein",1,1,"","347_hypothetical_protein.faa","347_hypothetical_protein.fna","1525173",0.523560209424084
"126","351_hypothetical_protein",1,1,"","351_hypothetical_protein.faa","351_hypothetical_protein.fna","2017081",0.523560209424084
"127","352_hypothetical_protein",4,4,"","352_hypothetical_protein.faa","352_hypothetical_protein.fna","2017081_1105383_1105385_1105386",2.09424083769634
"128","353_hypothetical_protein",1,1,"","353_hypothetical_protein.faa","353_hypothetical_protein.fna","2017081",0.523560209424084
"129","354_hypothetical_protein",1,1,"","354_hypothetical_protein.faa","354_hypothetical_protein.fna","2017081",0.523560209424084
"130","358_hypothetical_protein",1,1,"","358_hypothetical_protein.faa","358_hypothetical_protein.fna","2017083",0.523560209424084
"131","364_putative_structural_..",1,1,"","364_putative_structural_...faa","364_putative_structural_...fna","1173709",0.523560209424084
"132","365_putative_capsid_prot..",2,2,"","365_putative_capsid_prot...faa","365_putative_capsid_prot...fna","1692253_1692259",1.04712041884817
"133","367_putative_capsid_prot..",1,1,"","367_putative_capsid_prot...faa","367_putative_capsid_prot...fna","1692254",0.523560209424084
"134","368_putative_replication..",1,1,"PF00799_PF08283_","368_putative_replication...faa","368_putative_replication...fna","1692254",0.523560209424084
"135","376_Cap",1,1,"PF00729_","376_Cap.faa","376_Cap.fna","1959843",0.523560209424084
"136","384_Cap",1,1,"","384_Cap.faa","384_Cap.fna","2169856",0.523560209424084
"137","390_ORFV2",1,1,"","390_ORFV2.faa","390_ORFV2.fna","257468",0.523560209424084
"138","393_capsid_protein",3,3,"","393_capsid_protein.faa","393_capsid_protein.fna","1795983_1795984_2293301",1.57068062827225
"139","400_capsid_protein",1,1,"PF02443_","400_capsid_protein.faa","400_capsid_protein.fna","2294094",0.523560209424084
"140","404_putative_capsid_prot..",1,1,"","404_putative_capsid_prot...faa","404_putative_capsid_prot...fna","1692258",0.523560209424084
"141","407_putative_capsid_prot..",1,1,"","407_putative_capsid_prot...faa","407_putative_capsid_prot...fna","1692260",0.523560209424084
"142","411_nonstructural_protei..",1,1,"","411_nonstructural_protei...faa","411_nonstructural_protei...fna","1419711",0.523560209424084
"143","413_putative_capsid_prot..",1,1,"PF02443_","413_putative_capsid_prot...faa","413_putative_capsid_prot...fna","1692261",0.523560209424084
"144","414_hypothetical_protein",1,1,"","414_hypothetical_protein.faa","414_hypothetical_protein.fna","2057942",0.523560209424084
"145","416_capsid_protein",1,1,"","416_capsid_protein.faa","416_capsid_protein.fna","2057942",0.523560209424084
"146","418_hypothetical_protein",1,1,"","418_hypothetical_protein.faa","418_hypothetical_protein.fna","1105383",0.523560209424084
"147","419_hypothetical_protein",1,1,"","419_hypothetical_protein.faa","419_hypothetical_protein.fna","1105383",0.523560209424084
"148","421_hypothetical_protein",1,1,"","421_hypothetical_protein.faa","421_hypothetical_protein.fna","1105383",0.523560209424084
"149","424_hypothetical_protein",1,1,"","424_hypothetical_protein.faa","424_hypothetical_protein.fna","1105385",0.523560209424084
"150","427_hypothetical_protein",1,1,"","427_hypothetical_protein.faa","427_hypothetical_protein.fna","1105386",0.523560209424084
"151","431_ORF3",1,1,"PF05614_","431_ORF3.faa","431_ORF3.fna","85708",0.523560209424084
"152","437_cap_protein",2,2,"","437_cap_protein.faa","437_cap_protein.fna","1475063_2017724",1.04712041884817
"153","442_putative_capsid_prot..",1,1,"","442_putative_capsid_prot...faa","442_putative_capsid_prot...fna","1692262",0.523560209424084
"154","447_putative_replication..",1,1,"","447_putative_replication...faa","447_putative_replication...fna","1692263",0.523560209424084
"155","454_hypothetical_protein",1,1,"","454_hypothetical_protein.faa","454_hypothetical_protein.fna","349370",0.523560209424084
"156","461_ORFV2",1,1,"","461_ORFV2.faa","461_ORFV2.fna","1642515",0.523560209424084
"157","463_ORFC2",1,1,"","463_ORFC2.faa","463_ORFC2.fna","1642515",0.523560209424084
