X	cluster_name	size	taxa	Pfam_IDs	aa_file	na_file	taxids	Percentage_prevalence	Prevalencia_final_v1	Prevalencia_final_v2
23	48_hypothetical_protein	1	1		48_hypothetical_protein.faa	48_hypothetical_protein.fna	2054613	1.0204081632653061	1.0204081632653061	1.0204081632653061
24	50_ORF2	3	3	PF02957_	50_ORF2.faa	50_ORF2.fna	1427157_2012676_2012677	3.061224489795918	3.061224489795918	3.061224489795918
25	52_ORF3	6	6		52_ORF3.faa	52_ORF3.fna	1427157_1427156_991022_2012676_2012677_1218490	6.122448979591836	6.122448979591836	6.122448979591836
26	53_ORF2	4	4		53_ORF2.faa	53_ORF2.fna	1427156_991022_2012676_2012677	4.081632653061225	4.081632653061225	4.081632653061225
27	61_ORF3	1	1	PF05501_	61_ORF3.faa	61_ORF3.fna	1619218	1.0204081632653061	1.0204081632653061	1.0204081632653061
28	64_ORF3	1	1	PF05501_	64_ORF3.faa	64_ORF3.fna	1619219	1.0204081632653061	1.0204081632653061	1.0204081632653061
29	65_ORF4	1	1		65_ORF4.faa	65_ORF4.fna	1619219	1.0204081632653061	1.0204081632653061	1.0204081632653061
30	68_ORF3	1	1		68_ORF3.faa	68_ORF3.fna	1619220	1.0204081632653061	1.0204081632653061	1.0204081632653061
31	69_ORF4	2	2		69_ORF4.faa	69_ORF4.fna	1619220_1629656	2.0408163265306123	2.0408163265306123	2.0408163265306123
32	72_ORF3	1	1		72_ORF3.faa	72_ORF3.fna	1629656	1.0204081632653061	1.0204081632653061	1.0204081632653061
33	74_ORF2	1	1	PF08197_PF02957_	74_ORF2.faa	74_ORF2.fna	1629657	1.0204081632653061	1.0204081632653061	1.0204081632653061
34	76_ORF3	1	1	PF05501_	76_ORF3.faa	76_ORF3.fna	1629657	1.0204081632653061	1.0204081632653061	1.0204081632653061
35	77_ORF4	1	1		77_ORF4.faa	77_ORF4.fna	1629657	1.0204081632653061	1.0204081632653061	1.0204081632653061
36	80_ORF3	1	1	PF05501_	80_ORF3.faa	80_ORF3.fna	289366	1.0204081632653061	1.0204081632653061	1.0204081632653061
37	82_hypothetical_protein	1	1	PF02956_	82_hypothetical_protein.faa	82_hypothetical_protein.fna	289367	1.0204081632653061	1.0204081632653061	1.0204081632653061
38	84_hypothetical_protein	2	2	PF05501_	84_hypothetical_protein.faa	84_hypothetical_protein.fna	289367_2065045	2.0408163265306123	2.0408163265306123	2.0408163265306123
39	85_hypothetical_protein	1	1		85_hypothetical_protein.faa	85_hypothetical_protein.fna	289367	1.0204081632653061	1.0204081632653061	1.0204081632653061
40	88_hypothetical_protein	1	1	PF05501_	88_hypothetical_protein.faa	88_hypothetical_protein.fna	93678	1.0204081632653061	1.0204081632653061	1.0204081632653061
41	97_ORF2	4	4		97_ORF2.faa	97_ORF2.fna	1543419_1535291_1968861_1239832	4.081632653061225	4.081632653061225	4.081632653061225
42	99_ORF3	1	1	PF05501_	99_ORF3.faa	99_ORF3.fna	1543419	1.0204081632653061	1.0204081632653061	1.0204081632653061
43	100_hypothetical_protein	1	1		100_hypothetical_protein.faa	100_hypothetical_protein.fna	687385	1.0204081632653061	1.0204081632653061	1.0204081632653061
44	101_hypothetical_protein	1	1		101_hypothetical_protein.faa	101_hypothetical_protein.fna	687385	1.0204081632653061	1.0204081632653061	1.0204081632653061
45	105_hypothetical_protein	1	1		105_hypothetical_protein.faa	105_hypothetical_protein.fna	687383	1.0204081632653061	1.0204081632653061	1.0204081632653061
46	106_ORF1	1	1	PF02956_	106_ORF1.faa	106_ORF1.fna	1673633	1.0204081632653061	1.0204081632653061	1.0204081632653061
47	107_hypothetical_protein	1	1		107_hypothetical_protein.faa	107_hypothetical_protein.fna	1673633	1.0204081632653061	1.0204081632653061	1.0204081632653061
48	108_hypothetical_protein	1	1		108_hypothetical_protein.faa	108_hypothetical_protein.fna	1673633	1.0204081632653061	1.0204081632653061	1.0204081632653061
49	109_hypothetical_protein	1	1		109_hypothetical_protein.faa	109_hypothetical_protein.fna	1673633	1.0204081632653061	1.0204081632653061	1.0204081632653061
50	110_ORF2	1	1		110_ORF2.faa	110_ORF2.fna	2065043	1.0204081632653061	1.0204081632653061	1.0204081632653061
51	112_ORF3	1	1		112_ORF3.faa	112_ORF3.fna	2065043	1.0204081632653061	1.0204081632653061	1.0204081632653061
52	113_hypothetical_protein	1	1		113_hypothetical_protein.faa	113_hypothetical_protein.fna	687384	1.0204081632653061	1.0204081632653061	1.0204081632653061
53	114_hypothetical_protein	1	1		114_hypothetical_protein.faa	114_hypothetical_protein.fna	687384	1.0204081632653061	1.0204081632653061	1.0204081632653061
54	116_orf3	1	1		116_orf3.faa	116_orf3.fna	2010248	1.0204081632653061	1.0204081632653061	1.0204081632653061
55	118_orf2	1	1	PF02957_	118_orf2.faa	118_orf2.fna	2010248	1.0204081632653061	1.0204081632653061	1.0204081632653061
56	119_hypothetical_protein	22	22	PF02957_	119_hypothetical_protein.faa	119_hypothetical_protein.fna	2065051_2065052_2065053_2065054_2065055_2065056_687379_687380_2065046_2065047_2065048_2065049_2065050_687349_687351_687359_687363_687366_687367_687342_687345_687347	22.448979591836736	22.448979591836736	22.448979591836736
57	120_hypothetical_protein	23	23	PF02957_PF05501_	120_hypothetical_protein.faa	120_hypothetical_protein.fna	2065051_2065052_2065053_2065054_2065055_2065056_687379_687380_2065046_2065047_2065048_2065049_2065050_687349_687351_687340_687359_687363_687366_687367_687342_687345_687347	23.46938775510204	23.46938775510204	23.46938775510204
58	141_hypothetical_protein	1	1	PF02957_	141_hypothetical_protein.faa	141_hypothetical_protein.fna	2065056	1.0204081632653061	1.0204081632653061	1.0204081632653061
59	178_ORF3	9	9	PF05501_	178_ORF3.faa	178_ORF3.fna	2065036_2065038_687369_687370_687371_687373_687374_687377_1535290	9.183673469387756	9.183673469387756	9.183673469387756
60	179_ORF4	1	1		179_ORF4.faa	179_ORF4.fna	2065036	1.0204081632653061	1.0204081632653061	1.0204081632653061
61	182_ORF3	1	1	PF05501_	182_ORF3.faa	182_ORF3.fna	2065037	1.0204081632653061	1.0204081632653061	1.0204081632653061
62	186_ORF4	1	1		186_ORF4.faa	186_ORF4.fna	2065038	1.0204081632653061	1.0204081632653061	1.0204081632653061
63	189_ORF3	1	1	PF05501_	189_ORF3.faa	189_ORF3.fna	1859149	1.0204081632653061	1.0204081632653061	1.0204081632653061
64	219_hypothetical_protein	2	2		219_hypothetical_protein.faa	219_hypothetical_protein.fna	687386_687387	2.0408163265306123	2.0408163265306123	2.0408163265306123
65	220_hypothetical_protein	2	2		220_hypothetical_protein.faa	220_hypothetical_protein.fna	687386_687387	2.0408163265306123	2.0408163265306123	2.0408163265306123
66	221_hypothetical_protein	2	2	PF02956_	221_hypothetical_protein.faa	221_hypothetical_protein.fna	687386_687387	2.0408163265306123	2.0408163265306123	2.0408163265306123
67	225_ORF3	2	2		225_ORF3.faa	225_ORF3.fna	1968861_1239832	2.0408163265306123	2.0408163265306123	2.0408163265306123
68	231_ORF1-1	1	1		231_ORF1-1.faa	231_ORF1-1.fna	1239832	1.0204081632653061	1.0204081632653061	1.0204081632653061
69	232_hypothetical_protein	1	1		232_hypothetical_protein.faa	232_hypothetical_protein.fna	687382	1.0204081632653061	1.0204081632653061	1.0204081632653061
70	234_hypothetical_protein	1	1		234_hypothetical_protein.faa	234_hypothetical_protein.fna	687382	1.0204081632653061	1.0204081632653061	1.0204081632653061
71	235_hypothetical_protein	1	1		235_hypothetical_protein.faa	235_hypothetical_protein.fna	687382	1.0204081632653061	1.0204081632653061	1.0204081632653061
72	236_hypothetical_protein	1	1	PF02957_	236_hypothetical_protein.faa	236_hypothetical_protein.fna	687381	1.0204081632653061	1.0204081632653061	1.0204081632653061
73	237_hypothetical_protein	1	1		237_hypothetical_protein.faa	237_hypothetical_protein.fna	687381	1.0204081632653061	1.0204081632653061	1.0204081632653061
74	238_hypothetical_protein	1	1	PF02956_PF02956_	238_hypothetical_protein.faa	238_hypothetical_protein.fna	687381	1.0204081632653061	1.0204081632653061	1.0204081632653061
75	252_hypothetical_protein	1	1	PF02956_PF05501_	252_hypothetical_protein.faa	252_hypothetical_protein.fna	687353	1.0204081632653061	1.0204081632653061	1.0204081632653061
76	259_orf2-5	1	1	PF02957_	259_orf2-5.faa	259_orf2-5.fna	687340	1.0204081632653061	1.0204081632653061	1.0204081632653061
77	276_hypothetical_protein	1	1		276_hypothetical_protein.faa	276_hypothetical_protein.fna	687364	1.0204081632653061	1.0204081632653061	1.0204081632653061
78	277_hypothetical_protein	1	1	PF02957_	277_hypothetical_protein.faa	277_hypothetical_protein.fna	687365	1.0204081632653061	1.0204081632653061	1.0204081632653061
79	279_hypothetical_protein	1	1		279_hypothetical_protein.faa	279_hypothetical_protein.fna	687365	1.0204081632653061	1.0204081632653061	1.0204081632653061
80	282_hypothetical_protein	1	1	PF02957_	282_hypothetical_protein.faa	282_hypothetical_protein.fna	687366	1.0204081632653061	1.0204081632653061	1.0204081632653061
81	290_hypothetical_protein	1	1		290_hypothetical_protein.faa	290_hypothetical_protein.fna	687368	1.0204081632653061	1.0204081632653061	1.0204081632653061
82	296_ORF1-2	1	1		296_ORF1-2.faa	296_ORF1-2.fna	687342	1.0204081632653061	1.0204081632653061	1.0204081632653061
83	298_ORF1-1	1	1		298_ORF1-1.faa	298_ORF1-1.fna	687342	1.0204081632653061	1.0204081632653061	1.0204081632653061
84	309_ORF3	1	1		309_ORF3.faa	309_ORF3.fna	687346	1.0204081632653061	1.0204081632653061	1.0204081632653061
85	314_Orf2	1	1		314_Orf2.faa	314_Orf2.fna	1218490	1.0204081632653061	1.0204081632653061	1.0204081632653061
