18_minor_capsid_protein.faa	-	-	ID:YP_009551375.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
19_replication_initiati...faa	ID:YP_009551426.1,	ID:YP_009551405.1,	ID:YP_009551370.1,	ID:YP_009551479.1,	ID:YP_009551475.1,	ID:NP_073537.1,	ID:YP_009259725.1,	ID:YP_009259740.1,	ID:YP_009259686.1,	ID:NP_054653.1,	ID:YP_338244.1,	ID:NP_510879.1,	ID:NP_063900.1,	ID:NP_044320.1,ID:NP_044321.1,	-	ID:YP_009859308.1,	-	-	-	-	ID:YP_009160333.1,	ID:YP_009160351.1,	ID:YP_009160357.1,	ID:YP_009160383.1,	ID:YP_009160400.1,	ID:YP_009551376.1,	ID:YP_008798246.1,	ID:YP_009160340.1,	ID:YP_009160343.1,	ID:YP_009160360.1,	ID:YP_009160364.1,	ID:YP_009160369.1,	ID:YP_009160377.1,	ID:YP_009160387.1,	ID:YP_009160392.1,	ID:YP_009160403.1,	ID:YP_009160408.1,	ID:YP_009160416.1,	-	ID:YP_004732988.1,	ID:YP_009218538.1,	ID:YP_009218805.1,	ID:NP_598335.1,	
20_major_capsid_protein.faa	-	-	-	ID:YP_009551480.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160331.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
21_hypothetical_protein.faa	-	-	-	ID:YP_009551481.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
22_minor_capsid_protein.faa	-	-	-	ID:YP_009551482.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
26_minor_capsid_protein.faa	-	-	-	-	ID:YP_009551478.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
29_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073539.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
30_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073540.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
31_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073541.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
33_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073543.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
36_putative_DNA_binding...faa	-	-	-	-	-	ID:NP_073546.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
37_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073547.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
38_minor_CP_2.faa	-	-	-	-	-	-	ID:YP_009259724.1,	-	ID:YP_009259685.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
46_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:YP_009259744.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
52_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	ID:NP_054648.1,	ID:YP_338239.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
53_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	ID:NP_054649.1,	ID:YP_338240.1,	ID:NP_510873.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
56_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	ID:NP_054652.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
64_ORF8.faa	-	-	-	-	-	-	-	-	-	-	ID:YP_338243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
72_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510876.1,	ID:NP_063898.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
73_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510877.1,	ID:NP_063899.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
74_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510878.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
83_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
84_minor_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044314.1,ID:NP_044315.1,ID:NP_044316.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
87_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044317.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
89_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044319.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
94_A.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512788.1,ID:YP_512789.1,	-	ID:YP_009497836.1,ID:YP_009497837.1,	ID:YP_512368.1,ID:YP_512369.1,	ID:YP_512449.1,ID:YP_512450.1,	ID:NP_040703.1,ID:NP_040704.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
96_B.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512790.1,	-	ID:YP_009497838.1,	ID:YP_512370.1,	ID:YP_512451.1,	ID:NP_040705.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
97_K.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512791.1,	-	ID:YP_009497839.1,	ID:YP_512371.1,	ID:YP_512452.1,	ID:NP_040706.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
98_C.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512792.1,	-	ID:YP_009497840.1,	ID:YP_512372.1,	ID:YP_512453.1,	ID:NP_040707.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
99_D.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512793.1,	-	ID:YP_009497841.1,	ID:YP_512373.1,	ID:YP_512454.1,	ID:NP_040708.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
100_E.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512794.1,	-	ID:YP_009497842.1,	ID:YP_512374.1,	ID:YP_512455.1,	ID:NP_040709.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
102_F.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512796.1,	-	ID:YP_009497844.1,	ID:YP_512376.1,	ID:YP_512457.1,	ID:NP_040711.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
103_G.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512797.1,	-	ID:YP_009497845.1,	ID:YP_512377.1,	ID:YP_512458.1,	ID:NP_040712.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
104_H.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512798.1,	-	ID:YP_009497846.1,	ID:YP_512378.1,	ID:YP_512459.1,	ID:NP_040713.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
106_vp5.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859309.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_vp2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859312.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_vp8.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
161_DNA_pilot_protein_VP...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160348.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
163_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160350.1,	-	-	ID:YP_009160399.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
169_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160356.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
175_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160382.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
178_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160385.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
190_minor_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008798243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
197_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160338.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
200_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160341.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
213_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160366.1,	-	-	-	-	-	-	-	-	-	-	-	-	
223_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160376.1,	-	-	-	-	-	-	-	-	-	-	
225_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160378.1,	-	-	-	-	-	-	-	-	-	-	
228_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160388.1,	-	-	-	-	-	-	-	-	-	
238_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160404.1,	-	-	-	-	-	-	-	
245_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160411.1,	-	-	-	-	-	-	
247_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160413.1,	-	-	-	-	-	
248_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160414.1,	-	-	-	-	-	
249_DNA_pilot_protein_VP...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160415.1,	-	-	-	-	-	
251_M16p1.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113037.1,	-	-	-	-	
252_replication_initiato...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113038.1,	-	-	-	-	
253_M16p3.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113039.1,	-	-	-	-	
254_M16p4.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113040.1,	-	-	-	-	
255_M16p5.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113041.1,	-	-	-	-	
256_M16p6.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113042.1,	-	-	-	-	
257_major_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113043.1,	-	-	-	-	
258_p10.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732985.1,	-	-	-	
262_p4.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732989.1,	-	-	-	
263_p5.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732990.1,	-	-	-	
264_p6.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732991.1,	-	-	-	
265_p7.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732992.1,	-	-	-	
266_p8.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732993.1,	-	-	-	
267_p9.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732994.1,	-	-	-	
270_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009218535.1,	-	-	
271_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009218536.1,	-	-	
279_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598336.1,	
280_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598337.1,	
281_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598338.1,	
282_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598339.1,	
283_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598340.1,	
285_minor_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598341.1,	
286_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598342.1,	
