Chlamydia-phage-2_taxid_105154.gbk	-	-	ID:NP_054647.1,	-	-	ID:NP_054651.1,	-	-	-	-	ID:NP_054653.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_054648.1,	ID:NP_054649.1,	ID:NP_054652.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-phage-4_taxid_313629.gbk	-	-	ID:YP_338238.1,	-	-	ID:YP_338242.1,	-	-	-	-	ID:YP_338244.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_338239.1,	ID:YP_338240.1,	-	ID:YP_338243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-phage-CPG1_taxid_90963.gbk	-	-	ID:NP_510872.1,	-	-	ID:NP_510875.1,	-	-	-	-	ID:NP_510879.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510873.1,	-	-	ID:NP_510876.1,	ID:NP_510877.1,	ID:NP_510878.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-virus-CPAR39_taxid_1986029.gbk	-	-	ID:NP_063895.1,	-	-	ID:NP_063897.1,	-	-	-	-	ID:NP_063900.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_063898.1,	ID:NP_063899.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-virus-Chp1_taxid_2003327.gbk	-	-	ID:NP_044312.1,	-	-	ID:NP_044318.1,	-	-	-	-	ID:NP_044320.1,ID:NP_044321.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044313.1,	ID:NP_044314.1,ID:NP_044315.1,ID:NP_044316.1,	ID:NP_044317.1,	ID:NP_044319.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Enterobacteria-phage-ID18-sensu-lato_taxid_489829.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512788.1,ID:YP_512789.1,	ID:YP_512790.1,	ID:YP_512791.1,	ID:YP_512792.1,	ID:YP_512793.1,	ID:YP_512794.1,	ID:YP_512796.1,	ID:YP_512797.1,	ID:YP_512798.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-EC6098_taxid_2720215.gbk	-	-	ID:YP_009859311.1,	-	-	ID:YP_009859310.1,	-	-	-	-	ID:YP_009859308.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859309.1,	ID:YP_009859312.1,	ID:YP_009859313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-G4_taxid_10843.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009497836.1,ID:YP_009497837.1,	ID:YP_009497838.1,	ID:YP_009497839.1,	ID:YP_009497840.1,	ID:YP_009497841.1,	ID:YP_009497842.1,	ID:YP_009497844.1,	ID:YP_009497845.1,	ID:YP_009497846.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID2-Moscow-ID-2001_taxid_511969.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512368.1,ID:YP_512369.1,	ID:YP_512370.1,	ID:YP_512371.1,	ID:YP_512372.1,	ID:YP_512373.1,	ID:YP_512374.1,	ID:YP_512376.1,	ID:YP_512377.1,	ID:YP_512378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID52_taxid_338108.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512449.1,ID:YP_512450.1,	ID:YP_512451.1,	ID:YP_512452.1,	ID:YP_512453.1,	ID:YP_512454.1,	ID:YP_512455.1,	ID:YP_512457.1,	ID:YP_512458.1,	ID:YP_512459.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-virus-phiX174_taxid_10847.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040703.1,ID:NP_040704.1,	ID:NP_040705.1,	ID:NP_040706.1,	ID:NP_040707.1,	ID:NP_040708.1,	ID:NP_040709.1,	ID:NP_040711.1,	ID:NP_040712.1,	ID:NP_040713.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog1183-53_taxid_1655646.gbk	-	-	-	-	-	ID:YP_009160335.1,	-	-	-	-	ID:YP_009160333.1,	ID:YP_009160331.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog5712-52_taxid_1655649.gbk	-	-	ID:YP_009160347.1,	-	-	ID:YP_009160349.1,	-	-	-	-	ID:YP_009160351.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160348.1,	ID:YP_009160350.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog8989-22_taxid_1655650.gbk	-	-	ID:YP_009160353.1,	-	-	ID:YP_009160355.1,	-	-	-	-	ID:YP_009160357.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160356.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Fen672-31_taxid_1655656.gbk	-	-	ID:YP_009160379.1,	-	-	ID:YP_009160381.1,	-	-	-	-	ID:YP_009160383.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160382.1,	ID:YP_009160385.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Fen7875-21_taxid_1655659.gbk	-	-	ID:YP_009160396.1,	-	-	ID:YP_009160398.1,	-	-	-	-	ID:YP_009160400.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160399.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Lynx-canadensis-associated-microvirus-CLP-9413_taxid_2219141.gbk	-	-	ID:YP_009551378.1,	-	-	-	-	-	-	-	ID:YP_009551376.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Marine-gokushovirus_taxid_1385658.gbk	-	-	ID:YP_008798242.1,	-	-	ID:YP_008798244.1,	-	-	ID:YP_008798245.1,	-	ID:YP_008798246.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_008798243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog1249-12_taxid_1655647.gbk	-	-	ID:YP_009160336.1,	-	-	-	-	-	-	-	ID:YP_009160340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160338.1,	ID:YP_009160341.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog5275-51_taxid_1655648.gbk	-	-	ID:YP_009160342.1,	-	-	-	-	-	-	-	ID:YP_009160343.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Bog9017-22_taxid_1655651.gbk	-	-	ID:YP_009160359.1,	-	-	-	-	-	-	-	ID:YP_009160360.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen2266-11_taxid_1655652.gbk	-	-	ID:YP_009160363.1,	-	-	-	-	-	-	-	ID:YP_009160364.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160366.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen418-41_taxid_1655653.gbk	-	-	ID:YP_009160368.1,	-	-	-	-	-	-	-	ID:YP_009160369.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen4707-41_taxid_1655654.gbk	-	-	ID:YP_009160373.1,	-	-	-	-	-	-	-	ID:YP_009160377.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160376.1,	ID:YP_009160378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen685-11_taxid_1655657.gbk	-	-	ID:YP_009160386.1,	-	-	-	-	-	-	-	ID:YP_009160387.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160388.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7786-21_taxid_1655658.gbk	-	-	ID:YP_009160391.1,	-	-	-	-	-	-	-	ID:YP_009160392.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7895-21_taxid_1655660.gbk	-	-	ID:YP_009160402.1,	-	-	-	-	-	-	-	ID:YP_009160403.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160404.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7918-21_taxid_1655661.gbk	-	-	ID:YP_009160407.1,	-	-	-	-	-	-	-	ID:YP_009160408.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160411.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-Fen7940-21_taxid_1655662.gbk	-	-	ID:YP_009160412.1,	-	-	-	-	-	-	-	ID:YP_009160416.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160413.1,	ID:YP_009160414.1,	ID:YP_009160415.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-IME-16_taxid_1544364.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009113037.1,	ID:YP_009113038.1,	ID:YP_009113039.1,	ID:YP_009113040.1,	ID:YP_009113041.1,	ID:YP_009113042.1,	ID:YP_009113043.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Microviridae-phi-CA82_taxid_913970.gbk	-	-	ID:YP_004732986.1,	-	-	-	-	-	-	-	ID:YP_004732988.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004732985.1,	ID:YP_004732989.1,	ID:YP_004732990.1,	ID:YP_004732991.1,	ID:YP_004732992.1,	ID:YP_004732993.1,	ID:YP_004732994.1,	-	-	-	-	-	-	-	-	-
Parabacteroides-phage-YZ-2015a_taxid_1655644.gbk	-	-	ID:YP_009218533.1,	-	-	-	-	-	-	-	ID:YP_009218538.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009218535.1,	ID:YP_009218536.1,	-	-	-	-	-	-	-
Parabacteroides-phage-YZ-2015b_taxid_1655645.gbk	-	-	ID:YP_009218802.1,	-	-	-	-	-	-	-	ID:YP_009218805.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Spiroplasma-virus-SpV4_taxid_10855.gbk	-	-	ID:NP_598320.1,	-	-	-	-	-	-	-	ID:NP_598335.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_598336.1,	ID:NP_598337.1,	ID:NP_598338.1,	ID:NP_598339.1,	ID:NP_598340.1,	ID:NP_598341.1,	ID:NP_598342.1,
