1_BV1,108_av2,119_V2,1197_REn,120_V1,1307_hypothetical_protein,1312_V3_protein,1313_V2_protein,1329_1R2b,133_movement_protein,1331_AL5,1336_capsid,1337_putative_movement_pr..,1338_putative_replication..,1339_Rep,134_capsid_protein,135_replication_associat..,136_RepA,1375_V2,1445_hypothetical_protein,1683_AC5,169_orf6,171_orf7,19_AC4,194_V3,195_V2,197_C2,2_BC1,2062_BV1,2123_truncated_V2,2140_AC4,2214_hypothetical_protein,2241_C3,2354_V3,2355_V2,2361_hypothetical_protein,2367_AL2,242_AV3,267_movement_protein,285_hypothetical_protein,286_hypothetical_protein,2867_ORF_V2,2969_BV2,3030_V2,322_AC5,33_AV2,385_AC1,4_AC3,485_AC1,5_AC2,547_C5,575_AC5,676_AC4,7_AC4,729_movement_protein,776_V2,848_V2_protein,850_V3_protein,853_C3_protein,858_AV3_protein,87_V4,88_V2,89_V3,911_C4,923_C2,93_C3,939_C2
-1003.35986328125,-446.9500427246094,-393.5307922363281,-517.35992431640625,-973.93292236328125,-536.44525146484375,-429.3599548339844,-585.35986328125,-287.4626159667969,-324.9881286621094,193.6649932861328,-1335.1884765625,-336.44537353515625,-335.70166015625,-1192.47509765625,-971.9329833984375,-1357.0174560546875,-1026.6463623046875,-344.2444152832031,-308.44189453125,-380.07354736328125,-429.9672546386719,-396.07354736328125,-310.0735778808594,-342.98809814453125,-410.073486328125,-550.44525146484375,-1058.3046875,-1028.103759765625,-201.72564697265625,-315.66009521484375,-736.2745361328125,-500.81719970703125,-365.9026794433594,-463.5307922363281,-217.899169921875,-596.27423095703125,-501.3599548339844,-432.8171691894531,-442.9880676269531,-554.03179931640625,-386.0735168457031,-436.9880676269531,-499.3598937988281,-281.6451110839844,-444.81719970703125,-1405.9326171875,-465.9026794433594,-708.817138671875,-512.20623779296875,-632.2744140625,-376.9880676269531,-370.0735168457031,-451.3146667480469,-385.3599548339844,-305.7016906738281,-682.16455078125,-492.4453125,-598.6463623046875,-398.1647033691406,-331.29180908203125,-233.02259826660156,-526.98797607421875,-226.8517608642578,-526.9881591796875,-472.8172302246094,-579.42449951171875
-1396.152587890625,-1279.598388671875,-1344.0887451171875,-1322.097900390625,-1393.4571533203125,-1338.31396484375,-1307.048095703125,-1340.02783203125,-1311.825439453125,-1276.267578125,-1335.1884765625,1471.857421875,-1282.308837890625,-1286.051513671875,-1539.2568359375,-1367.322998046875,-1646.79541015625,-1483.374755859375,-1319.0452880859375,-1313.9765625,-1353.477294921875,-1292.858154296875,-1298.548828125,-1331.54345703125,-1310.879150390625,-1312.502197265625,-1327.5966796875,-1493.1630859375,-1445.554443359375,-1335.470458984375,-1296.154541015625,-1345.753662109375,-1285.1461181640625,-1298.3544921875,-1344.28466796875,-1321.6092529296875,-1321.595947265625,-1308.2685546875,-1267.2265625,-1311.051513671875,-1349.376220703125,-1328.657470703125,-1283.4237060546875,-1276.667724609375,-1320.6956787109375,-1319.09326171875,-1622.1650390625,-1314.486328125,-1342.903076171875,-1298.2491455078125,-1323.750244140625,-1334.5894775390625,-1343.3677978515625,-1278.4892578125,-1324.8330078125,-1320.7158203125,-1378.855224609375,-1317.351806640625,-1350.42236328125,-1325.42041015625,-1309.5926513671875,-1328.5400390625,-1308.31396484375,-1286.953125,-1315.6002197265625,-1344.633544921875,-1311.1142578125
-994.67803955078125,-517.77154541015625,-464.8150329589844,-516.1434326171875,-958.10894775390625,-581.1871337890625,-475.7552185058594,-589.69189453125,-377.97833251953125,-401.2744140625,-336.44537353515625,-1282.308837890625,369.49859619140625,-388.9346618652344,-1182.852294921875,-976.24127197265625,-1368.613037109375,-1043.6573486328125,-436.6888732910156,-428.11419677734375,-426.57635498046875,-520.921630859375,-436.60028076171875,-365.2714538574219,-393.96551513671875,-484.54974365234375,-608.55328369140625,-1028.1392822265625,-1019.1561889648438,-339.4405212402344,-398.9680480957031,-760.45013427734375,-479.5780334472656,-439.1607360839844,-535.83612060546875,-380.4639892578125,-572.47723388671875,-537.70697021484375,-462.2306823730469,-473.5555725097656,-561.99560546875,-455.9794921875,-466.8570251464844,-530.85693359375,-431.2483825683594,-495.0959777832031,-1364.138427734375,-535.6617431640625,-744.3441162109375,-574.1016845703125,-652.04278564453125,-401.6202697753906,-454.0301208496094,-467.9327392578125,-438.3813171386719,-389.57147216796875,-634.84539794921875,-544.61785888671875,-619.0579833984375,-489.19537353515625,-404.7056884765625,-387.3944396972656,-576.9896240234375,-363.5177917480469,-582.9482421875,-507.29345703125,-580.21136474609375
-1006.8265991210938,-514.09478759765625,-427.5520324707031,-601.248046875,-998.90625,-537.62017822265625,-437.67083740234375,-608.97088623046875,-386.5518798828125,-415.85333251953125,-335.70166015625,-1286.051513671875,-388.9346618652344,323.8302001953125,-1179.3082275390625,-988.66705322265625,-1361.679443359375,-1066.193115234375,-419.2528381347656,-390.4595031738281,-424.0948181152344,-485.3395690917969,-412.1984558105469,-372.0912170410156,-388.2505798339844,-437.07391357421875,-585.6846923828125,-1016.3560791015625,-975.4794921875,-324.3550720214844,-350.328857421875,-765.82122802734375,-471.9273376464844,-387.6202392578125,-522.29217529296875,-337.6821594238281,-574.083251953125,-500.3639221191406,-438.3866882324219,-448.3603515625,-617.53338623046875,-412.94000244140625,-434.25408935546875,-534.87652587890625,-408.0797424316406,-472.4932556152344,-1381.570068359375,-471.8406982421875,-771.6199951171875,-526.19305419921875,-655.77593994140625,-423.2031555175781,-373.8406982421875,-472.8514404296875,-408.16302490234375,-358.41790771484375,-709.684326171875,-523.64324951171875,-631.44921875,-441.10052490234375,-382.87646484375,-341.76629638671875,-579.24822998046875,-321.37677001953125,-518.45159912109375,-485.6202392578125,-606.53466796875
-1348.8427734375,-1208.656982421875,-1184.631591796875,-1237.352783203125,-1316.2916259765625,-1239.8092041015625,-1189.762451171875,-1236.26318359375,-1180.6064453125,-1205.217041015625,-1192.47509765625,-1539.2568359375,-1182.852294921875,-1179.3082275390625,1342.74609375,-1342.6634521484375,-1200.8388671875,-1159.97607421875,-1209.58837890625,-1209.103515625,-1191.307373046875,-1216.6571044921875,-1200.851806640625,-1187.611572265625,-1204.412109375,-1183.310791015625,-1178.3309326171875,-1366.864501953125,-1426.1092529296875,-1226.555419921875,-1222.6324462890625,-1264.2451171875,-1236.13330078125,-1204.157470703125,-1186.15576171875,-1182.69482421875,-1229.7015380859375,-1249.631103515625,-1183.1959228515625,-1207.419921875,-1249.919677734375,-1198.115234375,-1193.83349609375,-1228.57275390625,-1227.9827880859375,-1205.0283203125,-1564.0703125,-1217.8984375,-1237.904296875,-1244.484619140625,-1269.3333740234375,-1181.3341064453125,-1221.19677734375,-1216.220703125,-1205.2427978515625,-1188.546142578125,-1251.1810302734375,-1193.309326171875,-1259.204833984375,-1177.59130859375,-1199.45947265625,-1187.45458984375,-1200.0750732421875,-1218.0386962890625,-1208.723388671875,-1240.701904296875,-1242.98486328125
-1177.3704833984375,-1039.0670166015625,-1007.3455810546875,-1038.587646484375,-1105.167236328125,-979.400146484375,-1030.84765625,-1036.917724609375,-962.2354736328125,-1007.1110229492188,-971.9329833984375,-1367.322998046875,-976.24127197265625,-988.66705322265625,-1342.6634521484375,1106.0419921875,-1523.6373291015625,-1281.730224609375,-615.75592041015625,-1006.3905029296875,-992.93524169921875,-992.759521484375,-1000.044189453125,-1015.3423461914062,-993.32666015625,-1013.0452880859375,-1016.5236206054688,-1243.787109375,-1183.2227783203125,-1005.9036865234375,-983.71807861328125,-1087.8255615234375,-1006.3754272460938,-987.67926025390625,-1007.240966796875,-1005.4086303710938,-1039.02685546875,-1020.7175903320312,-1043.3294677734375,-1028.783447265625,-1056.155029296875,-1025.4368896484375,-999.26080322265625,-995.08587646484375,-1001.2391967773438,-1049.91357421875,-1555.1551513671875,-1007.765625,-1089.7279052734375,-996.5233154296875,-1037.4404296875,-1007.3041381835938,-1020.411865234375,-995.54510498046875,-999.04180908203125,-970.71697998046875,-1113.26611328125,-998.43695068359375,-1048.6962890625,-1007.59130859375,-1022.8488159179688,-992.33935546875,-1040.13232421875,-990.75225830078125,-1025.3929443359375,-1012.8732299804688,-1019.9199829101562
-1449.2396240234375,-1338.857421875,-1355.917724609375,-961.0478515625,-1506.74609375,-1395.8360595703125,-1357.248779296875,-1415.245849609375,-1354.8719482421875,-1369.592041015625,-1357.0174560546875,-1646.79541015625,-1368.613037109375,-1361.679443359375,-1200.8388671875,-1523.6373291015625,1540.716796875,-1261.792236328125,-1397.3533935546875,-1346.048095703125,-1352.05078125,-1365.7720947265625,-1383.7662353515625,-1348.35546875,-1365.155517578125,-1367.852783203125,-1170.1026611328125,-1505.886962890625,-1489.8203125,-1389.470703125,-1201.748779296875,-1394.4461669921875,-1377.6607666015625,-1387.6370849609375,-1343.642578125,-1384.5235595703125,-1372.4716796875,-1406.0328369140625,-1386.243408203125,-1355.5941162109375,-1376.7537841796875,-1384.69580078125,-1408.375244140625,-1338.796630859375,-1383.742431640625,-1387.832275390625,-1295.388427734375,-1387.40087890625,-625.56072998046875,-1325.66162109375,-1406.554931640625,-1354.248046875,-1363.568603515625,-1322.489013671875,-1353.272705078125,-1383.63134765625,-1348.368408203125,-1390.553955078125,-1359.4052734375,-1372.1337890625,-1379.65966796875,-1404.71044921875,-1356.21142578125,-1370.953125,-1371.6614990234375,-1370.3603515625,-1381.424072265625
-1251.154541015625,-1046.4827880859375,-1049.068359375,-1074.398193359375,-1283.9093017578125,-1099.1534423828125,-1063.9332275390625,-1075.9373779296875,-1043.692626953125,-1022.0668334960938,-1026.6463623046875,-1483.374755859375,-1043.6573486328125,-1066.193115234375,-1159.97607421875,-1281.730224609375,-1261.792236328125,1161.990234375,-1067.6912841796875,-1047.8475341796875,-1065.524169921875,-1057.8719482421875,-1030.415771484375,-1065.7144775390625,-1003.8319091796875,-1059.242431640625,-1096.218994140625,-1276.0179443359375,-1286.983154296875,-1041.26904296875,-1023.0049438476562,-1136.04931640625,-1022.0303344726562,-1057.265869140625,-1029.9166259765625,-1035.23779296875,-1011.8353881835938,-1049.461181640625,-1032.61572265625,-1057.9368896484375,-1106.803955078125,-1025.409423828125,-1040.17529296875,-1032.7440185546875,-1041.5009765625,-1022.6124877929688,-1475.216796875,-1077.3289794921875,-1128.7021484375,-1018.5125122070312,-1096.05126953125,-1057.67578125,-1065.3681640625,-1056.483154296875,-1016.699951171875,-1032.174072265625,-1115.242431640625,-1067.723388671875,-1041.0955810546875,-1042.304443359375,-1031.459716796875,-1052.7108154296875,-1044.5233154296875,-1042.209716796875,-1036.151123046875,-1065.958251953125,-1096.0701904296875
-958.02587890625,-462.5799255371094,-458.5542297363281,-503.1226501464844,-991.99920654296875,-571.665283203125,-473.7498474121094,-599.1075439453125,-369.5028991699219,-406.203857421875,-344.2444152832031,-1319.0452880859375,-436.6888732910156,-419.2528381347656,-1209.58837890625,-615.75592041015625,-1397.3533935546875,-1067.6912841796875,359.52215576171875,-415.7689514160156,-434.6640930175781,-480.4931945800781,-381.27978515625,-416.56927490234375,-417.6998596191406,-428.139892578125,-564.469970703125,-1077.8653564453125,-1032.780517578125,-352.89776611328125,-394.7989196777344,-796.77685546875,-564.82037353515625,-473.05084228515625,-514.59930419921875,-374.46392822265625,-634.75048828125,-550.921630859375,-493.7552185058594,-495.552001953125,-576.94805908203125,-446.20379638671875,-463.8362121582031,-516.9066162109375,-458.07171630859375,-514.921630859375,-1433.998291015625,-526.00701904296875,-757.69195556640625,-577.29327392578125,-649.1220703125,-424.4480285644531,-472.504638671875,-537.04461669921875,-456.5728454589844,-368.9871520996094,-696.841796875,-516.33734130859375,-664.16632080078125,-473.52899169921875,-464.6524658203125,-348.1380920410156,-554.64447021484375,-337.1470642089844,-574.37884521484375,-528.20440673828125,-614.6444091796875
-1011.304931640625,-525.096923828125,-429.0740051269531,-521.27490234375,-1019.475830078125,-570.66009521484375,-404.903076171875,-592.7967529296875,-376.17529296875,-366.7935791015625,-308.44189453125,-1313.9765625,-428.11419677734375,-390.4595031738281,-1209.103515625,-1006.3905029296875,-1346.048095703125,-1047.8475341796875,-415.7689514160156,311.37518310546875,-435.6166687011719,-484.1593322753906,-427.85211181640625,-391.19964599609375,-407.1481628417969,-458.48602294921875,-553.27490234375,-1074.9329833984375,-1051.475341796875,-304.6392822265625,-357.16162109375,-777.7757568359375,-509.8822326660156,-398.64544677734375,-513.16156005859375,-335.9568786621094,-618.8614501953125,-559.07391357421875,-461.40472412109375,-350.28082275390625,-552.1212158203125,-427.0323486328125,-472.964111328125,-538.99072265625,-442.1593933105469,-517.83709716796875,-1387.6767578125,-471.4457702636719,-697.19512939453125,-534.36029052734375,-646.732177734375,-404.159423828125,-406.7020568847656,-507.2635803222656,-413.073974609375,-352.9189758300781,-685.64654541015625,-551.2447509765625,-657.57861328125,-474.5583801269531,-372.25054931640625,-319.2236022949219,-551.4456787109375,-320.4311218261719,-552.12127685546875,-543.37762451171875,-618.732177734375
-983.3988037109375,-524.4656982421875,-476.6410217285156,-561.6190185546875,-968.45745849609375,-559.20916748046875,-462.9898681640625,-625.8199462890625,-433.3554382324219,-408.0982971191406,-380.07354736328125,-1353.477294921875,-426.57635498046875,-424.0948181152344,-1191.307373046875,-992.93524169921875,-1352.05078125,-1065.524169921875,-434.6640930175781,-435.6166687011719,417.4561462402344,-519.94244384765625,-487.1341247558594,-395.64324951171875,-440.13995361328125,-478.55340576171875,-593.5093994140625,-1061.4776611328125,-1026.935546875,-399.8123779296875,-386.59942626953125,-749.8463134765625,-518.73126220703125,-457.9044189453125,-461.9991149902344,-384.4905090332031,-618.3629150390625,-534.01422119140625,-489.8131408691406,-493.2288513183594,-621.2471923828125,-457.9425048828125,-493.70697021484375,-534.16192626953125,-461.4413757324219,-529.6654052734375,-1410.964599609375,-531.81317138671875,-750.49554443359375,-584.161865234375,-674.9517822265625,-457.119140625,-479.9158935546875,-541.12255859375,-451.8362121582031,-419.83355712890625,-642.324951171875,-522.6630859375,-674.60284423828125,-445.5592041015625,-434.2462158203125,-383.42449951171875,-580.1617431640625,-384.0088806152344,-581.9228515625,-511.1412658691406,-664.2496337890625
