"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"41","46_hypothetical_protein",1,1,"PF12472_","46_hypothetical_protein.faa","46_hypothetical_protein.fna","1027253",11.1111111111111
"42","47_II",1,1,"","47_II.faa","47_II.fna","1968339",11.1111111111111
"43","48_V",1,1,"","48_V.faa","48_V.fna","1968339",11.1111111111111
"44","49_VII",1,1,"","49_VII.faa","49_VII.fna","1968339",11.1111111111111
"45","50_IX",1,1,"","50_IX.faa","50_IX.fna","1968339",11.1111111111111
"46","51_VIII",1,1,"","51_VIII.faa","51_VIII.fna","1968339",11.1111111111111
"47","52_III",1,1,"PF18884_PF18884_","52_III.faa","52_III.fna","1968339",11.1111111111111
"48","53_VI",1,1,"","53_VI.faa","53_VI.fna","1968339",11.1111111111111
"49","55_protein_A",3,3,"","55_protein_A.faa","55_protein_A.fna","1449896_1449897_1074044",33.3333333333333
"50","56_protein_B",1,1,"","56_protein_B.faa","56_protein_B.fna","1449896",11.1111111111111
"51","57_protein_C",2,2,"","57_protein_C.faa","57_protein_C.fna","1449896_1074044",22.2222222222222
"52","58_protein_D",3,3,"","58_protein_D.faa","58_protein_D.fna","1449896_1449897_1074044",33.3333333333333
"53","59_protein_E",3,3,"","59_protein_E.faa","59_protein_E.fna","1449896_1449897_1074044",33.3333333333333
"54","60_protein_F",3,3,"","60_protein_F.faa","60_protein_F.fna","1449896_1449897_1074044",33.3333333333333
"55","61_protein_G",3,3,"","61_protein_G.faa","61_protein_G.fna","1449896_1449897_1074044",33.3333333333333
"56","62_protein_H",3,3,"PF05707_","62_protein_H.faa","62_protein_H.fna","1449896_1449897_1074044",33.3333333333333
"57","64_protein_B",1,1,"","64_protein_B.faa","64_protein_B.fna","1449897",11.1111111111111
"58","65_protein_C",1,1,"","65_protein_C.faa","65_protein_C.fna","1449897",11.1111111111111
"59","72_protein_B",1,1,"","72_protein_B.faa","72_protein_B.fna","1074044",11.1111111111111
