11_capsid_protein.faa	-	-	ID:NP_049542.1,	ID:YP_680426.1,	ID:NP_043941.1,	ID:NP_044927.1,	ID:YP_009552824.1,	-	-	ID:YP_005097852.1,	-	ID:YP_077183.1,	ID:YP_009508791.1,	-	ID:YP_009229910.1,	ID:YP_009154713.1,	-	ID:YP_003799998.1,	-	-	-	ID:YP_009325418.3,	ID:YP_024971.1,	ID:YP_009508197.1,	ID:YP_009508183.1,	-	ID:YP_009058895.1,	ID:YP_009507352.1,	ID:YP_009507356.1,	ID:YP_007518456.1,	ID:NP_758523.1,	ID:NP_041400.1,	-	-	ID:YP_009507377.1,	-	-	-	ID:YP_009389294.1,	-	-	ID:YP_005090505.1,	-	-	ID:YP_009508783.1,	ID:YP_006272946.1,	ID:NP_043515.1,	-	ID:YP_002586775.1,	ID:YP_002808456.1,	ID:YP_002916062.1,	ID:NP_694865.1,	-	ID:YP_009215303.1,	ID:YP_009551695.1,	ID:YP_009241377.1,	-	ID:YP_009272915.1,	ID:NP_041244.1,	ID:YP_068411.1,	ID:YP_009508787.1,	-	ID:YP_009507391.1,	-	-	ID:YP_009507374.1,	-	ID:YP_009046824.1,	ID:YP_004869643.1,	-	ID:YP_005086950.1,	-	ID:YP_009010976.1,	-	-	ID:NP_757371.1,	ID:YP_338088.1,	ID:YP_009507380.1,	-	ID:YP_009227293.1,	-	ID:YP_009507372.1,	ID:YP_009552697.1,	ID:YP_009553049.1,	-	-	-	-	ID:YP_009507369.1,	ID:YP_009111340.1,	-	ID:YP_009315887.1,	-	-	ID:YP_009259491.1,	ID:YP_009175069.1,	ID:YP_009508803.1,	
14_Rep_40_protein.faa	-	-	-	ID:YP_680424.1,ID:YP_680425.1,	-	-	-	-	-	-	-	-	ID:YP_009508789.1,	ID:YP_009508793.1,	ID:YP_009229908.1,	-	-	ID:YP_003799996.1,	ID:YP_009507358.1,	-	-	-	-	-	ID:YP_009508180.1,ID:YP_009508181.1,	-	-	ID:YP_009507350.1,	ID:YP_009507354.1,	ID:YP_007518454.1,	ID:NP_758521.1,	-	-	ID:YP_009046818.1,	-	-	-	-	ID:YP_009389292.1,	ID:YP_009389289.1,	-	-	-	ID:YP_008802580.1,	ID:YP_009508781.1,	ID:YP_006272944.1,	-	-	ID:YP_002586773.1,	ID:YP_002808454.1,	ID:YP_002916059.1,ID:YP_002916060.1,	-	-	ID:YP_009215301.1,	ID:YP_009551693.1,	-	ID:YP_009508798.1,	ID:YP_009272913.1,	-	-	ID:YP_009508785.1,	-	-	-	-	-	-	ID:YP_009046822.1,	ID:YP_004869641.1,	ID:YP_004869645.1,	ID:YP_005086948.1,	ID:YP_009507362.1,	ID:YP_009010974.1,	-	-	-	ID:YP_338086.1,	-	-	ID:YP_009227290.1,ID:YP_009227291.1,	-	-	ID:YP_009552695.1,	ID:YP_009553047.1,	ID:YP_009553050.1,	-	-	-	-	-	-	-	-	ID:YP_009507346.1,	ID:YP_009259490.1,	-	-	
17_major_coat_protein_V...faa	-	-	-	ID:YP_680427.1,ID:YP_680428.1,	-	-	-	ID:NP_042875.1,	ID:YP_009315909.1,	-	-	-	ID:YP_009508792.1,	-	ID:YP_009229911.1,	-	-	ID:YP_003799999.1,	ID:YP_009507360.1,ID:YP_009507361.1,	-	-	-	-	ID:YP_009508198.1,	ID:YP_009508184.1,	ID:YP_009465714.1,	ID:YP_009058897.1,	ID:YP_009507353.1,	ID:YP_009507357.1,	ID:YP_007518457.1,	ID:NP_758524.1,	-	-	-	ID:YP_009507378.1,	-	-	-	ID:YP_009389295.1,	ID:YP_009389291.1,	-	ID:YP_005090507.1,	-	-	ID:YP_009508784.1,	ID:YP_006272947.1,	ID:NP_043516.1,ID:NP_043517.1,	-	ID:YP_002586776.1,	ID:YP_002808457.1,	ID:YP_002916063.1,	ID:NP_694867.1,	-	-	-	ID:YP_009241378.1,	-	ID:YP_009272916.1,	ID:NP_041248.1,	ID:YP_068412.1,ID:YP_068413.1,	ID:YP_009508788.1,	-	ID:YP_009507392.1,	-	-	-	-	-	ID:YP_004869644.1,	-	-	ID:YP_009507364.1,ID:YP_009507365.1,	ID:YP_009010977.1,	-	-	ID:NP_757372.1,	ID:YP_338089.1,	ID:YP_009507382.1,	ID:YP_009110762.1,ID:YP_009110763.1,	ID:YP_009227294.1,	-	-	-	-	-	-	-	-	ID:YP_009507370.1,	-	-	-	-	-	-	ID:YP_009175070.1,	-	
18_assembly_activating_...faa	-	-	-	ID:YP_004030758.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009154714.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
20_X_gene.faa	-	-	-	ID:YP_009110690.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
27_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:NP_042872.1,	ID:YP_009315908.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009110759.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
28_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:NP_042873.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
29_hypothetical_protein.faa	-	-	-	-	-	-	-	ID:NP_042874.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
36_Cap.faa	-	-	-	-	-	-	-	-	-	-	ID:NP_852781.1,	-	-	ID:YP_009508795.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009552776.1,	ID:YP_008802582.1,	-	-	-	-	-	-	-	-	ID:YP_238483.1,	-	-	-	ID:YP_009508800.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004869647.1,	-	-	-	ID:YP_009507386.1,	ID:YP_008439208.1,	-	-	-	-	-	-	-	-	-	ID:YP_009553052.1,	-	ID:YP_009116877.1,	-	-	-	-	-	-	-	-	-	-	
40_NP1.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508790.1,	ID:YP_009508794.1,	ID:YP_009229909.1,	-	-	ID:YP_003799997.1,	ID:YP_009507359.1,	-	-	-	-	-	ID:YP_009508182.1,	-	-	ID:YP_009507351.1,	ID:YP_009507355.1,	ID:YP_007518455.1,	ID:NP_758522.1,	-	-	-	-	-	-	-	ID:YP_009389293.1,	ID:YP_009389290.1,	-	-	-	ID:YP_008802581.1,	ID:YP_009508782.1,	ID:YP_006272945.1,	-	-	ID:YP_002586774.1,	ID:YP_002808455.1,	ID:YP_002916061.1,	-	-	ID:YP_009215302.1,	ID:YP_009551694.1,	-	ID:YP_009508799.1,	ID:YP_009272914.1,	-	-	ID:YP_009508786.1,	-	-	-	-	-	-	ID:YP_009046823.1,	ID:YP_004869642.1,	ID:YP_004869646.1,	ID:YP_005086949.1,	ID:YP_009507363.1,	ID:YP_009010975.1,	-	-	-	ID:YP_338087.1,	-	-	ID:YP_009227292.1,	-	-	ID:YP_009552696.1,	ID:YP_009553048.1,	ID:YP_009553051.1,	-	-	-	-	-	-	-	-	-	-	-	-	
46_VP2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508796.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046820.1,ID:YP_009046821.1,	-	-	-	-	-	-	-	-	-	ID:YP_008802583.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508801.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009046825.1,	-	ID:YP_004869648.1,	ID:YP_005086951.1,	-	-	ID:YP_009507387.1,	ID:YP_008439209.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046828.1,ID:YP_009046829.1,	ID:YP_009507348.1,ID:YP_009507349.1,	-	-	-	
54_non-structural_prote...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_874383.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009310052.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
56_non-structural_prote...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_874382.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009310054.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
69_NS2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542610.1,	ID:NP_694835.1,	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694839.1,	-	-	ID:YP_009021037.1,	ID:YP_164340.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_006589929.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_006576513.1,	-	-	-	-	-	-	-	-	-	
70_capsid_protein_VP.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_542611.1,	ID:NP_694837.1,	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694840.1,	-	-	-	ID:YP_164341.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_004678721.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_006589930.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_006576514.1,	-	-	-	-	-	-	-	-	-	
73_orf4.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694836.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
89_NS1.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009058894.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009241376.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507379.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508802.1,	
91_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009058896.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507381.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_polyprotein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_041399.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_041242.1,ID:NP_041243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_757369.1,	-	-	-	-	ID:YP_009507384.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
111_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_041401.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
116_NP1.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046819.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046827.1,	ID:YP_009507347.1,	-	-	-	
120_NS2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507376.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_cap.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021038.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
129_putative_nonstructur...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009256210.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
131_putative_structural_...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009256212.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_putative_structural_...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009256213.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
141_putative_non-structu...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009362130.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
146_MARF.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_005090506.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
166_NS2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_004678719.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
