18_minor_capsid_protein.faa	-	-	ID:YP_009551375.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
19_replication_initiati...faa	ID:YP_009551426.1,	ID:YP_009551405.1,	ID:YP_009551370.1,	ID:YP_009551479.1,	ID:YP_009551475.1,	ID:NP_073537.1,	-	-	ID:YP_009259725.1,	ID:YP_009259740.1,	ID:YP_009259686.1,	ID:NP_054653.1,	ID:YP_338244.1,	ID:NP_510879.1,	ID:NP_063900.1,	ID:NP_044320.1,ID:NP_044321.1,	-	-	-	ID:YP_009859308.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160333.1,	ID:YP_009160351.1,	ID:YP_009160357.1,	ID:YP_009160383.1,	ID:YP_009160400.1,	ID:YP_009551376.1,	ID:YP_008798246.1,	ID:YP_009160340.1,	ID:YP_009160343.1,	ID:YP_009160360.1,	ID:YP_009160364.1,	ID:YP_009160369.1,	ID:YP_009160377.1,	ID:YP_009160387.1,	ID:YP_009160392.1,	ID:YP_009160403.1,	ID:YP_009160408.1,	ID:YP_009160416.1,	-	ID:YP_004732988.1,	ID:YP_009218538.1,	ID:YP_009218805.1,	ID:NP_598335.1,	
20_major_capsid_protein.faa	-	-	-	ID:YP_009551480.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160331.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
21_hypothetical_protein.faa	-	-	-	ID:YP_009551481.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
22_minor_capsid_protein.faa	-	-	-	ID:YP_009551482.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
26_minor_capsid_protein.faa	-	-	-	-	ID:YP_009551478.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
29_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073539.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
30_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073540.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
31_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073541.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
33_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073543.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
36_putative_DNA_binding...faa	-	-	-	-	-	ID:NP_073546.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
37_hypothetical_protein.faa	-	-	-	-	-	ID:NP_073547.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
38_hypothetical_protein.faa	-	-	-	-	-	-	ID:YP_008241483.1,	ID:YP_008242201.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
39_replication_initiati...faa	-	-	-	-	-	-	ID:YP_008241484.1,	ID:YP_008242202.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
40_hypothetical_protein.faa	-	-	-	-	-	-	ID:YP_008241485.1,	ID:YP_008242203.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
41_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241486.1,	ID:YP_008242204.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
42_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241487.1,	ID:YP_008242205.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
43_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241488.1,	ID:YP_008242206.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
44_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241489.1,	ID:YP_008242207.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
45_mannosyl-glycoprotei...faa	-	-	-	-	-	-	ID:YP_008241490.1,	ID:YP_008242208.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
46_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241491.1,	ID:YP_008242209.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
47_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241492.1,	ID:YP_008242210.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
48_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241493.1,	ID:YP_008242211.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
49_hypothetical_protein.faa	-	-	-	-	-	-	ID:YP_008241494.1,	ID:YP_008242212.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
50_structural_protein.faa	-	-	-	-	-	-	ID:YP_008241495.1,	ID:YP_008242213.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
64_minor_CP_2.faa	-	-	-	-	-	-	-	-	ID:YP_009259724.1,	-	ID:YP_009259685.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
72_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	ID:YP_009259744.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
78_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_054648.1,	ID:YP_338239.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
79_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_054649.1,	ID:YP_338240.1,	ID:NP_510873.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
82_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	ID:NP_054652.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
90_ORF8.faa	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_338243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
98_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510876.1,	ID:NP_063898.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
99_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510877.1,	ID:NP_063899.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
100_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510878.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
109_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
110_minor_capsid_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044314.1,ID:NP_044315.1,ID:NP_044316.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
113_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044317.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
115_nonstructural_protei...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044319.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
120_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126953.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
121_putative_replication...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126954.1,	ID:YP_512788.1,ID:YP_512789.1,	ID:YP_512409.1,	-	ID:YP_009497836.1,ID:YP_009497837.1,	ID:YP_512368.1,ID:YP_512369.1,	ID:YP_512379.1,	ID:YP_512389.1,	ID:YP_512449.1,ID:YP_512450.1,	ID:YP_512439.1,	ID:YP_512429.1,	ID:YP_512470.1,	ID:YP_512399.1,	ID:YP_002985204.1,ID:YP_002985205.1,	ID:YP_512419.1,	ID:NP_039590.1,	ID:NP_043942.1,	ID:NP_040703.1,ID:NP_040704.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
122_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126955.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
123_putative_minor_capsi...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126956.1,	ID:YP_512793.1,	ID:YP_512413.1,	-	ID:YP_009497841.1,	ID:YP_512373.1,	ID:YP_512383.1,	ID:YP_512393.1,	ID:YP_512454.1,	ID:YP_512443.1,	ID:YP_512433.1,	ID:YP_512474.1,	ID:YP_512403.1,	ID:YP_002985209.1,	ID:YP_512423.1,	ID:NP_039594.1,	ID:NP_043946.1,	ID:NP_040708.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
124_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126957.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
125_putative_major_capsi...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126958.1,	ID:YP_512796.1,	ID:YP_512416.1,	-	ID:YP_009497844.1,	ID:YP_512376.1,	ID:YP_512386.1,	ID:YP_512396.1,	ID:YP_512457.1,	ID:YP_512446.1,	ID:YP_512436.1,	ID:YP_512477.1,	ID:YP_512406.1,	ID:YP_002985212.1,	ID:YP_512426.1,	ID:NP_039597.1,	ID:NP_043949.1,	ID:NP_040711.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
126_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126959.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
127_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126960.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
128_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126961.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
131_B.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512790.1,	ID:YP_512410.1,	-	ID:YP_009497838.1,	ID:YP_512370.1,	ID:YP_512380.1,	ID:YP_512390.1,	ID:YP_512451.1,	ID:YP_512440.1,	ID:YP_512430.1,	ID:YP_512471.1,	ID:YP_512400.1,	ID:YP_002985206.1,	ID:YP_512420.1,	ID:NP_039591.1,	ID:NP_043943.1,	ID:NP_040705.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
132_K.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512791.1,	-	-	ID:YP_009497839.1,	ID:YP_512371.1,	-	-	ID:YP_512452.1,	-	-	-	-	-	-	-	-	ID:NP_040706.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
133_C.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512792.1,	ID:YP_512412.1,	-	ID:YP_009497840.1,	ID:YP_512372.1,	ID:YP_512382.1,	ID:YP_512392.1,	ID:YP_512453.1,	ID:YP_512442.1,	ID:YP_512432.1,	ID:YP_512473.1,	ID:YP_512402.1,	ID:YP_002985208.1,	ID:YP_512422.1,	ID:NP_039593.1,	ID:NP_043945.1,	ID:NP_040707.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
135_E.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512794.1,	ID:YP_512414.1,	-	ID:YP_009497842.1,	ID:YP_512374.1,	ID:YP_512384.1,	ID:YP_512394.1,	ID:YP_512455.1,	ID:YP_512444.1,	ID:YP_512434.1,	ID:YP_512475.1,	ID:YP_512404.1,	ID:YP_002985210.1,	ID:YP_512424.1,	ID:NP_039595.1,	ID:NP_043947.1,	ID:NP_040709.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
138_G.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512797.1,	ID:YP_512417.1,	-	ID:YP_009497845.1,	ID:YP_512377.1,	ID:YP_512387.1,	ID:YP_512397.1,	ID:YP_512458.1,	ID:YP_512447.1,	ID:YP_512437.1,	ID:YP_512478.1,	ID:YP_512407.1,	ID:YP_002985213.1,	ID:YP_512427.1,	ID:NP_039598.1,	ID:NP_043950.1,	ID:NP_040712.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
139_H.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512798.1,	ID:YP_512418.1,	-	ID:YP_009497846.1,	ID:YP_512378.1,	ID:YP_512388.1,	ID:YP_512398.1,	ID:YP_512459.1,	ID:YP_512448.1,	ID:YP_512438.1,	ID:YP_512479.1,	ID:YP_512408.1,	ID:YP_002985214.1,	ID:YP_512428.1,	ID:NP_039599.1,	ID:NP_043951.1,	ID:NP_040713.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
142_K.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512411.1,	-	-	-	ID:YP_512381.1,	ID:YP_512391.1,	-	ID:YP_512441.1,	ID:YP_512431.1,	ID:YP_512472.1,	ID:YP_512401.1,	ID:YP_002985207.1,	ID:YP_512421.1,	ID:NP_039592.1,	ID:NP_043944.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
151_vp5.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859309.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
154_vp2.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859312.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
155_vp8.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
307_DNA_pilot_protein_VP...faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160348.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
309_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160350.1,	-	-	ID:YP_009160399.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
315_hypothetical_protein.faa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160356.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
