Chimpanzee-faeces-associated-microphage-2_taxid_1676182.gbk	ID:YP_009259741.1,	-	ID:YP_009259742.1,	-	-	-	-	-	-	-	ID:YP_009259740.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259744.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chimpanzee-faeces-associated-microphage-3_taxid_1676183.gbk	-	-	ID:YP_009259688.1,	-	-	ID:YP_009259687.1,	-	-	-	-	ID:YP_009259686.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259685.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-phage-2_taxid_105154.gbk	-	-	ID:NP_054647.1,	-	-	ID:NP_054651.1,	-	-	-	-	ID:NP_054653.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_054648.1,	ID:NP_054649.1,	ID:NP_054652.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-phage-4_taxid_313629.gbk	-	-	ID:YP_338238.1,	-	-	ID:YP_338242.1,	-	-	-	-	ID:YP_338244.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_338239.1,	ID:YP_338240.1,	-	ID:YP_338243.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-phage-CPG1_taxid_90963.gbk	-	-	ID:NP_510872.1,	-	-	ID:NP_510875.1,	-	-	-	-	ID:NP_510879.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_510873.1,	-	-	ID:NP_510876.1,	ID:NP_510877.1,	ID:NP_510878.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-virus-CPAR39_taxid_1986029.gbk	-	-	ID:NP_063895.1,	-	-	ID:NP_063897.1,	-	-	-	-	ID:NP_063900.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_063898.1,	ID:NP_063899.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chlamydia-virus-Chp1_taxid_2003327.gbk	-	-	ID:NP_044312.1,	-	-	ID:NP_044318.1,	-	-	-	-	ID:NP_044320.1,ID:NP_044321.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_044313.1,	ID:NP_044314.1,ID:NP_044315.1,ID:NP_044316.1,	ID:NP_044317.1,	ID:NP_044319.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Eel-River-basin-pequenovirus_taxid_1609634.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009126953.1,	ID:YP_009126954.1,	ID:YP_009126955.1,	ID:YP_009126956.1,	ID:YP_009126957.1,	ID:YP_009126958.1,	ID:YP_009126959.1,	ID:YP_009126960.1,	ID:YP_009126961.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Enterobacteria-phage-ID18-sensu-lato_taxid_489829.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512788.1,ID:YP_512789.1,	-	ID:YP_512793.1,	-	ID:YP_512796.1,	-	-	-	ID:YP_512790.1,	ID:YP_512791.1,	ID:YP_512792.1,	ID:YP_512794.1,	ID:YP_512797.1,	ID:YP_512798.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Enterobacteria-phage-WA13-sensu-lato_taxid_489828.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512409.1,	-	ID:YP_512413.1,	-	ID:YP_512416.1,	-	-	-	ID:YP_512410.1,	-	ID:YP_512412.1,	ID:YP_512414.1,	ID:YP_512417.1,	ID:YP_512418.1,	ID:YP_512411.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-EC6098_taxid_2720215.gbk	-	-	ID:YP_009859311.1,	-	-	ID:YP_009859310.1,	-	-	-	-	ID:YP_009859308.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009859309.1,	ID:YP_009859312.1,	ID:YP_009859313.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-G4_taxid_10843.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009497836.1,ID:YP_009497837.1,	-	ID:YP_009497841.1,	-	ID:YP_009497844.1,	-	-	-	ID:YP_009497838.1,	ID:YP_009497839.1,	ID:YP_009497840.1,	ID:YP_009497842.1,	ID:YP_009497845.1,	ID:YP_009497846.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID2-Moscow-ID-2001_taxid_511969.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512368.1,ID:YP_512369.1,	-	ID:YP_512373.1,	-	ID:YP_512376.1,	-	-	-	ID:YP_512370.1,	ID:YP_512371.1,	ID:YP_512372.1,	ID:YP_512374.1,	ID:YP_512377.1,	ID:YP_512378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID21_taxid_338101.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512379.1,	-	ID:YP_512383.1,	-	ID:YP_512386.1,	-	-	-	ID:YP_512380.1,	-	ID:YP_512382.1,	ID:YP_512384.1,	ID:YP_512387.1,	ID:YP_512388.1,	ID:YP_512381.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID32_taxid_338102.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512389.1,	-	ID:YP_512393.1,	-	ID:YP_512396.1,	-	-	-	ID:YP_512390.1,	-	ID:YP_512392.1,	ID:YP_512394.1,	ID:YP_512397.1,	ID:YP_512398.1,	ID:YP_512391.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID52_taxid_338108.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512449.1,ID:YP_512450.1,	-	ID:YP_512454.1,	-	ID:YP_512457.1,	-	-	-	ID:YP_512451.1,	ID:YP_512452.1,	ID:YP_512453.1,	ID:YP_512455.1,	ID:YP_512458.1,	ID:YP_512459.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-ID62_taxid_338107.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512439.1,	-	ID:YP_512443.1,	-	ID:YP_512446.1,	-	-	-	ID:YP_512440.1,	-	ID:YP_512442.1,	ID:YP_512444.1,	ID:YP_512447.1,	ID:YP_512448.1,	ID:YP_512441.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-NC28_taxid_338106.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512429.1,	-	ID:YP_512433.1,	-	ID:YP_512436.1,	-	-	-	ID:YP_512430.1,	-	ID:YP_512432.1,	ID:YP_512434.1,	ID:YP_512437.1,	ID:YP_512438.1,	ID:YP_512431.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-NC29_taxid_338110.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512470.1,	-	ID:YP_512474.1,	-	ID:YP_512477.1,	-	-	-	ID:YP_512471.1,	-	ID:YP_512473.1,	ID:YP_512475.1,	ID:YP_512478.1,	ID:YP_512479.1,	ID:YP_512472.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-NC35_taxid_338103.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512399.1,	-	ID:YP_512403.1,	-	ID:YP_512406.1,	-	-	-	ID:YP_512400.1,	-	ID:YP_512402.1,	ID:YP_512404.1,	ID:YP_512407.1,	ID:YP_512408.1,	ID:YP_512401.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-St-1_taxid_10845.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002985204.1,ID:YP_002985205.1,	-	ID:YP_002985209.1,	-	ID:YP_002985212.1,	-	-	-	ID:YP_002985206.1,	-	ID:YP_002985208.1,	ID:YP_002985210.1,	ID:YP_002985213.1,	ID:YP_002985214.1,	ID:YP_002985207.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-WA45_taxid_338105.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_512419.1,	-	ID:YP_512423.1,	-	ID:YP_512426.1,	-	-	-	ID:YP_512420.1,	-	ID:YP_512422.1,	ID:YP_512424.1,	ID:YP_512427.1,	ID:YP_512428.1,	ID:YP_512421.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-alpha3_taxid_10849.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_039590.1,	-	ID:NP_039594.1,	-	ID:NP_039597.1,	-	-	-	ID:NP_039591.1,	-	ID:NP_039593.1,	ID:NP_039595.1,	ID:NP_039598.1,	ID:NP_039599.1,	ID:NP_039592.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-phage-phiK_taxid_2507234.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_043942.1,	-	ID:NP_043946.1,	-	ID:NP_043949.1,	-	-	-	ID:NP_043943.1,	-	ID:NP_043945.1,	ID:NP_043947.1,	ID:NP_043950.1,	ID:NP_043951.1,	ID:NP_043944.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Escherichia-virus-phiX174_taxid_10847.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_040703.1,ID:NP_040704.1,	-	ID:NP_040708.1,	-	ID:NP_040711.1,	-	-	-	ID:NP_040705.1,	ID:NP_040706.1,	ID:NP_040707.1,	ID:NP_040709.1,	ID:NP_040712.1,	ID:NP_040713.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog1183-53_taxid_1655646.gbk	-	-	-	-	-	ID:YP_009160335.1,	-	-	-	-	ID:YP_009160333.1,	ID:YP_009160331.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog5712-52_taxid_1655649.gbk	-	-	ID:YP_009160347.1,	-	-	ID:YP_009160349.1,	-	-	-	-	ID:YP_009160351.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160348.1,	ID:YP_009160350.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Bog8989-22_taxid_1655650.gbk	-	-	ID:YP_009160353.1,	-	-	ID:YP_009160355.1,	-	-	-	-	ID:YP_009160357.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160356.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Fen672-31_taxid_1655656.gbk	-	-	ID:YP_009160379.1,	-	-	ID:YP_009160381.1,	-	-	-	-	ID:YP_009160383.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160382.1,	ID:YP_009160385.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Gokushovirinae-Fen7875-21_taxid_1655659.gbk	-	-	ID:YP_009160396.1,	-	-	ID:YP_009160398.1,	-	-	-	-	ID:YP_009160400.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009160399.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
