12,Banana-bunchy-top-alphasatellite-2_taxid_2169722.gbk,ID:YP_009508281.1 |[Banana bunchy top alphasatellite 2]||Banana-bunchy-top-alphasatellite-2_taxid_2169722.gbk|replication initiati..|852|NC_038953(1100):50-901:1 ^GeneID:37619694^ Banana bunchy top alphasatellite 2, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
13,Banana-bunchy-top-alphasatellite-3_taxid_2169723.gbk,ID:YP_009508283.1 |[Banana bunchy top alphasatellite 3]||Banana-bunchy-top-alphasatellite-3_taxid_2169723.gbk|replication initiati..|855|NC_038955(1093):79-933:1 ^GeneID:37785000^ Banana bunchy top alphasatellite 3 isolate Haikou 2, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
14,Bendhi-Yellow-Vein-Mosaic-Mesta-Yellow-Vein-Mosaic-alphasatellite_taxid_713090.gbk,ID:YP_009508885.1 |[Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite]||Bendhi-Yellow-Vein-Mosaic-Mesta-Yellow-Vein-Mosaic-alphasatellite_taxid_713090.gbk|alpha rep|948|NC_039083(1377):79-1026:1 ^GOA:D3HTY1,GeneID:37620423,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:D3HTY1^ Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite, complete sequence, clone 10a1-RCA-aI-F.|neighbours:start(),end()|neighbour_genes:start(),end()|
15,Bhendi-yellow-vein-mosaic-alphasatellite_taxid_759124.gbk,ID:YP_009134750.1 |[Bhendi yellow vein mosaic alphasatellite]||Bhendi-yellow-vein-mosaic-alphasatellite_taxid_759124.gbk|replication protein|462|NC_026947(1370):79-540:1 ^GeneID:24248419^ Bhendi yellow vein mosaic alphasatellite isolate Madurai MKU-2, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
16,Bhendi-yellow-vein-mosaic-virus-associated-alphasatellite_taxid_1225644.gbk,ID:YP_006666513.1 |[Bhendi yellow vein mosaic virus-associated alphasatellite]||Bhendi-yellow-vein-mosaic-virus-associated-alphasatellite_taxid_1225644.gbk|replication protein|888|NC_018574(1316):57-944:1 ^GeneID:13564465^ Bhendi yellow vein mosaic virus-associated alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
17,Bhindi-yellow-vein-alphasatellite_taxid_1841147.gbk,ID:YP_009230209.1 |[Bhindi yellow vein alphasatellite]||Bhindi-yellow-vein-alphasatellite_taxid_1841147.gbk|replication protein|897|NC_029313(1361):57-953:1 ^GeneID:26887619^ Bhindi yellow vein alphasatellite replication protein gene, complete cds.|neighbours:start(),end()|neighbour_genes:start(),end()|
18,Black-medic-leafroll-alphasatellite-1_taxid_1441796.gbk,ID:YP_009021872.1 |[Black medic leafroll alphasatellite 1]||Black-medic-leafroll-alphasatellite-1_taxid_1441796.gbk|para-Rep1|846|NC_023875(1030):73-918:1 ^GeneID:18982914^ Black medic leafroll alphasatellite 1 isolate Lerik-Xalifa_47, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
19,Cardamom-bushy-dwarf-alphasatellite_taxid_2169724.gbk,ID:YP_008854133.1 |[Cardamom bushy dwarf alphasatellite]||Cardamom-bushy-dwarf-alphasatellite_taxid_2169724.gbk|Rep|855|NC_022919(1127):100-954:1 ^GeneID:17729368^ Cardamom bushy dwarf virus satellite clone Fr-X7, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
20,Cassava-mosaic-Madagascar-alphasatellite_taxid_1231298.gbk,ID:YP_006742179.1 |[Cassava mosaic Madagascar alphasatellite]||Cassava-mosaic-Madagascar-alphasatellite_taxid_1231298.gbk|rep|948|NC_018628(1478):70-1017:1 ^GOA:K0P1Q3,GeneID:13672858,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:K0P1Q3^ Cassava mosaic Madagascar alphasatellite rep gene for replication associated protein, segment DNA-1, isolate MG:Diana:635A1:2011.|neighbours:start(),end()|neighbour_genes:start(),end()|
21,Chilli-leaf-curl-India-alphasatellite_taxid_1507725.gbk,ID:YP_009154718.1 |[Chilli leaf curl India alphasatellite]||Chilli-leaf-curl-India-alphasatellite_taxid_1507725.gbk|REP|948|NC_027431(1375):89-1036:1 ^GeneID:24923356^ Chilli leaf curl India alphasatellite clone VIRO 391, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
22,Chilli-leaf-curl-Multan-alphasatellite_taxid_661505.gbk,ID:YP_003104752.1 |[Chilli leaf curl Multan alphasatellite]||Chilli-leaf-curl-Multan-alphasatellite_taxid_661505.gbk|rep|945|NC_013103(1369):74-1018:1 ^GOA:C0M634,GeneID:8303614,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:C0M634^ Chilli leaf curl Multan alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
23,Chilli-leaf-curl-alphasatellite_taxid_1428342.gbk,ID:YP_009513231.1 |[Chilli leaf curl alphasatellite]||Chilli-leaf-curl-alphasatellite_taxid_1428342.gbk|REP|948|NC_039234(1391):74-1021:1 ^GeneID:37627246^ Chilli leaf curl alphasatellite clone VIRO 273, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
24,Cleome-leaf-crumple-alphasatellite_taxid_2169824.gbk,ID:YP_003987456.1 |[Cleome leaf crumple alphasatellite]||Cleome-leaf-crumple-alphasatellite_taxid_2169824.gbk|rep|942|NC_014646(1351):108-1049:1 ^GOA:D7FB18,GeneID:9923539,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:D7FB18^ Cleome leaf crumple virus associated DNA 1, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
25,Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk,ID:YP_009553053.1 |[Coconut foliar decay alphasatellite 3]||Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk|truncated replicatio..|210|NC_040696(619):115-324:1 ^GeneID:41702017^ Coconut foliar decay alphasatellite 3 isolate CFDA3del-[VU-89], complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
26,Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk,ID:YP_009552698.1 |[Coconut foliar decay alphasatellite 3]||Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk|hypothetical protein|258|NC_040624(1252):1-1252:1 ^GeneID:41702016^ |neighbours:start(),ID:YP_009552699.1(1)|neighbour_genes:start(),replication initiato..|
27,Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk,ID:YP_009552699.1 |[Coconut foliar decay alphasatellite 3]||Coconut-foliar-decay-alphasatellite-3_taxid_2161876.gbk|replication initiato..|864|NC_040624(1252):114-977:1 ^GeneID:41702015^ Coconut foliar decay alphasatellite 3 isolate CFDA3-[VU-89], complete sequence.|neighbours:ID:YP_009552698.1(1),end()|neighbour_genes:hypothetical protein,end()|
28,Coconut-foliar-decay-alphasatellite-6_taxid_2161879.gbk,ID:YP_009553054.1 |[Coconut foliar decay alphasatellite 6]||Coconut-foliar-decay-alphasatellite-6_taxid_2161879.gbk|replication initiato..|864|NC_040697(1264):118-981:1 ^GeneID:41702019^ Coconut foliar decay alphasatellite 6 isolate CFDA6-[VU-88], complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
29,Coconut-foliar-decay-alphasatellite-7_taxid_2161880.gbk,ID:YP_009553579.1 |[Coconut foliar decay alphasatellite 7]||Coconut-foliar-decay-alphasatellite-7_taxid_2161880.gbk|replication initiato..|873|NC_040812(1259):22-894:1 ^GeneID:41702021^ Coconut foliar decay alphasatellite 7 isolate CFDA7-[VU-89], complete sequence.|neighbours:start(),ID:YP_009553580.1(-1)|neighbour_genes:start(),hypothetical protein|
30,Coconut-foliar-decay-alphasatellite-7_taxid_2161880.gbk,ID:YP_009553580.1 |[Coconut foliar decay alphasatellite 7]||Coconut-foliar-decay-alphasatellite-7_taxid_2161880.gbk|hypothetical protein|327|NC_040812(1259):149-475:-1 ^GeneID:41702022^ Coconut foliar decay alphasatellite 7 isolate CFDA7-[VU-89], complete sequence.|neighbours:ID:YP_009553579.1(1),end()|neighbour_genes:replication initiato..,end()|
31,Cotton-leaf-curl-Burewala-alphasatellite_taxid_713091.gbk,ID:YP_003433566.1 |[Cotton leaf curl Burewala alphasatellite]||Cotton-leaf-curl-Burewala-alphasatellite_taxid_713091.gbk|alpha rep|948|NC_013803(1366):77-1024:1 ^GOA:D3HTY5,GeneID:8773992,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:D3HTY5^ Cotton leaf curl Burewala alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
32,Cotton-leaf-curl-Gezira-alphasatellite_taxid_679536.gbk,ID:YP_003334471.1 |[Cotton leaf curl Gezira alphasatellite]||Cotton-leaf-curl-Gezira-alphasatellite_taxid_679536.gbk|Rep|948|NC_013593(1387):65-1012:1 ^GOA:D1GZI7,GeneID:8658811,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:D1GZI7^ Cotton leaf curl Gezira alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
33,Cotton-leaf-curl-Lucknow-alphasatellite_taxid_2169841.gbk,ID:YP_004347413.1 |[Cotton leaf curl Lucknow alphasatellite]||Cotton-leaf-curl-Lucknow-alphasatellite_taxid_2169841.gbk|rep|948|NC_015327(1396):78-1025:1 ^GeneID:10400185^ Cotton leaf curl virus associated DNA 1 isolate Lucknow, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
34,Cotton-leaf-curl-Multan-alphasatellite_taxid_1048668.gbk,ID:YP_006488615.1 |[Cotton leaf curl Multan alphasatellite]||Cotton-leaf-curl-Multan-alphasatellite_taxid_1048668.gbk|rep|948|NC_018082(1376):77-1024:1 ^GeneID:13164822^ Cotton leaf curl Multan alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
35,Croton-yellow-vein-mosaic-alphasatellite_taxid_713089.gbk,ID:YP_003433564.1 |[Croton yellow vein mosaic alphasatellite]||Croton-yellow-vein-mosaic-alphasatellite_taxid_713089.gbk|alpha rep|942|NC_013801(1347):71-1012:1 ^GOA:D3HTY0,GeneID:8773988,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:D3HTY0^ Croton yellow vein mosaic alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
36,Cuban-alphasatellite-1_taxid_1188819.gbk,ID:YP_008169853.1 |[Cuban alphasatellite 1]||Cuban-alphasatellite-1_taxid_1188819.gbk|V1|942|NC_021708(1292):94-1035:1 ^GOA:S6CRB1,GeneID:16079222,InterPro:IPR003365,UniProtKB/TrEMBL:S6CRB1^ Cuban alphasatellite 1 complete sequence, isolate 1_1.|neighbours:start(),ID:YP_008169854.1(1)|neighbour_genes:start(),V2|
37,Cuban-alphasatellite-1_taxid_1188819.gbk,ID:YP_008169854.1 |[Cuban alphasatellite 1]||Cuban-alphasatellite-1_taxid_1188819.gbk|V2|504|NC_021708(1292):287-790:1 ^GeneID:16079221,UniProtKB/TrEMBL:S6CQ08^ Cuban alphasatellite 1 complete sequence, isolate 1_1.|neighbours:ID:YP_008169853.1(1),end()|neighbour_genes:V1,end()|
38,Cucurbit-yellow-mosaic-alphasatellite_taxid_1819678.gbk,ID:YP_009246456.1 |[Cucurbit yellow mosaic alphasatellite]||Cucurbit-yellow-mosaic-alphasatellite_taxid_1819678.gbk|replication associat..|948|NC_029907(1335):76-1023:1 ^GeneID:27246442^ Cucurbit yellow mosaic alphasatellite isolate 51SA, complete sequence.|neighbours:start(),ID:YP_009246457.1(1)|neighbour_genes:start(),alpha-V2|
39,Cucurbit-yellow-mosaic-alphasatellite_taxid_1819678.gbk,ID:YP_009246457.1 |[Cucurbit yellow mosaic alphasatellite]||Cucurbit-yellow-mosaic-alphasatellite_taxid_1819678.gbk|alpha-V2|420|NC_029907(1335):269-688:1 ^GeneID:27246441^ Cucurbit yellow mosaic alphasatellite isolate 51SA, complete sequence.|neighbours:ID:YP_009246456.1(1),end()|neighbour_genes:replication associat..,end()|
40,Dragonfly-associated-alphasatellite_taxid_2169905.gbk,ID:YP_007004040.1 |[Dragonfly associated alphasatellite]||Dragonfly-associated-alphasatellite_taxid_2169905.gbk|replication-associat..|924|NC_019498(1479):72-995:1 ^GeneID:14008256^ Dragonfly-associated alphasatellite isolate PR_NZ48_2009, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
41,Euphorbia-yellow-mosaic-virus-associated-DNA-1_taxid_666147.gbk,ID:YP_003966132.1 |[Euphorbia yellow mosaic virus associated DNA 1]||Euphorbia-yellow-mosaic-virus-associated-DNA-1_taxid_666147.gbk|rep|945|NC_014630(1331):75-1019:1 ^GOA:D7FB19,GeneID:9845980,InterPro:IPR003365,UniProtKB/TrEMBL:D7FB19^ Euphorbia yellow mosaic virus associated DNA 1, isolate Brazil:Mato grosso do sul:1:2007.|neighbours:start(),end()|neighbour_genes:start(),end()|
42,Faba-bean-necrotic-stunt-alphasatellite-1_taxid_1441799.gbk,ID:YP_009021881.1 |[Faba bean necrotic stunt alphasatellite 1]||Faba-bean-necrotic-stunt-alphasatellite-1_taxid_1441799.gbk|para_Rep1|837|NC_023881(1001):65-901:1 ^GeneID:18982926^ Faba bean necrotic stunt alphasatellite 1 isolate Peshtatuek_12b, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
43,Faba-bean-necrotic-stunt-alphasatellite-2_taxid_1441800.gbk,ID:YP_009021880.1 |[Faba bean necrotic stunt alphasatellite 2]||Faba-bean-necrotic-stunt-alphasatellite-2_taxid_1441800.gbk|satellite replicatio..|840|NC_023880(995):69-908:1 ^^ Faba bean necrotic stunt alphasatellite 2 isolate Peshtatuek_12b, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
44,Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk,ID:YP_009058889.1 |[Faba bean necrotic yellows C1 alphasatellite]||Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk|orf2|198|NC_024886(1002):157-354:-1 ^GeneID:20356977,UniProtKB/TrEMBL:Q66863^ Faba bean necrotic yellows C1 alphasatellite gene for replicase.|neighbours:start(),ID:YP_009058890.1(1)|neighbour_genes:start(),orf1|
45,Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk,ID:YP_009058890.1 |[Faba bean necrotic yellows C1 alphasatellite]||Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk|orf1|837|NC_024886(1002):163-999:1 ^GOA:Q66862,GeneID:20356976,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/Swiss-Prot:Q66862^ Faba bean necrotic yellows C1 alphasatellite gene for replicase.|neighbours:ID:YP_009058889.1(-1),ID:YP_009058891.1(-1)|neighbour_genes:orf2,orf3|
46,Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk,ID:YP_009058891.1 |[Faba bean necrotic yellows C1 alphasatellite]||Faba-bean-necrotic-yellows-C1-alphasatellite_taxid_1453080.gbk|orf3|234|NC_024886(1002):716-949:-1 ^GeneID:20356975,UniProtKB/TrEMBL:Q66864^ Faba bean necrotic yellows C1 alphasatellite gene for replicase.|neighbours:ID:YP_009058890.1(1),end()|neighbour_genes:orf1,end()|
47,Faba-bean-necrotic-yellows-C11-alphasatellite_taxid_1453081.gbk,ID:NP_619565.1 |[Faba bean necrotic yellows C11 alphasatellite]||Faba-bean-necrotic-yellows-C11-alphasatellite_taxid_1453081.gbk|C1-Eg|849|NC_003558(1004):63-911:1 ^GOA:O91254,GeneID:993371,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/Swiss-Prot:O91254^ Faba bean necrotic yellows C11 alphasatellite C1-Eg gene.|neighbours:start(),end()|neighbour_genes:start(),end()|
48,Faba-bean-necrotic-yellows-C7-alphasatellite_taxid_1453082.gbk,ID:NP_619572.1 |[Faba bean necrotic yellows C7 alphasatellite]||Faba-bean-necrotic-yellows-C7-alphasatellite_taxid_1453082.gbk|C7-Eg|852|NC_003565(1015):60-911:1 ^GOA:Q9WIK0,GeneID:993378,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/Swiss-Prot:Q9WIK0^ Faba bean necrotic yellows C7 alphasatellite C7-Eg gene, isolate Egyptian EV1-93.|neighbours:start(),end()|neighbour_genes:start(),end()|
49,Faba-bean-necrotic-yellows-C9-alphasatellite_taxid_1453083.gbk,ID:NP_619574.1 |[Faba bean necrotic yellows C9 alphasatellite]||Faba-bean-necrotic-yellows-C9-alphasatellite_taxid_1453083.gbk|C9-Eg|846|NC_003567(1007):73-918:1 ^GOA:P0CK60,GeneID:993380,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/Swiss-Prot:P0CK60^ Faba bean necrotic yellows C9 alphasatellite C9-Eg gene, isolate Egyptian EV1-93.|neighbours:start(),end()|neighbour_genes:start(),end()|
50,Gossypium-darwinii-symptomless-alphasatellite_taxid_656025.gbk,ID:YP_009513229.1 |[Gossypium darwinii symptomless alphasatellite]||Gossypium-darwinii-symptomless-alphasatellite_taxid_656025.gbk|replication protein|948|NC_039232(1370):70-1017:1 ^GeneID:37627242^ Gossypium darwinii symptomless alphasatellite isolate Dav-alpha-7c segment DNA-alpha, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
51,Gossypium-davidsonii-symptomless-alphasatellite_taxid_656028.gbk,ID:YP_003082245.1 |[Gossypium davidsonii symptomless alphasatellite]||Gossypium-davidsonii-symptomless-alphasatellite_taxid_656028.gbk|replication-like pro..|888|NC_013011(1315):59-946:1 ^GeneID:8207362^ Gossypium davidsonii symptomless alphasatellite DNA-alpha-B, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
52,Gossypium-mustelinum-symptomless-alphasatellite_taxid_2169907.gbk,ID:YP_009508282.1 |[Gossypium mustelinum symptomless alphasatellite]||Gossypium-mustelinum-symptomless-alphasatellite_taxid_2169907.gbk|replication-like pro..|888|NC_038954(1306):59-946:1 ^GeneID:37619696^ Gossypium mustilinum symptomless alphasatellite isolate Mus-alphaB-2 segment DNA-alpha-B, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
53,Guar-leaf-curl-alphasatellite_taxid_748170.gbk,ID:YP_007518505.1 |[Guar leaf curl alphasatellite]||Guar-leaf-curl-alphasatellite_taxid_748170.gbk|alpha-rep|948|NC_020502(1364):82-1029:1 ^GeneID:14757633^ Guar leaf curl alphasatellite clone B81_A03, complete sequence.|neighbours:start(),end()|neighbour_genes:start(),end()|
54,Hibiscus-leaf-curl-alphasatellite_taxid_1468597.gbk,ID:YP_009337830.1 |[Hibiscus leaf curl alphasatellite]||Hibiscus-leaf-curl-alphasatellite_taxid_1468597.gbk|alpha Rep|948|NC_033273(1375):77-1024:1 ^GeneID:30855488^ Hibiscus leaf curl alphasatellite alpha Rep gene, isolate C22A1.|neighbours:start(),end()|neighbour_genes:start(),end()|
55,Hollyhock-yellow-vein-virus-associated-symptomless-alphasatellite_taxid_944996.gbk,ID:YP_009508886.1 |[Hollyhock yellow vein virus associated symptomless alphasatellite]||Hollyhock-yellow-vein-virus-associated-symptomless-alphasatellite_taxid_944996.gbk|alpha Rep|870|NC_039084(1360):80-949:1 ^GeneID:37620425^ Hollyhock yellow vein virus associated symptomless alphasatellite, isolate [Pakistan:17-5:06] Lahore2.|neighbours:start(),end()|neighbour_genes:start(),end()|
56,Malvastrum-yellow-mosaic-Cameroon-alphasatellite_taxid_741733.gbk,ID:YP_004123953.1 |[Malvastrum yellow mosaic Cameroon alphasatellite]||Malvastrum-yellow-mosaic-Cameroon-alphasatellite_taxid_741733.gbk|rep|951|NC_014907(1416):74-1024:1 ^GeneID:10100588^ Malvastrum yellow mosaic Cameroon alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
57,Malvastrum-yellow-mosaic-alphasatellite_taxid_377461.gbk,ID:YP_009513246.1 |[Malvastrum yellow mosaic alphasatellite]||Malvastrum-yellow-mosaic-alphasatellite_taxid_377461.gbk|rep|948|NC_039239(1385):100-1047:1 ^GOA:A0AB33,GeneID:37627265,InterPro:IPR000605,InterPro:IPR003365,UniProtKB/TrEMBL:A0AB33^ Malvastrum yellow mosaic virus associated DNA1 complete sequence, isolate Hn39.|neighbours:start(),end()|neighbour_genes:start(),end()|
58,Melon-chlorotic-mosaic-alphasatellite_taxid_2169825.gbk,ID:YP_003828902.1 |[Melon chlorotic mosaic alphasatellite]||Melon-chlorotic-mosaic-alphasatellite_taxid_2169825.gbk|Rep|945|NC_014379(1334):95-1039:1 ^GeneID:9519091^ Melon chlorotic mosaic virus-associated alphasatellite, complete genome.|neighbours:start(),ID:YP_003828903.1(1)|neighbour_genes:start(),alpha-V2|
59,Melon-chlorotic-mosaic-alphasatellite_taxid_2169825.gbk,ID:YP_003828903.1 |[Melon chlorotic mosaic alphasatellite]||Melon-chlorotic-mosaic-alphasatellite_taxid_2169825.gbk|alpha-V2|420|NC_014379(1334):291-710:1 ^GeneID:9519090^ Melon chlorotic mosaic virus-associated alphasatellite, complete genome.|neighbours:ID:YP_003828902.1(1),end()|neighbour_genes:Rep,end()|
60,Mesta-yellow-vein-mosaic-alphasatellite_taxid_1705093.gbk,ID:YP_006666512.1 |[Mesta yellow vein mosaic alphasatellite]||Mesta-yellow-vein-mosaic-alphasatellite_taxid_1705093.gbk|replication protein|870|NC_018573(1358):81-950:1 ^GeneID:13564463^ Mesta yellow vein mosaic virus-associated alphasatellite, complete genome.|neighbours:start(),end()|neighbour_genes:start(),end()|
61,Milk-vetch-dwarf-C1-alphasatellite_taxid_1455651.gbk,ID:NP_619759.1 |[Milk vetch dwarf C1 alphasatellite]||Milk-vetch-dwarf-C1-alphasatellite_taxid_1455651.gbk|viral replication-as..|846|NC_003638(1007):91-936:1 ^GeneID:18479552^ Milk vetch dwarf C1 alphasatellite gene for viral replication-associated protein, complete cds.|neighbours:start(),end()|neighbour_genes:start(),end()|
62,Milk-vetch-dwarf-C10-alphasatellite_taxid_1455652.gbk,ID:NP_619768.1 |[Milk vetch dwarf C10 alphasatellite]||Milk-vetch-dwarf-C10-alphasatellite_taxid_1455652.gbk|Rep|852|NC_003647(1022):57-908:1 ^GeneID:18479554^ Milk vetch dwarf C10 alphasatellite gene for replication initiation protein, complete cds.|neighbours:start(),end()|neighbour_genes:start(),end()|
63,Milk-vetch-dwarf-C2-alphasatellite_taxid_1455653.gbk,ID:NP_619760.1 |[Milk vetch dwarf C2 alphasatellite]||Milk-vetch-dwarf-C2-alphasatellite_taxid_1455653.gbk|viral replication-as..|849|NC_003639(1009):69-917:1 ^GeneID:18479556^ Milk vetch dwarf C2 alphasatellite gene for viral replication-associated protein, complete cds.|neighbours:start(),end()|neighbour_genes:start(),end()|
