1,Ashy-storm-petrel-gyrovirus_taxid_2249930.gbk,ID:YP_009553240.1 |[Ashy storm petrel gyrovirus]||Ashy-storm-petrel-gyrovirus_taxid_2249930.gbk|hypothetical protein|309|NC_040720(2394):200-508:1 ^GeneID:41702251^ Ashy storm petrel gyrovirus isolate a12a1_528, complete genome.|neighbours:start(),ID:YP_009553241.1(1)|neighbour_genes:start(),VP2|
12,Giant-panda-anellovirus_taxid_2016460.gbk,ID:YP_009389429.1 |[Giant panda anellovirus]|gpan20688|Giant-panda-anellovirus_taxid_2016460.gbk|ORF2|273|NC_035192(2059):239-511:1 ^GeneID:33349981^ Giant panda anellovirus strain gpan20688, complete genome.|neighbours:start(),ID:YP_009389430.1(1)|neighbour_genes:start(),ORF1|
13,Giant-panda-anellovirus_taxid_2016460.gbk,ID:YP_009389430.1 |[Giant panda anellovirus]|gpan20688|Giant-panda-anellovirus_taxid_2016460.gbk|ORF1|1488|NC_035192(2059):391-1878:1 ^GeneID:33349979^ Giant panda anellovirus strain gpan20688, complete genome.|neighbours:ID:YP_009389429.1(1),ID:YP_009389431.1(1)|neighbour_genes:ORF2,ORF3|
14,Giant-panda-anellovirus_taxid_2016460.gbk,ID:YP_009389431.1 |[Giant panda anellovirus]|gpan20688|Giant-panda-anellovirus_taxid_2016460.gbk|ORF3|279|NC_035192(2059):1640-1918:1 ^GeneID:33349980^ Giant panda anellovirus strain gpan20688, complete genome.|neighbours:ID:YP_009389430.1(1),end()|neighbour_genes:ORF1,end()|
15,Gorilla-anellovirus_taxid_1743411.gbk,ID:YP_009268641.1 |[Gorilla anellovirus]||Gorilla-anellovirus_taxid_1743411.gbk|ORF2|351|NC_030650(2568):83-433:1 ^GeneID:28305493^ Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence.|neighbours:start(),ID:YP_009268642.1(1)|neighbour_genes:start(),ORF1|
16,Gorilla-anellovirus_taxid_1743411.gbk,ID:YP_009268642.1 |[Gorilla anellovirus]||Gorilla-anellovirus_taxid_1743411.gbk|ORF1|1998|NC_030650(2568):280-2277:1 ^GeneID:28305492^ Gorilla anellovirus isolate GorF ORF2 and ORF1 genes, complete cds; and nonfunctional ORF3 gene, complete sequence.|neighbours:ID:YP_009268641.1(1),end()|neighbour_genes:ORF2,end()|
17,Gyrovirus-4_taxid_1214955.gbk,ID:YP_006576516.1 |[Gyrovirus 4]|D137|Gyrovirus-4_taxid_1214955.gbk|VP2|654|NC_018401(2034):518-1171:1 ^GeneID:13436222^ Gyrovirus 4, complete genome.|neighbours:start(),ID:YP_006576517.1(1)|neighbour_genes:start(),VP1|
18,Gyrovirus-4_taxid_1214955.gbk,ID:YP_006576517.1 |[Gyrovirus 4]|D137|Gyrovirus-4_taxid_1214955.gbk|VP1|1059|NC_018401(2034):976-2034:1 ^GeneID:13436221^ Gyrovirus 4, complete genome.|neighbours:ID:YP_006576516.1(1),end()|neighbour_genes:VP2,end()|
19,Gyrovirus-GyV3_taxid_1163715.gbk,ID:YP_005454310.1 |[Gyrovirus GyV3]|FecGy|Gyrovirus-GyV3_taxid_1163715.gbk|VP2|720|NC_017091(2359):372-1091:1 ^GeneID:13230746^ Gyrovirus GyV3, complete genome.|neighbours:start(),ID:YP_005454311.1(1)|neighbour_genes:start(),VP3|
20,Gyrovirus-GyV3_taxid_1163715.gbk,ID:YP_005454311.1 |[Gyrovirus GyV3]|FecGy|Gyrovirus-GyV3_taxid_1163715.gbk|VP3|378|NC_017091(2359):523-900:1 ^GeneID:13230745^ Gyrovirus GyV3, complete genome.|neighbours:ID:YP_005454310.1(1),ID:YP_005454312.1(1)|neighbour_genes:VP2,VP1|
21,Gyrovirus-GyV3_taxid_1163715.gbk,ID:YP_005454312.1 |[Gyrovirus GyV3]|FecGy|Gyrovirus-GyV3_taxid_1163715.gbk|VP1|1392|NC_017091(2359):902-2293:1 ^GeneID:13230744^ Gyrovirus GyV3, complete genome.|neighbours:ID:YP_005454311.1(1),end()|neighbour_genes:VP3,end()|
22,Gyrovirus-GyV7-SF_taxid_1548711.gbk,ID:YP_009072434.1 |[Gyrovirus GyV7-SF]|GyV7-SF|Gyrovirus-GyV7-SF_taxid_1548711.gbk|VP2|717|NC_025215(2439):482-1198:1 ^GeneID:20522548^ Gyrovirus GyV7-SF, complete genome.|neighbours:start(),ID:YP_009072435.1(1)|neighbour_genes:start(),VP3|
23,Gyrovirus-GyV7-SF_taxid_1548711.gbk,ID:YP_009072435.1 |[Gyrovirus GyV7-SF]|GyV7-SF|Gyrovirus-GyV7-SF_taxid_1548711.gbk|VP3|393|NC_025215(2439):615-1007:1 ^GeneID:20522546^ Gyrovirus GyV7-SF, complete genome.|neighbours:ID:YP_009072434.1(1),ID:YP_009072436.1(1)|neighbour_genes:VP2,VP1|
24,Gyrovirus-GyV7-SF_taxid_1548711.gbk,ID:YP_009072436.1 |[Gyrovirus GyV7-SF]|GyV7-SF|Gyrovirus-GyV7-SF_taxid_1548711.gbk|VP1|1398|NC_025215(2439):1009-2406:1 ^GeneID:20522547^ Gyrovirus GyV7-SF, complete genome.|neighbours:ID:YP_009072435.1(1),end()|neighbour_genes:VP3,end()|
25,Gyrovirus-GyV8_taxid_1670973.gbk,ID:YP_009154715.1 |[Gyrovirus GyV8]||Gyrovirus-GyV8_taxid_1670973.gbk|VP2|699|NC_027430(2218):334-1032:1 ^GeneID:24923354^ Gyrovirus GyV8, complete genome.|neighbours:start(),ID:YP_009154716.1(1)|neighbour_genes:start(),Hypothetical protein|
26,Gyrovirus-GyV8_taxid_1670973.gbk,ID:YP_009154716.1 |[Gyrovirus GyV8]||Gyrovirus-GyV8_taxid_1670973.gbk|Hypothetical protein|312|NC_027430(2218):341-652:1 ^GeneID:24923352^ Gyrovirus GyV8, complete genome.|neighbours:ID:YP_009154715.1(1),ID:YP_009154717.1(1)|neighbour_genes:VP2,VP1|
27,Gyrovirus-GyV8_taxid_1670973.gbk,ID:YP_009154717.1 |[Gyrovirus GyV8]||Gyrovirus-GyV8_taxid_1670973.gbk|VP1|1437|NC_027430(2218):780-2216:1 ^GeneID:24923353^ Gyrovirus GyV8, complete genome.|neighbours:ID:YP_009154716.1(1),end()|neighbour_genes:Hypothetical protein,end()|
28,Gyrovirus-Tu243_taxid_1415627.gbk,ID:YP_008798236.1 |[Gyrovirus Tu243]|Tu243|Gyrovirus-Tu243_taxid_1415627.gbk|VP2|696|NC_022788(2020):495-1190:1 ^GeneID:17603145^ Gyrovirus Tu243, complete genome.|neighbours:start(),ID:YP_008798237.1(1)|neighbour_genes:start(),hypothetical protein|
29,Gyrovirus-Tu243_taxid_1415627.gbk,ID:YP_008798237.1 |[Gyrovirus Tu243]|Tu243|Gyrovirus-Tu243_taxid_1415627.gbk|hypothetical protein|270|NC_022788(2020):584-853:1 ^GeneID:17603143^ Gyrovirus Tu243, complete genome.|neighbours:ID:YP_008798236.1(1),ID:YP_008798238.1(1)|neighbour_genes:VP2,VP1|
30,Gyrovirus-Tu243_taxid_1415627.gbk,ID:YP_008798238.1 |[Gyrovirus Tu243]|Tu243|Gyrovirus-Tu243_taxid_1415627.gbk|VP1|1071|NC_022788(2020):950-2020:1 ^GeneID:17603144^ Gyrovirus Tu243, complete genome.|neighbours:ID:YP_008798237.1(1),end()|neighbour_genes:hypothetical protein,end()|
31,Gyrovirus-Tu789_taxid_1415628.gbk,ID:YP_008798239.1 |[Gyrovirus Tu789]|Tu789|Gyrovirus-Tu789_taxid_1415628.gbk|VP2|678|NC_022789(2282):434-1111:1 ^GeneID:17603149^ Gyrovirus Tu789, complete genome.|neighbours:start(),ID:YP_008798240.1(1)|neighbour_genes:start(),VP3|
32,Gyrovirus-Tu789_taxid_1415628.gbk,ID:YP_008798240.1 |[Gyrovirus Tu789]|Tu789|Gyrovirus-Tu789_taxid_1415628.gbk|VP3|336|NC_022789(2282):579-914:1 ^GeneID:17603147^ Gyrovirus Tu789, complete genome.|neighbours:ID:YP_008798239.1(1),ID:YP_008798241.1(1)|neighbour_genes:VP2,VP1|
33,Gyrovirus-Tu789_taxid_1415628.gbk,ID:YP_008798241.1 |[Gyrovirus Tu789]|Tu789|Gyrovirus-Tu789_taxid_1415628.gbk|VP1|1362|NC_022789(2282):916-2277:1 ^GeneID:17603148^ Gyrovirus Tu789, complete genome.|neighbours:ID:YP_008798240.1(1),end()|neighbour_genes:VP3,end()|
34,Lesser-panda-anellovirus_taxid_2012640.gbk,ID:YP_009551685.1 |[Lesser panda anellovirus]||Lesser-panda-anellovirus_taxid_2012640.gbk|ORF3|789|NC_040531(2603):169-2181:1 ^GeneID:41700877^ |neighbours:start(),ID:YP_009551686.1(1)|neighbour_genes:start(),ORF2|
35,Lesser-panda-anellovirus_taxid_2012640.gbk,ID:YP_009551686.1 |[Lesser panda anellovirus]||Lesser-panda-anellovirus_taxid_2012640.gbk|ORF2|399|NC_040531(2603):169-567:1 ^GeneID:41700879^ Lesser panda anellovirus isolate chengdu-1, complete genome.|neighbours:ID:YP_009551685.1(1),ID:YP_009551687.1(1)|neighbour_genes:ORF3,ORF1|
36,Lesser-panda-anellovirus_taxid_2012640.gbk,ID:YP_009551687.1 |[Lesser panda anellovirus]||Lesser-panda-anellovirus_taxid_2012640.gbk|ORF1|1743|NC_040531(2603):444-2186:1 ^GeneID:41700878^ Lesser panda anellovirus isolate chengdu-1, complete genome.|neighbours:ID:YP_009551686.1(1),end()|neighbour_genes:ORF2,end()|
37,Rodent-Torque-teno-virus-2_taxid_1514665.gbk,ID:YP_009112880.1 |[Rodent Torque teno virus 2]||Rodent-Torque-teno-virus-2_taxid_1514665.gbk|ORF2|240|NC_025966(2572):112-351:1 ^GeneID:22654076^ Rodent Torque teno virus 2 isolate RN_2_Se15, complete genome.|neighbours:start(),ID:YP_009112881.1(1)|neighbour_genes:start(),ORF1|
38,Rodent-Torque-teno-virus-2_taxid_1514665.gbk,ID:YP_009112881.1 |[Rodent Torque teno virus 2]||Rodent-Torque-teno-virus-2_taxid_1514665.gbk|ORF1|1725|NC_025966(2572):237-1961:1 ^GeneID:22654074^ Rodent Torque teno virus 2 isolate RN_2_Se15, complete genome.|neighbours:ID:YP_009112880.1(1),ID:YP_009112882.1(1)|neighbour_genes:ORF2,ORF3|
39,Rodent-Torque-teno-virus-2_taxid_1514665.gbk,ID:YP_009112882.1 |[Rodent Torque teno virus 2]||Rodent-Torque-teno-virus-2_taxid_1514665.gbk|ORF3|297|NC_025966(2572):1615-1911:1 ^GeneID:22654075^ Rodent Torque teno virus 2 isolate RN_2_Se15, complete genome.|neighbours:ID:YP_009112881.1(1),end()|neighbour_genes:ORF1,end()|
40,Rodent-Torque-teno-virus-6_taxid_2054613.gbk,ID:YP_009552545.1 |[Rodent Torque teno virus 6]||Rodent-Torque-teno-virus-6_taxid_2054613.gbk|putative ORF1|1719|NC_040618(2505):372-2090:1 ^GeneID:41701564^ Rodent Torque teno virus 6 isolate 2404, complete genome.|neighbours:start(),ID:YP_009552546.1(1)|neighbour_genes:start(),hypothetical protein|
41,Rodent-Torque-teno-virus-6_taxid_2054613.gbk,ID:YP_009552546.1 |[Rodent Torque teno virus 6]||Rodent-Torque-teno-virus-6_taxid_2054613.gbk|hypothetical protein|387|NC_040618(2505):1636-2022:1 ^GeneID:41701563^ Rodent Torque teno virus 6 isolate 2404, complete genome.|neighbours:ID:YP_009552545.1(1),ID:YP_009552547.1(1)|neighbour_genes:putative ORF1,hypothetical protein|
42,Rodent-Torque-teno-virus-6_taxid_2054613.gbk,ID:YP_009552547.1 |[Rodent Torque teno virus 6]||Rodent-Torque-teno-virus-6_taxid_2054613.gbk|hypothetical protein|384|NC_040618(2505):1841-2224:1 ^GeneID:41701565^ Rodent Torque teno virus 6 isolate 2404, complete genome.|neighbours:ID:YP_009552546.1(1),end()|neighbour_genes:hypothetical protein,end()|
43,Seal-anellovirus-2_taxid_1427157.gbk,ID:YP_009058902.1 |[Seal anellovirus 2]||Seal-anellovirus-2_taxid_1427157.gbk|ORF2|285|NC_024891(2149):336-620:1 ^GeneID:20358457^ Seal anellovirus 2, complete genome.|neighbours:start(),ID:YP_009058903.1(1)|neighbour_genes:start(),ORF1|
44,Seal-anellovirus-2_taxid_1427157.gbk,ID:YP_009058903.1 |[Seal anellovirus 2]||Seal-anellovirus-2_taxid_1427157.gbk|ORF1|1395|NC_024891(2149):479-1873:1 ^GeneID:20358455^ Seal anellovirus 2, complete genome.|neighbours:ID:YP_009058902.1(1),ID:YP_009058904.1(1)|neighbour_genes:ORF2,ORF3|
45,Seal-anellovirus-2_taxid_1427157.gbk,ID:YP_009058904.1 |[Seal anellovirus 2]||Seal-anellovirus-2_taxid_1427157.gbk|ORF3|615|NC_024891(2149):1314-1928:1 ^GeneID:20358456^ Seal anellovirus 2, complete genome.|neighbours:ID:YP_009058903.1(1),end()|neighbour_genes:ORF1,end()|
46,Seal-anellovirus-3_taxid_1427156.gbk,ID:YP_009058899.1 |[Seal anellovirus 3]||Seal-anellovirus-3_taxid_1427156.gbk|ORF2|252|NC_024890(2169):177-428:1 ^GeneID:20358453^ Seal anellovirus 3, complete genome.|neighbours:start(),ID:YP_009058900.1(1)|neighbour_genes:start(),ORF1|
47,Seal-anellovirus-3_taxid_1427156.gbk,ID:YP_009058900.1 |[Seal anellovirus 3]||Seal-anellovirus-3_taxid_1427156.gbk|ORF1|1467|NC_024890(2169):481-1947:1 ^GeneID:20358451^ Seal anellovirus 3, complete genome.|neighbours:ID:YP_009058899.1(1),ID:YP_009058901.1(1)|neighbour_genes:ORF2,ORF3|
48,Seal-anellovirus-3_taxid_1427156.gbk,ID:YP_009058901.1 |[Seal anellovirus 3]||Seal-anellovirus-3_taxid_1427156.gbk|ORF3|561|NC_024890(2169):1421-1981:1 ^GeneID:20358452^ Seal anellovirus 3, complete genome.|neighbours:ID:YP_009058900.1(1),end()|neighbour_genes:ORF1,end()|
49,Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk,ID:YP_004286323.1 |[Seal anellovirus TFFN/USA/2006]||Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk|Orf2|336|NC_015212(2164):77-412:1 ^GeneID:10283375^ Seal anellovirus TFFN/USA/2006, complete genome.|neighbours:start(),ID:YP_004286324.1(1)|neighbour_genes:start(),Orf1|
50,Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk,ID:YP_004286324.1 |[Seal anellovirus TFFN/USA/2006]||Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk|Orf1|1410|NC_015212(2164):468-1877:1 ^GeneID:10283373^ Seal anellovirus TFFN/USA/2006, complete genome.|neighbours:ID:YP_004286323.1(1),ID:YP_004286325.1(1)|neighbour_genes:Orf2,Orf3|
51,Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk,ID:YP_004286325.1 |[Seal anellovirus TFFN/USA/2006]||Seal-anellovirus-TFFN-USA-2006_taxid_991022.gbk|Orf3|615|NC_015212(2164):1348-1962:1 ^GeneID:10283374^ Seal anellovirus TFFN/USA/2006, complete genome.|neighbours:ID:YP_004286324.1(1),end()|neighbour_genes:Orf1,end()|
52,Small-anellovirus-1_taxid_289366.gbk,ID:YP_238294.1 |[Small anellovirus 1]||Small-anellovirus-1_taxid_289366.gbk|ORF1|372|NC_007013(2249):154-525:1 ^GeneID:5141594^ Small anellovirus 1, complete genome.|neighbours:start(),ID:YP_238295.1(1)|neighbour_genes:start(),ORF2|
53,Small-anellovirus-1_taxid_289366.gbk,ID:YP_238295.1 |[Small anellovirus 1]||Small-anellovirus-1_taxid_289366.gbk|ORF2|1881|NC_007013(2249):369-2249:1 ^GeneID:5141593^ Small anellovirus 1, complete genome.|neighbours:ID:YP_238294.1(1),ID:YP_238296.1(1)|neighbour_genes:ORF1,ORF3|
54,Small-anellovirus-1_taxid_289366.gbk,ID:YP_238296.1 |[Small anellovirus 1]||Small-anellovirus-1_taxid_289366.gbk|ORF3|246|NC_007013(2249):1957-2202:1 ^GeneID:5141592^ Small anellovirus 1, complete genome.|neighbours:ID:YP_238295.1(1),end()|neighbour_genes:ORF2,end()|
55,Small-anellovirus-2_taxid_289367.gbk,ID:YP_238297.1 |[Small anellovirus 2]||Small-anellovirus-2_taxid_289367.gbk|hypothetical protein|366|NC_007014(2635):199-564:1 ^GeneID:5141600^ Small anellovirus 2, complete genome.|neighbours:start(),ID:YP_238298.1(1)|neighbour_genes:start(),hypothetical protein|
56,Small-anellovirus-2_taxid_289367.gbk,ID:YP_238298.1 |[Small anellovirus 2]||Small-anellovirus-2_taxid_289367.gbk|hypothetical protein|552|NC_007014(2635):411-962:1 ^GeneID:5141597^ Small anellovirus 2, complete genome.|neighbours:ID:YP_238297.1(1),ID:YP_238299.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
57,Small-anellovirus-2_taxid_289367.gbk,ID:YP_238299.1 |[Small anellovirus 2]||Small-anellovirus-2_taxid_289367.gbk|hypothetical protein|1509|NC_007014(2635):938-2446:1 ^GeneID:5141599^ Small anellovirus 2, complete genome.|neighbours:ID:YP_238298.1(1),ID:YP_238300.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
58,Small-anellovirus-2_taxid_289367.gbk,ID:YP_238300.1 |[Small anellovirus 2]||Small-anellovirus-2_taxid_289367.gbk|hypothetical protein|498|NC_007014(2635):1890-2387:1 ^GeneID:5141598^ Small anellovirus 2, complete genome.|neighbours:ID:YP_238299.1(1),ID:YP_238301.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
59,Small-anellovirus-2_taxid_289367.gbk,ID:YP_238301.1 |[Small anellovirus 2]||Small-anellovirus-2_taxid_289367.gbk|hypothetical protein|354|NC_007014(2635):2263-2616:1 ^GeneID:5141596^ Small anellovirus 2, complete genome.|neighbours:ID:YP_238300.1(1),end()|neighbour_genes:hypothetical protein,end()|
60,TTV-like-mini-virus_taxid_93678.gbk,ID:YP_007518449.1 |[TTV-like mini virus]||TTV-like-mini-virus_taxid_93678.gbk|hypothetical protein|291|NC_020498(2912):343-633:1 ^GeneID:14757607^ TTV-like mini virus isolate TTMV_LY1, complete genome.|neighbours:start(),ID:YP_007518450.1(1)|neighbour_genes:start(),hypothetical protein|
61,TTV-like-mini-virus_taxid_93678.gbk,ID:YP_007518450.1 |[TTV-like mini virus]||TTV-like-mini-virus_taxid_93678.gbk|hypothetical protein|2019|NC_020498(2912):522-2540:1 ^GeneID:14757606^ TTV-like mini virus isolate TTMV_LY1, complete genome.|neighbours:ID:YP_007518449.1(1),ID:YP_007518451.1(1)|neighbour_genes:hypothetical protein,hypothetical protein|
62,TTV-like-mini-virus_taxid_93678.gbk,ID:YP_007518451.1 |[TTV-like mini virus]||TTV-like-mini-virus_taxid_93678.gbk|hypothetical protein|303|NC_020498(2912):2203-2505:1 ^GeneID:14757605^ TTV-like mini virus isolate TTMV_LY1, complete genome.|neighbours:ID:YP_007518450.1(1),end()|neighbour_genes:hypothetical protein,end()|
63,Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk,ID:YP_009388629.1 |[Torque teno Leptonychotes weddellii virus-1]||Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk|hypothetical protein|243|NC_035136(2119):165-407:1 ^GeneID:33194364^ Torque teno Leptonychotes weddellii virus-1 isolate TTLwV-1_gt2_wsp20, complete genome.|neighbours:start(),ID:YP_009388630.1(1)|neighbour_genes:start(),ORF2|
64,Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk,ID:YP_009388630.1 |[Torque teno Leptonychotes weddellii virus-1]||Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk|ORF2|282|NC_035136(2119):302-583:1 ^GeneID:33194361^ Torque teno Leptonychotes weddellii virus-1 isolate TTLwV-1_gt2_wsp20, complete genome.|neighbours:ID:YP_009388629.1(1),ID:YP_009388631.1(1)|neighbour_genes:hypothetical protein,ORF1|
65,Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk,ID:YP_009388631.1 |[Torque teno Leptonychotes weddellii virus-1]||Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk|ORF1|1530|NC_035136(2119):445-1974:1 ^GeneID:33194362^ Torque teno Leptonychotes weddellii virus-1 isolate TTLwV-1_gt2_wsp20, complete genome.|neighbours:ID:YP_009388630.1(1),ID:YP_009388632.1(1)|neighbour_genes:ORF2,ORF3|
66,Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk,ID:YP_009388632.1 |[Torque teno Leptonychotes weddellii virus-1]||Torque-teno-Leptonychotes-weddellii-virus-1_taxid_2012676.gbk|ORF3|258|NC_035136(2119):1679-1936:1 ^GeneID:33194363^ Torque teno Leptonychotes weddellii virus-1 isolate TTLwV-1_gt2_wsp20, complete genome.|neighbours:ID:YP_009388631.1(1),end()|neighbour_genes:ORF1,end()|
67,Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk,ID:YP_009388625.1 |[Torque teno Leptonychotes weddellii virus-2]||Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk|hypothetical protein|222|NC_035135(2105):177-398:1 ^GeneID:33194359^ Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt3_wsp24, complete genome.|neighbours:start(),ID:YP_009388626.1(1)|neighbour_genes:start(),ORF2|
68,Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk,ID:YP_009388626.1 |[Torque teno Leptonychotes weddellii virus-2]||Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk|ORF2|327|NC_035135(2105):272-598:1 ^GeneID:33194356^ Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt3_wsp24, complete genome.|neighbours:ID:YP_009388625.1(1),ID:YP_009388627.1(1)|neighbour_genes:hypothetical protein,ORF1|
69,Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk,ID:YP_009388627.1 |[Torque teno Leptonychotes weddellii virus-2]||Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk|ORF1|1476|NC_035135(2105):454-1929:1 ^GeneID:33194357^ Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt3_wsp24, complete genome.|neighbours:ID:YP_009388626.1(1),ID:YP_009388628.1(1)|neighbour_genes:ORF2,ORF3|
70,Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk,ID:YP_009388628.1 |[Torque teno Leptonychotes weddellii virus-2]||Torque-teno-Leptonychotes-weddellii-virus-2_taxid_2012677.gbk|ORF3|324|NC_035135(2105):1580-1903:1 ^GeneID:33194358^ Torque teno Leptonychotes weddellii virus-2 isolate TTLwV-2_gt3_wsp24, complete genome.|neighbours:ID:YP_009388627.1(1),end()|neighbour_genes:ORF1,end()|
71,Torque-teno-Tadarida-brasiliensis-virus_taxid_1543419.gbk,ID:YP_009058943.1 |[Torque teno Tadarida brasiliensis virus]||Torque-teno-Tadarida-brasiliensis-virus_taxid_1543419.gbk|ORF2|300|NC_024908(2367):1-300:1 ^GeneID:20465071^ Torque teno Tadarida brasiliensis virus, complete genome.|neighbours:start(),ID:YP_009058944.1(1)|neighbour_genes:start(),ORF1|
72,Torque-teno-Tadarida-brasiliensis-virus_taxid_1543419.gbk,ID:YP_009058944.1 |[Torque teno Tadarida brasiliensis virus]||Torque-teno-Tadarida-brasiliensis-virus_taxid_1543419.gbk|ORF1|1644|NC_024908(2367):168-1811:1 ^GeneID:20465069^ Torque teno Tadarida brasiliensis virus, complete genome.|neighbours:ID:YP_009058943.1(1),ID:YP_009058945.1(1)|neighbour_genes:ORF2,ORF3|
