11,Avon-Heathcote-Estuary-associated-circular-virus-10_taxid_1618233.gbk,ID:YP_009126898.1 |[Avon-Heathcote Estuary associated circular virus 10]||Avon-Heathcote-Estuary-associated-circular-virus-10_taxid_1618233.gbk|replication-associat..|1035|NC_026636(1981):15-1049:1 ^GeneID:23698176^ Avon-Heathcote Estuary associated circular virus 10 isolate AHEaCV-10-NZ-2599SG-2012, complete genome.|neighbours:start(),ID:YP_009126899.1(1)|neighbour_genes:start(),putative capsid prot..|
12,Avon-Heathcote-Estuary-associated-circular-virus-10_taxid_1618233.gbk,ID:YP_009126899.1 |[Avon-Heathcote Estuary associated circular virus 10]||Avon-Heathcote-Estuary-associated-circular-virus-10_taxid_1618233.gbk|putative capsid prot..|876|NC_026636(1981):871-1746:1 ^GeneID:23698175^ Avon-Heathcote Estuary associated circular virus 10 isolate AHEaCV-10-NZ-2599SG-2012, complete genome.|neighbours:ID:YP_009126898.1(1),end()|neighbour_genes:replication-associat..,end()|
13,Avon-Heathcote-Estuary-associated-circular-virus-11_taxid_1618234.gbk,ID:YP_009126900.1 |[Avon-Heathcote Estuary associated circular virus 11]||Avon-Heathcote-Estuary-associated-circular-virus-11_taxid_1618234.gbk|putative capsid prot..|819|NC_026637(2307):128-946:-1 ^GeneID:23698180^ Avon-Heathcote Estuary associated circular virus 11 isolate AHEaCV-11-NZ-2256TU-2012, complete genome.|neighbours:start(),ID:YP_009126901.1(-1)|neighbour_genes:start(),replication-associat..|
14,Avon-Heathcote-Estuary-associated-circular-virus-11_taxid_1618234.gbk,ID:YP_009126901.1 |[Avon-Heathcote Estuary associated circular virus 11]||Avon-Heathcote-Estuary-associated-circular-virus-11_taxid_1618234.gbk|replication-associat..|1074|NC_026637(2307):956-2029:-1 ^GeneID:23698179^ Avon-Heathcote Estuary associated circular virus 11 isolate AHEaCV-11-NZ-2256TU-2012, complete genome.|neighbours:ID:YP_009126900.1(-1),end()|neighbour_genes:putative capsid prot..,end()|
15,Avon-Heathcote-Estuary-associated-circular-virus-12_taxid_1618235.gbk,ID:YP_009126902.1 |[Avon-Heathcote Estuary associated circular virus 12]||Avon-Heathcote-Estuary-associated-circular-virus-12_taxid_1618235.gbk|putative capsid prot..|828|NC_026638(2161):133-960:1 ^GeneID:23698184^ Avon-Heathcote Estuary associated circular virus 12 isolate AHEaCV-12-NZ-3316C1-2012, complete genome.|neighbours:start(),ID:YP_009126903.1(-1)|neighbour_genes:start(),replication-associat..|
16,Avon-Heathcote-Estuary-associated-circular-virus-12_taxid_1618235.gbk,ID:YP_009126903.1 |[Avon-Heathcote Estuary associated circular virus 12]||Avon-Heathcote-Estuary-associated-circular-virus-12_taxid_1618235.gbk|replication-associat..|876|NC_026638(2161):1074-1949:-1 ^GeneID:23698183^ Avon-Heathcote Estuary associated circular virus 12 isolate AHEaCV-12-NZ-3316C1-2012, complete genome.|neighbours:ID:YP_009126902.1(1),end()|neighbour_genes:putative capsid prot..,end()|
17,Avon-Heathcote-Estuary-associated-circular-virus-13_taxid_1618236.gbk,ID:YP_009126904.1 |[Avon-Heathcote Estuary associated circular virus 13]||Avon-Heathcote-Estuary-associated-circular-virus-13_taxid_1618236.gbk|putative capsid prot..|1104|NC_026639(2212):68-1171:1 ^GeneID:23698188^ Avon-Heathcote Estuary associated circular virus 13 isolate AHEaCV-13-NZ-1986SG-2012, complete genome.|neighbours:start(),ID:YP_009126905.1(-1)|neighbour_genes:start(),replication-associat..|
18,Avon-Heathcote-Estuary-associated-circular-virus-13_taxid_1618236.gbk,ID:YP_009126905.1 |[Avon-Heathcote Estuary associated circular virus 13]||Avon-Heathcote-Estuary-associated-circular-virus-13_taxid_1618236.gbk|replication-associat..|897|NC_026639(2212):1164-2060:-1 ^GeneID:23698187^ Avon-Heathcote Estuary associated circular virus 13 isolate AHEaCV-13-NZ-1986SG-2012, complete genome.|neighbours:ID:YP_009126904.1(1),end()|neighbour_genes:putative capsid prot..,end()|
19,Avon-Heathcote-Estuary-associated-circular-virus-14_taxid_1618237.gbk,ID:YP_009126914.1 |[Avon-Heathcote Estuary associated circular virus 14]||Avon-Heathcote-Estuary-associated-circular-virus-14_taxid_1618237.gbk|putative capsid prot..|1071|NC_026641(2255):79-1149:1 ^GeneID:23698202^ Avon-Heathcote Estuary associated circular virus 14 isolate AHEaCV-14-NZ-2438TU-2012, complete genome.|neighbours:start(),ID:YP_009126915.1(-1)|neighbour_genes:start(),replication-associat..|
20,Avon-Heathcote-Estuary-associated-circular-virus-14_taxid_1618237.gbk,ID:YP_009126915.1 |[Avon-Heathcote Estuary associated circular virus 14]||Avon-Heathcote-Estuary-associated-circular-virus-14_taxid_1618237.gbk|replication-associat..|948|NC_026641(2255):1139-2086:-1 ^GeneID:23698201^ Avon-Heathcote Estuary associated circular virus 14 isolate AHEaCV-14-NZ-2438TU-2012, complete genome.|neighbours:ID:YP_009126914.1(1),end()|neighbour_genes:putative capsid prot..,end()|
21,Avon-Heathcote-Estuary-associated-circular-virus-15_taxid_1618238.gbk,ID:YP_009126916.1 |[Avon-Heathcote Estuary associated circular virus 15]||Avon-Heathcote-Estuary-associated-circular-virus-15_taxid_1618238.gbk|replication-associat..|1239|NC_026642(2817):373-1611:1 ^GeneID:23698206^ Avon-Heathcote Estuary associated circular virus 15 isolate AHEaCV-15-NZ-2320TU-2012, complete genome.|neighbours:start(),ID:YP_009126917.1(-1)|neighbour_genes:start(),putative capsid prot..|
22,Avon-Heathcote-Estuary-associated-circular-virus-15_taxid_1618238.gbk,ID:YP_009126917.1 |[Avon-Heathcote Estuary associated circular virus 15]||Avon-Heathcote-Estuary-associated-circular-virus-15_taxid_1618238.gbk|putative capsid prot..|810|NC_026642(2817):1907-2716:-1 ^GeneID:23698205^ Avon-Heathcote Estuary associated circular virus 15 isolate AHEaCV-15-NZ-2320TU-2012, complete genome.|neighbours:ID:YP_009126916.1(1),end()|neighbour_genes:replication-associat..,end()|
23,Avon-Heathcote-Estuary-associated-circular-virus-16_taxid_1618239.gbk,ID:YP_009126918.1 |[Avon-Heathcote Estuary associated circular virus 16]||Avon-Heathcote-Estuary-associated-circular-virus-16_taxid_1618239.gbk|putative capsid prot..|723|NC_026643(1990):104-826:1 ^GeneID:23698210^ Avon-Heathcote Estuary associated circular virus 16 isolate AHEaCV-16-NZ-2991SG-2012, complete genome.|neighbours:start(),ID:YP_009126919.1(1)|neighbour_genes:start(),replication-associat..|
24,Avon-Heathcote-Estuary-associated-circular-virus-16_taxid_1618239.gbk,ID:YP_009126919.1 |[Avon-Heathcote Estuary associated circular virus 16]||Avon-Heathcote-Estuary-associated-circular-virus-16_taxid_1618239.gbk|replication-associat..|831|NC_026643(1990):1148-1978:1 ^GeneID:23698209^ Avon-Heathcote Estuary associated circular virus 16 isolate AHEaCV-16-NZ-2991SG-2012, complete genome.|neighbours:ID:YP_009126918.1(1),end()|neighbour_genes:putative capsid prot..,end()|
25,Avon-Heathcote-Estuary-associated-circular-virus-17_taxid_1618240.gbk,ID:YP_009126922.1 |[Avon-Heathcote Estuary associated circular virus 17]||Avon-Heathcote-Estuary-associated-circular-virus-17_taxid_1618240.gbk|replication-associat..|831|NC_026645(1741):32-862:1 ^GeneID:23698218^ Avon-Heathcote Estuary associated circular virus 17 isolate AHEaCV-17-NZ-2032CO-2012, complete genome.|neighbours:start(),ID:YP_009126923.1(1)|neighbour_genes:start(),putative capsid prot..|
26,Avon-Heathcote-Estuary-associated-circular-virus-17_taxid_1618240.gbk,ID:YP_009126923.1 |[Avon-Heathcote Estuary associated circular virus 17]||Avon-Heathcote-Estuary-associated-circular-virus-17_taxid_1618240.gbk|putative capsid prot..|744|NC_026645(1741):961-1704:1 ^GeneID:23698217^ Avon-Heathcote Estuary associated circular virus 17 isolate AHEaCV-17-NZ-2032CO-2012, complete genome.|neighbours:ID:YP_009126922.1(1),end()|neighbour_genes:replication-associat..,end()|
27,Avon-Heathcote-Estuary-associated-circular-virus-19_taxid_1618242.gbk,ID:YP_009126924.1 |[Avon-Heathcote Estuary associated circular virus 19]||Avon-Heathcote-Estuary-associated-circular-virus-19_taxid_1618242.gbk|putative capsid prot..|1161|NC_026646(2784):88-1248:1 ^GeneID:23698222^ Avon-Heathcote Estuary associated circular virus 19 isolate AHEaCV-19-NZ-4942GA-2012, complete genome.|neighbours:start(),ID:YP_009126925.1(-1)|neighbour_genes:start(),replication-associat..|
28,Avon-Heathcote-Estuary-associated-circular-virus-19_taxid_1618242.gbk,ID:YP_009126925.1 |[Avon-Heathcote Estuary associated circular virus 19]||Avon-Heathcote-Estuary-associated-circular-virus-19_taxid_1618242.gbk|replication-associat..|912|NC_026646(2784):1462-2373:-1 ^GeneID:23698221^ Avon-Heathcote Estuary associated circular virus 19 isolate AHEaCV-19-NZ-4942GA-2012, complete genome.|neighbours:ID:YP_009126924.1(1),end()|neighbour_genes:putative capsid prot..,end()|
29,Avon-Heathcote-Estuary-associated-circular-virus-1_taxid_1618232.gbk,ID:YP_009126932.1 |[Avon-Heathcote Estuary associated circular virus 1]||Avon-Heathcote-Estuary-associated-circular-virus-1_taxid_1618232.gbk|replication-associat..|825|NC_026650(1763):32-856:-1 ^GeneID:23698238^ Avon-Heathcote Estuary associated circular virus 1 isolate AHEaCV-1-NZ-2981C1-2012, complete genome.|neighbours:start(),ID:YP_009126933.1(1)|neighbour_genes:start(),putative capsid prot..|
30,Avon-Heathcote-Estuary-associated-circular-virus-1_taxid_1618232.gbk,ID:YP_009126933.1 |[Avon-Heathcote Estuary associated circular virus 1]||Avon-Heathcote-Estuary-associated-circular-virus-1_taxid_1618232.gbk|putative capsid prot..|738|NC_026650(1763):915-1652:1 ^GeneID:23698237^ Avon-Heathcote Estuary associated circular virus 1 isolate AHEaCV-1-NZ-2981C1-2012, complete genome.|neighbours:ID:YP_009126932.1(-1),end()|neighbour_genes:replication-associat..,end()|
31,Avon-Heathcote-Estuary-associated-circular-virus-20_taxid_1618244.gbk,ID:YP_009126926.1 |[Avon-Heathcote Estuary associated circular virus 20]||Avon-Heathcote-Estuary-associated-circular-virus-20_taxid_1618244.gbk|putative capsid prot..|1233|NC_026647(2537):83-1315:1 ^GeneID:23698226^ Avon-Heathcote Estuary associated circular virus 20 isolate AHEaCV-20-NZ-2283TU-2012, complete genome.|neighbours:start(),ID:YP_009126927.1(1)|neighbour_genes:start(),replication-associat..|
32,Avon-Heathcote-Estuary-associated-circular-virus-20_taxid_1618244.gbk,ID:YP_009126927.1 |[Avon-Heathcote Estuary associated circular virus 20]||Avon-Heathcote-Estuary-associated-circular-virus-20_taxid_1618244.gbk|replication-associat..|780|NC_026647(2537):1413-2192:1 ^GeneID:23698225^ Avon-Heathcote Estuary associated circular virus 20 isolate AHEaCV-20-NZ-2283TU-2012, complete genome.|neighbours:ID:YP_009126926.1(1),end()|neighbour_genes:putative capsid prot..,end()|
33,Avon-Heathcote-Estuary-associated-circular-virus-21_taxid_1618245.gbk,ID:YP_009126928.1 |[Avon-Heathcote Estuary associated circular virus 21]||Avon-Heathcote-Estuary-associated-circular-virus-21_taxid_1618245.gbk|putative capsid prot..|678|NC_026648(1769):87-764:1 ^GeneID:23698230^ Avon-Heathcote Estuary associated circular virus 21 isolate AHEaCV-21-NZ-2050TU-2012, complete genome.|neighbours:start(),ID:YP_009126929.1(1)|neighbour_genes:start(),replication-associat..|
34,Avon-Heathcote-Estuary-associated-circular-virus-21_taxid_1618245.gbk,ID:YP_009126929.1 |[Avon-Heathcote Estuary associated circular virus 21]||Avon-Heathcote-Estuary-associated-circular-virus-21_taxid_1618245.gbk|replication-associat..|816|NC_026648(1769):824-1725:1 ^GeneID:23698229^ |neighbours:ID:YP_009126928.1(1),end()|neighbour_genes:putative capsid prot..,end()|
35,Avon-Heathcote-Estuary-associated-circular-virus-22_taxid_1618246.gbk,ID:YP_009126930.1 |[Avon-Heathcote Estuary associated circular virus 22]||Avon-Heathcote-Estuary-associated-circular-virus-22_taxid_1618246.gbk|replication-associat..|813|NC_026649(2109):25-837:-1 ^GeneID:23698234^ Avon-Heathcote Estuary associated circular virus 22 isolate AHEaCV-22-NZ-2138TU-2012, complete genome.|neighbours:start(),ID:YP_009126931.1(1)|neighbour_genes:start(),putative capsid prot..|
36,Avon-Heathcote-Estuary-associated-circular-virus-22_taxid_1618246.gbk,ID:YP_009126931.1 |[Avon-Heathcote Estuary associated circular virus 22]||Avon-Heathcote-Estuary-associated-circular-virus-22_taxid_1618246.gbk|putative capsid prot..|906|NC_026649(2109):884-1789:1 ^GeneID:23698233^ Avon-Heathcote Estuary associated circular virus 22 isolate AHEaCV-22-NZ-2138TU-2012, complete genome.|neighbours:ID:YP_009126930.1(-1),end()|neighbour_genes:replication-associat..,end()|
37,Avon-Heathcote-Estuary-associated-circular-virus-23_taxid_1618247.gbk,ID:YP_009126934.1 |[Avon-Heathcote Estuary associated circular virus 23]||Avon-Heathcote-Estuary-associated-circular-virus-23_taxid_1618247.gbk|putative capsid prot..|756|NC_026651(1942):87-842:1 ^GeneID:23698242^ Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012, complete genome.|neighbours:start(),ID:YP_009126935.1(-1)|neighbour_genes:start(),replication-associat..|
38,Avon-Heathcote-Estuary-associated-circular-virus-23_taxid_1618247.gbk,ID:YP_009126935.1 |[Avon-Heathcote Estuary associated circular virus 23]||Avon-Heathcote-Estuary-associated-circular-virus-23_taxid_1618247.gbk|replication-associat..|951|NC_026651(1942):947-1897:-1 ^GeneID:23698241^ Avon-Heathcote Estuary associated circular virus 23 isolate AHEaCV-23-NZ-2161TU-2012, complete genome.|neighbours:ID:YP_009126934.1(1),end()|neighbour_genes:putative capsid prot..,end()|
39,Avon-Heathcote-Estuary-associated-circular-virus-24_taxid_1618248.gbk,ID:YP_009126936.1 |[Avon-Heathcote Estuary associated circular virus 24]||Avon-Heathcote-Estuary-associated-circular-virus-24_taxid_1618248.gbk|replication-associat..|915|NC_026652(2007):46-960:1 ^GeneID:23698246^ Avon-Heathcote Estuary associated circular virus 24 isolate AHEaCV-24-NZ-2183TU-2913, complete genome.|neighbours:start(),ID:YP_009126937.1(-1)|neighbour_genes:start(),putative capsid prot..|
40,Avon-Heathcote-Estuary-associated-circular-virus-24_taxid_1618248.gbk,ID:YP_009126937.1 |[Avon-Heathcote Estuary associated circular virus 24]||Avon-Heathcote-Estuary-associated-circular-virus-24_taxid_1618248.gbk|putative capsid prot..|864|NC_026652(2007):1100-1963:-1 ^GeneID:23698245^ Avon-Heathcote Estuary associated circular virus 24 isolate AHEaCV-24-NZ-2183TU-2913, complete genome.|neighbours:ID:YP_009126936.1(1),end()|neighbour_genes:replication-associat..,end()|
41,Avon-Heathcote-Estuary-associated-circular-virus-25_taxid_1618249.gbk,ID:YP_009126940.1 |[Avon-Heathcote Estuary associated circular virus 25]||Avon-Heathcote-Estuary-associated-circular-virus-25_taxid_1618249.gbk|putative capsid prot..|1044|NC_026654(2142):64-1107:1 ^GeneID:23698254^ Avon-Heathcote Estuary associated circular virus 25 isolate AHEaCV-25-NZ-1935SG-2012, complete genome.|neighbours:start(),ID:YP_009126941.1(-1)|neighbour_genes:start(),replication-associat..|
42,Avon-Heathcote-Estuary-associated-circular-virus-25_taxid_1618249.gbk,ID:YP_009126941.1 |[Avon-Heathcote Estuary associated circular virus 25]||Avon-Heathcote-Estuary-associated-circular-virus-25_taxid_1618249.gbk|replication-associat..|885|NC_026654(2142):1104-1988:-1 ^GeneID:23698253^ Avon-Heathcote Estuary associated circular virus 25 isolate AHEaCV-25-NZ-1935SG-2012, complete genome.|neighbours:ID:YP_009126940.1(1),end()|neighbour_genes:putative capsid prot..,end()|
43,Avon-Heathcote-Estuary-associated-circular-virus-26_taxid_1618250.gbk,ID:YP_009126878.1 |[Avon-Heathcote Estuary associated circular virus 26]||Avon-Heathcote-Estuary-associated-circular-virus-26_taxid_1618250.gbk|putative capsid prot..|1293|NC_026626(2456):81-1373:1 ^GeneID:23698144^ Avon-Heathcote Estuary associated circular virus 26 isolate AHEaCV-26-NZ-2311TU-2012, complete genome.|neighbours:start(),ID:YP_009126879.1(1)|neighbour_genes:start(),replication-associat..|
44,Avon-Heathcote-Estuary-associated-circular-virus-26_taxid_1618250.gbk,ID:YP_009126879.1 |[Avon-Heathcote Estuary associated circular virus 26]||Avon-Heathcote-Estuary-associated-circular-virus-26_taxid_1618250.gbk|replication-associat..|825|NC_026626(2456):1473-2297:1 ^GeneID:23698143^ Avon-Heathcote Estuary associated circular virus 26 isolate AHEaCV-26-NZ-2311TU-2012, complete genome.|neighbours:ID:YP_009126878.1(1),end()|neighbour_genes:putative capsid prot..,end()|
45,Avon-Heathcote-Estuary-associated-circular-virus-27_taxid_1618251.gbk,ID:YP_009126880.1 |[Avon-Heathcote Estuary associated circular virus 27]||Avon-Heathcote-Estuary-associated-circular-virus-27_taxid_1618251.gbk|putative capsid prot..|999|NC_026627(2632):174-1172:1 ^GeneID:23698147^ Avon-Heathcote Estuary associated circular virus 27 isolate AHEaCV-27-NZ-2332TU-2012, complete genome.|neighbours:start(),ID:YP_009126881.1(-1)|neighbour_genes:start(),replication-associat..|
46,Avon-Heathcote-Estuary-associated-circular-virus-27_taxid_1618251.gbk,ID:YP_009126881.1 |[Avon-Heathcote Estuary associated circular virus 27]||Avon-Heathcote-Estuary-associated-circular-virus-27_taxid_1618251.gbk|replication-associat..|924|NC_026627(2632):1176-2099:-1 ^GeneID:23698146^ Avon-Heathcote Estuary associated circular virus 27 isolate AHEaCV-27-NZ-2332TU-2012, complete genome.|neighbours:ID:YP_009126880.1(1),end()|neighbour_genes:putative capsid prot..,end()|
47,Avon-Heathcote-Estuary-associated-circular-virus-28_taxid_1618252.gbk,ID:YP_009126886.1 |[Avon-Heathcote Estuary associated circular virus 28]||Avon-Heathcote-Estuary-associated-circular-virus-28_taxid_1618252.gbk|putative capsid prot..|903|NC_026630(2422):53-955:1 ^GeneID:23698156^ Avon-Heathcote Estuary associated circular virus 28 isolate AHEaCV-28-NZ-2208TU-2012, complete genome.|neighbours:start(),ID:YP_009126887.1(1)|neighbour_genes:start(),replication-associat..|
48,Avon-Heathcote-Estuary-associated-circular-virus-28_taxid_1618252.gbk,ID:YP_009126887.1 |[Avon-Heathcote Estuary associated circular virus 28]||Avon-Heathcote-Estuary-associated-circular-virus-28_taxid_1618252.gbk|replication-associat..|915|NC_026630(2422):974-1888:1 ^GeneID:23698155^ Avon-Heathcote Estuary associated circular virus 28 isolate AHEaCV-28-NZ-2208TU-2012, complete genome.|neighbours:ID:YP_009126886.1(1),end()|neighbour_genes:putative capsid prot..,end()|
49,Avon-Heathcote-Estuary-associated-circular-virus-29_taxid_1618253.gbk,ID:YP_009126888.1 |[Avon-Heathcote Estuary associated circular virus 29]||Avon-Heathcote-Estuary-associated-circular-virus-29_taxid_1618253.gbk|putative capsid prot..|564|NC_026631(1825):139-702:1 ^GeneID:23698159^ Avon-Heathcote Estuary associated circular virus 29 isolate AHEaCV-29-NZ-1590TU-2012, complete genome.|neighbours:start(),ID:YP_009126889.1(1)|neighbour_genes:start(),replication-associat..|
50,Avon-Heathcote-Estuary-associated-circular-virus-29_taxid_1618253.gbk,ID:YP_009126889.1 |[Avon-Heathcote Estuary associated circular virus 29]||Avon-Heathcote-Estuary-associated-circular-virus-29_taxid_1618253.gbk|replication-associat..|807|NC_026631(1825):872-1678:1 ^GeneID:23698158^ Avon-Heathcote Estuary associated circular virus 29 isolate AHEaCV-29-NZ-1590TU-2012, complete genome.|neighbours:ID:YP_009126888.1(1),end()|neighbour_genes:putative capsid prot..,end()|
51,Avon-Heathcote-Estuary-associated-circular-virus-2_taxid_1618243.gbk,ID:YP_009126938.1 |[Avon-Heathcote Estuary associated circular virus 2]||Avon-Heathcote-Estuary-associated-circular-virus-2_taxid_1618243.gbk|replication-associat..|850|NC_026653(1865):1-850:-1 ^GeneID:23698250^ Avon-Heathcote Estuary associated circular virus 2 isolate AHEaCV-2-NZ-3024C1-2012, complete genome.|neighbours:start(),ID:YP_009126939.1(1)|neighbour_genes:start(),putative capsid prot..|
52,Avon-Heathcote-Estuary-associated-circular-virus-2_taxid_1618243.gbk,ID:YP_009126939.1 |[Avon-Heathcote Estuary associated circular virus 2]||Avon-Heathcote-Estuary-associated-circular-virus-2_taxid_1618243.gbk|putative capsid prot..|786|NC_026653(1865):911-1696:1 ^GeneID:23698249^ Avon-Heathcote Estuary associated circular virus 2 isolate AHEaCV-2-NZ-3024C1-2012, complete genome.|neighbours:ID:YP_009126938.1(-1),end()|neighbour_genes:replication-associat..,end()|
53,Avon-Heathcote-Estuary-associated-circular-virus-3_taxid_1618254.gbk,ID:YP_009126876.1 |[Avon-Heathcote Estuary associated circular virus 3]||Avon-Heathcote-Estuary-associated-circular-virus-3_taxid_1618254.gbk|putative capsid prot..|1395|NC_026625(2656):110-1504:1 ^GeneID:23698141^ Avon-Heathcote Estuary associated circular virus 3 isolate AHEaCV-3-NZ-3030C2-2012, complete genome.|neighbours:start(),ID:YP_009126877.1(-1)|neighbour_genes:start(),replication-associat..|
54,Avon-Heathcote-Estuary-associated-circular-virus-3_taxid_1618254.gbk,ID:YP_009126877.1 |[Avon-Heathcote Estuary associated circular virus 3]||Avon-Heathcote-Estuary-associated-circular-virus-3_taxid_1618254.gbk|replication-associat..|795|NC_026625(2656):1525-2319:-1 ^GeneID:23698140^ Avon-Heathcote Estuary associated circular virus 3 isolate AHEaCV-3-NZ-3030C2-2012, complete genome.|neighbours:ID:YP_009126876.1(1),end()|neighbour_genes:putative capsid prot..,end()|
55,Avon-Heathcote-Estuary-associated-circular-virus-4_taxid_1618255.gbk,ID:YP_009126882.1 |[Avon-Heathcote Estuary associated circular virus 4]||Avon-Heathcote-Estuary-associated-circular-virus-4_taxid_1618255.gbk|replication-associat..|777|NC_026628(1835):61-837:1 ^GeneID:23698150^ Avon-Heathcote Estuary associated circular virus 4 isolate AHEaCV-4-NZ-3049C1-2012, complete genome.|neighbours:start(),ID:YP_009126883.1(1)|neighbour_genes:start(),putative capsid prot..|
56,Avon-Heathcote-Estuary-associated-circular-virus-4_taxid_1618255.gbk,ID:YP_009126883.1 |[Avon-Heathcote Estuary associated circular virus 4]||Avon-Heathcote-Estuary-associated-circular-virus-4_taxid_1618255.gbk|putative capsid prot..|798|NC_026628(1835):925-1722:1 ^GeneID:23698149^ Avon-Heathcote Estuary associated circular virus 4 isolate AHEaCV-4-NZ-3049C1-2012, complete genome.|neighbours:ID:YP_009126882.1(1),end()|neighbour_genes:replication-associat..,end()|
57,Avon-Heathcote-Estuary-associated-circular-virus-5_taxid_1618256.gbk,ID:YP_009126884.1 |[Avon-Heathcote Estuary associated circular virus 5]||Avon-Heathcote-Estuary-associated-circular-virus-5_taxid_1618256.gbk|replication-associat..|960|NC_026629(2434):54-1013:1 ^GeneID:23698153^ Avon-Heathcote Estuary associated circular virus 5 isolate AHEaCV-5-NZ-3091C2-2012, complete genome.|neighbours:start(),ID:YP_009126885.1(-1)|neighbour_genes:start(),putative capsid prot..|
58,Avon-Heathcote-Estuary-associated-circular-virus-5_taxid_1618256.gbk,ID:YP_009126885.1 |[Avon-Heathcote Estuary associated circular virus 5]||Avon-Heathcote-Estuary-associated-circular-virus-5_taxid_1618256.gbk|putative capsid prot..|777|NC_026629(2434):1094-1870:-1 ^GeneID:23698152^ Avon-Heathcote Estuary associated circular virus 5 isolate AHEaCV-5-NZ-3091C2-2012, complete genome.|neighbours:ID:YP_009126884.1(1),end()|neighbour_genes:replication-associat..,end()|
