"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"26","29_ORF12",1,1,"","29_ORF12.faa","29_ORF12.fna","1156722",11.1111111111111
"27","30_ORF13",4,4,"","30_ORF13.faa","30_ORF13.fna","1156722_2507576_2507577_2507578",44.4444444444444
"28","32_ORF15",1,1,"","32_ORF15.faa","32_ORF15.fna","1156722",11.1111111111111
"29","34_hypothetical_protein",3,3,"PF04070_","34_hypothetical_protein.faa","34_hypothetical_protein.fna","2507576_2507577_2507578",33.3333333333333
"30","35_hypothetical_protein",3,3,"","35_hypothetical_protein.faa","35_hypothetical_protein.fna","2507576_2507577_2507578",33.3333333333333
"31","41_hypothetical_protein",3,3,"","41_hypothetical_protein.faa","41_hypothetical_protein.fna","2507576_2507577_2507578",33.3333333333333
"32","44_hypothetical_protein",3,3,"","44_hypothetical_protein.faa","44_hypothetical_protein.fna","2507576_2507577_2507578",33.3333333333333
"33","45_ORF12",4,4,"","45_ORF12.faa","45_ORF12.fna","2507576_2507577_2507578_1156720",44.4444444444444
"34","54_hypothetical_protein",2,2,"","54_hypothetical_protein.faa","54_hypothetical_protein.fna","2507577_2507578",22.2222222222222
"35","59_hypothetical_protein",2,2,"","59_hypothetical_protein.faa","59_hypothetical_protein.fna","2507577_2507578",22.2222222222222
"36","73_AdoMet-MTase",1,1,"","73_AdoMet-MTase.faa","73_AdoMet-MTase.fna","2507578",11.1111111111111
"37","77_hypothetical_protein",1,1,"PF14520_","77_hypothetical_protein.faa","77_hypothetical_protein.fna","634168",11.1111111111111
"38","78_hypothetical_protein",1,1,"","78_hypothetical_protein.faa","78_hypothetical_protein.fna","634168",11.1111111111111
"39","79_VP3",3,3,"","79_VP3.faa","79_VP3.fna","634168_1156719_1156721",33.3333333333333
"40","81_hypothetical_protein",1,1,"","81_hypothetical_protein.faa","81_hypothetical_protein.fna","634168",11.1111111111111
"41","82_hypothetical_protein",1,1,"","82_hypothetical_protein.faa","82_hypothetical_protein.fna","634168",11.1111111111111
"42","85_hypothetical_protein",1,1,"","85_hypothetical_protein.faa","85_hypothetical_protein.fna","634168",11.1111111111111
"43","86_ORF1",2,2,"","86_ORF1.faa","86_ORF1.fna","1156719_1156721",22.2222222222222
"44","87_ORF2",1,1,"","87_ORF2.faa","87_ORF2.fna","1156719",11.1111111111111
"45","88_ORF3",2,2,"","88_ORF3.faa","88_ORF3.fna","1156719_1156721",22.2222222222222
"46","91_ORF6",2,2,"","91_ORF6.faa","91_ORF6.fna","1156719_1156721",22.2222222222222
"47","92_ORF7",2,2,"","92_ORF7.faa","92_ORF7.fna","1156719_1156721",22.2222222222222
"48","93_ORF8",2,2,"PF00004_","93_ORF8.faa","93_ORF8.fna","1156719_1156721",22.2222222222222
"49","94_ORF9",1,1,"","94_ORF9.faa","94_ORF9.fna","1156719",11.1111111111111
"50","95_ORF10",1,1,"","95_ORF10.faa","95_ORF10.fna","1156719",11.1111111111111
"51","96_ORF11",1,1,"","96_ORF11.faa","96_ORF11.fna","1156719",11.1111111111111
"52","97_ORF12",1,1,"","97_ORF12.faa","97_ORF12.fna","1156719",11.1111111111111
"53","98_ORF13",2,1,"","98_ORF13.faa","98_ORF13.fna","1156719_1156719",11.1111111111111
"54","100_ORF15",2,2,"","100_ORF15.faa","100_ORF15.fna","1156719_1156721",22.2222222222222
"55","101_1",1,1,"","101_1.faa","101_1.fna","1156720",11.1111111111111
"56","103_ORF3",1,1,"","103_ORF3.faa","103_ORF3.fna","1156720",11.1111111111111
"57","107_ORF7",1,1,"","107_ORF7.faa","107_ORF7.fna","1156720",11.1111111111111
"58","108_ORF8",1,1,"","108_ORF8.faa","108_ORF8.fna","1156720",11.1111111111111
"59","110_ORF10",1,1,"","110_ORF10.faa","110_ORF10.fna","1156720",11.1111111111111
"60","111_ORF11",1,1,"","111_ORF11.faa","111_ORF11.fna","1156720",11.1111111111111
"61","114_ORF2",1,1,"","114_ORF2.faa","114_ORF2.fna","1156721",11.1111111111111
"62","121_ORF9",1,1,"","121_ORF9.faa","121_ORF9.fna","1156721",11.1111111111111
