"","cluster_name","size","taxa","Pfam_IDs","aa_file","na_file","taxids","Percentage_prevalence"
"22","51_Cap",15,15,"PF08398_PF00740_PF00740_","51_Cap.faa","51_Cap.fna","219704_2259811_172296_2079554_1417756_1511919_1911554_1084717_494652_1208310_1241957_1472911_1911555_2053082_1519097",10.4895104895105
"23","57_NP1",36,36,"PF11733_","57_NP1.faa","57_NP1.fna","2259810_2259811_1329649_864686_912967_365609_10784_1073959_1073961_1511885_329639_2014603_2014604_1417756_2259807_1174530_1511882_638313_1511883_2169774_2017714_1911554_2259808_1195367_795694_1084715_1084717_1131622_1511887_1165907_1511871_1788315_2053079_2053080_1911555_2053082",25.1748251748252
"24","63_VP2",18,14,"PF00740_PF00740_","63_VP2.faa","63_VP2.fna","2259811_717641_717641_1417756_1911554_795694_1084717_1131622_494652_1208310_707546_2079601_2079601_1911555_740933_740933_740934_740934",9.79020979020979
"25","71_non-structural_prote..",3,3,"","71_non-structural_prote...faa","71_non-structural_prote...fna","220638_1907771_97344",2.0979020979021
"26","86_putative_NS2",1,1,"","86_putative_NS2.faa","86_putative_NS2.fna","2094261",0.699300699300699
"27","87_putative_VP1",7,7,"PF08398_PF02336_","87_putative_VP1.faa","87_putative_VP1.fna","2094261_185638_72003_37138_12524_185636_185637",4.89510489510489
"28","89_NS2",7,7,"","89_NS2.faa","89_NS2.fna","46253_125788_180586_1469956_292208_1221208_1217821",4.89510489510489
"29","90_capsid_protein_VP",7,7,"PF08398_PF01057_","90_capsid_protein_VP.faa","90_capsid_protein_VP.fna","46253_125788_180586_292208_1045778_1221208_1217821",4.89510489510489
"30","93_orf4",1,1,"","93_orf4.faa","93_orf4.fna","125788",0.699300699300699
"31","115_NS1",8,8,"PF12433_PF01057_","115_NS1.faa","115_NS1.fna","1391667_1867125_2170148_1756191_1511907_1763507_1882382_1245561",5.59440559440559
"32","117_hypothetical_protein",3,3,"","117_hypothetical_protein.faa","117_hypothetical_protein.fna","1391667_1867125_1511907",2.0979020979021
"33","137_polyprotein",5,4,"PF12433_PF01057_PF12117_","137_polyprotein.faa","137_polyprotein.fna","10788_10794_10794_10796_74581",2.7972027972028
"34","139_hypothetical_protein",1,1,"PF00740_","139_hypothetical_protein.faa","139_hypothetical_protein.fna","10788",0.699300699300699
"35","143_NS3",1,1,"","143_NS3.faa","143_NS3.fna","1642018",0.699300699300699
"36","146_VP",2,2,"PF08398_PF02336_","146_VP.faa","146_VP.fna","1642018_1979755",1.3986013986014
"37","148_NP1",3,3,"","148_NP1.faa","148_NP1.fna","717641_740933_740934",2.0979020979021
"38","152_NS2",1,1,"","152_NS2.faa","152_NS2.fna","56820",0.699300699300699
"39","155_NS-3",1,1,"","155_NS-3.faa","155_NS-3.fna","185638",0.699300699300699
"40","163_hypothetical_protein",1,1,"","163_hypothetical_protein.faa","163_hypothetical_protein.fna","1867125",0.699300699300699
"41","166_cap",1,1,"PF01057_","166_cap.faa","166_cap.fna","1469956",0.699300699300699
"42","167_hypothetical_protein",2,2,"","167_hypothetical_protein.faa","167_hypothetical_protein.fna","1513224_1513225",1.3986013986014
"43","168_non-structural_prote..",2,2,"PF01057_","168_non-structural_prote...faa","168_non-structural_prote...fna","1513224_1513225",1.3986013986014
"44","169_37_kDa_coat_protein",2,2,"PF16530_","169_37_kDa_coat_protein.faa","169_37_kDa_coat_protein.fna","1513224_1513225",1.3986013986014
"45","173_nonstructural_protei..",3,3,"PF01057_","173_nonstructural_protei...faa","173_nonstructural_protei...fna","1926498_2316143_1820046",2.0979020979021
"46","174_capsid_protein_1",3,3,"","174_capsid_protein_1.faa","174_capsid_protein_1.fna","1926498_2316143_1820046",2.0979020979021
"47","175_putative_nonstructur..",1,1,"","175_putative_nonstructur...faa","175_putative_nonstructur...fna","1776153",0.699300699300699
"48","177_putative_structural_..",1,1,"PF02336_PF02336_","177_putative_structural_...faa","177_putative_structural_...fna","1776153",0.699300699300699
"49","178_putative_structural_..",1,1,"PF08398_","178_putative_structural_...faa","178_putative_structural_...fna","1776153",0.699300699300699
"50","179_nonstructural_protei..",5,5,"PF17530_","179_nonstructural_protei...faa","179_nonstructural_protei...fna","72003_37138_12524_185636_185637",3.4965034965035
"51","194_putative_non-structu..",1,1,"","194_putative_non-structu...faa","194_putative_non-structu...fna","551224",0.699300699300699
"52","196_putative_structural_..",2,2,"","196_putative_structural_...faa","196_putative_structural_...fna","551224_210016",1.3986013986014
"53","199_MARF",1,1,"","199_MARF.faa","199_MARF.fna","1131483",0.699300699300699
"54","218_NS2",3,3,"","218_NS2.faa","218_NS2.fna","797418_1513204_1513208",2.0979020979021
"55","219_NS1",3,3,"PF00519_","219_NS1.faa","219_NS1.fna","797418_1513204_1513208",2.0979020979021
"56","220_CP",3,3,"","220_CP.faa","220_CP.fna","797418_1513204_1513208",2.0979020979021
"57","233_NS2",3,3,"PF12475_","233_NS2.faa","233_NS2.fna","1093101_1513315_1961072",2.0979020979021
"58","234_NS3",3,3,"PF12475_","234_NS3.faa","234_NS3.fna","1093101_1513315_1961072",2.0979020979021
"59","237_NS2",1,1,"","237_NS2.faa","237_NS2.fna","1045778",0.699300699300699
"60","254_7.5-kDa",2,2,"","254_7.5-kDa.faa","254_7.5-kDa.fna","72197_10798",1.3986013986014
"61","256_X",2,2,"PF06795_","256_X.faa","256_X.fna","72197_10798",1.3986013986014
"62","258_11-kDa",2,2,"","258_11-kDa.faa","258_11-kDa.fna","72197_10798",1.3986013986014
"63","280_NS1",1,1,"PF01057_PF11733_","280_NS1.faa","280_NS1.fna","1911554",0.699300699300699
"64","292_VP",1,1,"","292_VP.faa","292_VP.fna","10794",0.699300699300699
"65","293_VP",1,1,"","293_VP.faa","293_VP.fna","10794",0.699300699300699
"66","294_VP",1,1,"","294_VP.faa","294_VP.fna","10794",0.699300699300699
"67","299_nonstructural_protei..",2,1,"","299_nonstructural_protei...faa","299_nonstructural_protei...fna","2316143_2316143",0.699300699300699
"68","318_putative_nonstructur..",1,1,"","318_putative_nonstructur...faa","318_putative_nonstructur...fna","210016",0.699300699300699
"69","319_putative_nonstructur..",1,1,"","319_putative_nonstructur...faa","319_putative_nonstructur...fna","210016",0.699300699300699
"70","333_ORF2",1,1,"","333_ORF2.faa","333_ORF2.fna","1907771",0.699300699300699
"71","334_putative_15-kDa_prot..",1,1,"","334_putative_15-kDa_prot...faa","334_putative_15-kDa_prot...fna","1341019",0.699300699300699
"72","335_rep",1,1,"","335_rep.faa","335_rep.fna","1341019",0.699300699300699
"73","336_cap",1,1,"PF08398_","336_cap.faa","336_cap.fna","1341019",0.699300699300699
"74","350_hypothetical_protein",1,1,"","350_hypothetical_protein.faa","350_hypothetical_protein.fna","97344",0.699300699300699
"75","351_hypothetical_protein",1,1,"","351_hypothetical_protein.faa","351_hypothetical_protein.fna","97344",0.699300699300699
"76","355_structural_protein_f..",1,1,"","355_structural_protein_f...faa","355_structural_protein_f...fna","97344",0.699300699300699
"77","358_putative_structural_..",1,1,"PF08398_","358_putative_structural_...faa","358_putative_structural_...fna","159153",0.699300699300699
"78","361_putative_nonstructur..",1,1,"","361_putative_nonstructur...faa","361_putative_nonstructur...fna","159153",0.699300699300699
"79","395_ORF3_protein",1,1,"","395_ORF3_protein.faa","395_ORF3_protein.fna","707546",0.699300699300699
"80","403_PT4",3,2,"","403_PT4.faa","403_PT4.fna","10796_10796_74581",1.3986013986014
"81","408_SAT",1,1,"","408_SAT.faa","408_SAT.fna","10796",0.699300699300699
"82","417_non-structural_prote..",1,1,"PF08724_PF12433_PF01057_","417_non-structural_prote...faa","417_non-structural_prote...fna","1755694",0.699300699300699
"83","418_putative_middle_prot..",1,1,"","418_putative_middle_prot...faa","418_putative_middle_prot...fna","1755694",0.699300699300699
"84","442_NP",2,1,"","442_NP.faa","442_NP.fna","2079601_2079601",0.699300699300699
"85","487_NS3",1,1,"","487_NS3.faa","487_NS3.fna","1414671",0.699300699300699
"86","491_VP1",1,1,"PF08398_","491_VP1.faa","491_VP1.fna","1414671",0.699300699300699
"87","494_NP",1,1,"","494_NP.faa","494_NP.fna","740933",0.699300699300699
