X	cluster_name	size	taxa	Pfam_IDs	aa_file	na_file	taxids	Percentage_prevalence	Prevalencia_final_v1	Prevalencia_final_v2
15	20_hypothetical_protein	1	1	PF05155_	20_hypothetical_protein.faa	20_hypothetical_protein.fna	10868	2.380952380952381	2.380952380952381	2.380952380952381
16	22_IV	5	5	PF03958_PF00263_	22_IV.faa	22_IV.fna	10869_10872_10867_1340745_83201	11.904761904761903	100	100
17	23_replication_initiati..	1	1	PF05144_PF05155_	23_replication_initiati...faa	23_replication_initiati...fna	10869	2.380952380952381	2.380952380952381	2.380952380952381
18	24_X	1	1	PF05155_	24_X.faa	24_X.fna	10869	2.380952380952381	2.380952380952381	2.380952380952381
19	25_gene_V_product	1	1	PF17426_	25_gene_V_product.faa	25_gene_V_product.fna	10869	2.380952380952381	2.380952380952381	2.380952380952381
20	26_VII	2	2	PF19978_	26_VII.faa	26_VII.fna	10869_10867	4.761904761904762	4.761904761904762	771.8142360132663
21	27_IX	2	2		27_IX.faa	27_IX.fna	10869_10867	4.761904761904762	4.761904761904762	772.5264908985703
22	29_III	2	2	PF05357_	29_III.faa	29_III.fna	10869_10867	4.761904761904762	4.761904761904762	316.1706250518899
23	40_hypothetical_protein	1	1		40_hypothetical_protein.faa	40_hypothetical_protein.fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
24	41_hypothetical_protein	1	1		41_hypothetical_protein.faa	41_hypothetical_protein.fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
25	42_Putative_structural_..	1	1		42_Putative_structural_...faa	42_Putative_structural_...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
26	43_Putative_structural_..	1	1		43_Putative_structural_...faa	43_Putative_structural_...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
27	44_Putative_coat_protei..	1	1		44_Putative_coat_protei...faa	44_Putative_coat_protei...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
28	45_Putative_structural_..	1	1		45_Putative_structural_...faa	45_Putative_structural_...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
29	46_Putative_structural_..	1	1		46_Putative_structural_...faa	46_Putative_structural_...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
30	47_hypothetical_protein	2	2	PF05707_	47_hypothetical_protein.faa	47_hypothetical_protein.fna	189836_1968339	4.761904761904762	4.761904761904762	4.761904761904762
31	48_Putative_replication..	1	1	PF01446_	48_Putative_replication...faa	48_Putative_replication...fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
32	49_hypothetical_protein	1	1		49_hypothetical_protein.faa	49_hypothetical_protein.fna	189836	2.380952380952381	2.380952380952381	2.380952380952381
33	50_hypothetical_protein	1	1		50_hypothetical_protein.faa	50_hypothetical_protein.fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
34	51_major_coat_protein	1	1	PF05356_	51_major_coat_protein.faa	51_major_coat_protein.fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
35	52_50-kDa_virion_protei..	1	1	PF05616_	52_50-kDa_virion_protei...faa	52_50-kDa_virion_protei...fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
36	53_putative_minor_coat_..	5	5	PF10734_	53_putative_minor_coat_...faa	53_putative_minor_coat_...fna	10872_1150992_384360_1354496_1027253	11.904761904761903	11.904761904761903	11.904761904761903
37	211_hypothetical_protein	10	10	PF05707_	211_hypothetical_protein.faa	211_hypothetical_protein.fna	10872_926543_1150992_384360_247080_2011087_1346893_1027253_1852597_10862	23.809523809523807	23.809523809523807	23.809523809523807
38	56_hypothetical_protein	1	1		56_hypothetical_protein.faa	56_hypothetical_protein.fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
39	57_hypothetical_protein	1	1		57_hypothetical_protein.faa	57_hypothetical_protein.fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
40	58_ssDNA-binding_protei..	1	1		58_ssDNA-binding_protei...faa	58_ssDNA-binding_protei...fna	10872	2.380952380952381	2.380952380952381	2.380952380952381
41	59_ssDNA_binding_protei..	1	1		59_ssDNA_binding_protei...faa	59_ssDNA_binding_protei...fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
42	60_hypothetical_protein	1	1		60_hypothetical_protein.faa	60_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
43	61_hypothetical_protein	1	1		61_hypothetical_protein.faa	61_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
44	62_major_coat_protein	1	1	PF05356_	62_major_coat_protein.faa	62_major_coat_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
45	63_hypothetical_protein	1	1		63_hypothetical_protein.faa	63_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
46	64_hypothetical_protein	1	1	PF10734_	64_hypothetical_protein.faa	64_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
47	65_putative_assembly_pr..	5	5	PF05707_	65_putative_assembly_pr...faa	65_putative_assembly_pr...fna	2011081_292443_1105327_127507_127508	11.904761904761903	11.904761904761903	11.904761904761903
48	66_hypothetical_protein	1	1		66_hypothetical_protein.faa	66_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
49	67_putative_integrase	1	1		67_putative_integrase.faa	67_putative_integrase.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
50	68_hypothetical_protein	1	1		68_hypothetical_protein.faa	68_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
51	69_hypothetical_protein	1	1		69_hypothetical_protein.faa	69_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
52	70_hypothetical_protein	1	1		70_hypothetical_protein.faa	70_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
53	71_hypothetical_protein	1	1	PF17525_	71_hypothetical_protein.faa	71_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
54	72_hypothetical_protein	1	1		72_hypothetical_protein.faa	72_hypothetical_protein.fna	2011081	2.380952380952381	2.380952380952381	2.380952380952381
55	73_rolling_circle_DNA_r..	6	6		73_rolling_circle_DNA_r...faa	73_rolling_circle_DNA_r...fna	1460070_1505528_384359_520962_1852598_247080	14.285714285714285	14.285714285714285	14.285714285714285
56	74_hypothetical_protein	1	1		74_hypothetical_protein.faa	74_hypothetical_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
57	75_resolvase	4	4	PF00239_	75_resolvase.faa	75_resolvase.fna	1460070_384359_520962_1852598	9.523809523809524	9.523809523809524	9.523809523809524
58	76_DNA_binding_protein	1	1		76_DNA_binding_protein.faa	76_DNA_binding_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
59	77_single-stranded_DNA_..	6	6		77_single-stranded_DNA_...faa	77_single-stranded_DNA_...fna	1460070_1505528_384359_520962_1852598_247080	14.285714285714285	14.285714285714285	14.285714285714285
60	78_highly_divergent_DNA..	1	1		78_highly_divergent_DNA...faa	78_highly_divergent_DNA...fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
61	79_hypothetical_protein	1	1		79_hypothetical_protein.faa	79_hypothetical_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
62	80_GRPE-like_protein	1	1		80_GRPE-like_protein.faa	80_GRPE-like_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
63	81_minor_capsid_protein	1	1		81_minor_capsid_protein.faa	81_minor_capsid_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
64	82_minor_capsid_protein	1	1		82_minor_capsid_protein.faa	82_minor_capsid_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
65	83_phage_assembly_prote..	1	1		83_phage_assembly_prote...faa	83_phage_assembly_prote...fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
66	84_termination_of_virio..	1	1		84_termination_of_virio...faa	84_termination_of_virio...fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
67	85_termination_of_virio..	1	1	PF17537_	85_termination_of_virio...faa	85_termination_of_virio...fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
68	87_hypothetical_protein	1	1		87_hypothetical_protein.faa	87_hypothetical_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
69	88_hypothetical_protein	1	1		88_hypothetical_protein.faa	88_hypothetical_protein.fna	1460070	2.380952380952381	2.380952380952381	2.380952380952381
70	89_hypothetical_protein	4	4		89_hypothetical_protein.faa	89_hypothetical_protein.fna	926543_1150992_384360_1354496	9.523809523809524	9.523809523809524	9.523809523809524
71	90_putative_minor_coat_..	6	6		90_putative_minor_coat_...faa	90_putative_minor_coat_...fna	926543_1505528_384359_520962_1852598_247080	14.285714285714285	14.285714285714285	14.285714285714285
72	91_putative_minor_coat_..	2	2		91_putative_minor_coat_...faa	91_putative_minor_coat_...fna	926543_247080	4.761904761904762	4.761904761904762	4.761904761904762
73	92_putative_major_coat_..	2	2	PF05356_	92_putative_major_coat_...faa	92_putative_major_coat_...fna	926543_247080	4.761904761904762	4.761904761904762	4.761904761904762
74	93_putative_minor_coat_..	1	1		93_putative_minor_coat_...faa	93_putative_minor_coat_...fna	926543	2.380952380952381	2.380952380952381	2.380952380952381
75	94_putative_minor_coat_..	2	2	PF10734_	94_putative_minor_coat_...faa	94_putative_minor_coat_...fna	926543_247080	4.761904761904762	4.761904761904762	4.761904761904762
76	96_hypothetical_protein	1	1		96_hypothetical_protein.faa	96_hypothetical_protein.fna	926543	2.380952380952381	2.380952380952381	2.380952380952381
77	207_putative_replication..	21	20	PF02486_	207_putative_replication...faa	207_putative_replication...fna	926543_1150992_384360_1354496_2011087_1346893_1343494_334856_1027253_2785247_2785247_292443_1105327_642111_223524_181604_127511_127507_127508_127509_70203	47.61904761904761	100	100
78	99_hypothetical_protein	2	2		99_hypothetical_protein.faa	99_hypothetical_protein.fna	1505528_1852598	4.761904761904762	4.761904761904762	4.761904761904762
79	101_hypothetical_protein	4	4		101_hypothetical_protein.faa	101_hypothetical_protein.fna	1505528_384359_520962_1852598	9.523809523809524	9.523809523809524	9.523809523809524
80	102_hypothetical_protein	3	3		102_hypothetical_protein.faa	102_hypothetical_protein.fna	1505528_520962_1852598	7.142857142857142	7.142857142857142	7.142857142857142
81	103_hypothetical_protein	7	7		103_hypothetical_protein.faa	103_hypothetical_protein.fna	1505528_384359_520962_1852598_1343494_127507_127508	16.666666666666664	16.666666666666664	16.666666666666664
82	104_hypothetical_protein	4	4		104_hypothetical_protein.faa	104_hypothetical_protein.fna	1505528_384359_520962_1852598	9.523809523809524	9.523809523809524	9.523809523809524
83	105_hypothetical_protein	4	4		105_hypothetical_protein.faa	105_hypothetical_protein.fna	1505528_384359_520962_1852598	9.523809523809524	9.523809523809524	9.523809523809524
84	106_hypothetical_protein	3	3	PF10734_	106_hypothetical_protein.faa	106_hypothetical_protein.fna	1505528_384359_1852598	7.142857142857142	7.142857142857142	7.142857142857142
85	107_hypothetical_protein	12	12	PF05707_	107_hypothetical_protein.faa	107_hypothetical_protein.fna	1505528_384359_520962_1852598_1343494_334856_2785247_642111_223524_127511_127509_70203	28.57142857142857	28.57142857142857	28.57142857142857
86	108_hypothetical_protein	1	1		108_hypothetical_protein.faa	108_hypothetical_protein.fna	1505528	2.380952380952381	2.380952380952381	2.380952380952381
87	110_hypothetical_protein	2	2		110_hypothetical_protein.faa	110_hypothetical_protein.fna	1505528_1852598	4.761904761904762	4.761904761904762	4.761904761904762
88	112_hypothetical_protein	1	1		112_hypothetical_protein.faa	112_hypothetical_protein.fna	384359	2.380952380952381	2.380952380952381	731.5640866893754
89	113_hypothetical_protein	5	5		113_hypothetical_protein.faa	113_hypothetical_protein.fna	384359_520962_1150992_384360_1354496	11.904761904761903	100	100
90	116_hypothetical_protein	1	1		116_hypothetical_protein.faa	116_hypothetical_protein.fna	384359	2.380952380952381	2.380952380952381	742.359142457774
91	123_hypothetical_protein	2	2		123_hypothetical_protein.faa	123_hypothetical_protein.fna	384359_520962	4.761904761904762	4.761904761904762	569.5016185418185
92	125_hypothetical_protein	2	2		125_hypothetical_protein.faa	125_hypothetical_protein.fna	384359_520962	4.761904761904762	4.761904761904762	717.5761172658613
93	127_hypothetical_protein	1	1		127_hypothetical_protein.faa	127_hypothetical_protein.fna	520962	2.380952380952381	2.380952380952381	2.380952380952381
94	135_hypothetical_protein	3	3		135_hypothetical_protein.faa	135_hypothetical_protein.fna	520962_1343494_334856	7.142857142857142	7.142857142857142	723.3107806377794
95	144_major_coat_protein	3	3	PF05356_	144_major_coat_protein.faa	144_major_coat_protein.fna	1150992_384360_1354496	7.142857142857142	7.142857142857142	7.142857142857142
96	145_hypothetical_protein	3	3		145_hypothetical_protein.faa	145_hypothetical_protein.fna	1150992_384360_1354496	7.142857142857142	7.142857142857142	7.142857142857142
97	146_hypothetical_protein	3	3		146_hypothetical_protein.faa	146_hypothetical_protein.fna	1150992_384360_1354496	7.142857142857142	7.142857142857142	7.142857142857142
98	147_hypothetical_protein	3	3		147_hypothetical_protein.faa	147_hypothetical_protein.fna	1150992_384360_1354496	7.142857142857142	7.142857142857142	344.8090073090764
99	150_hypothetical_protein	2	2	PF02178_	150_hypothetical_protein.faa	150_hypothetical_protein.fna	1150992_384360	4.761904761904762	4.761904761904762	4.761904761904762
100	151_hypothetical_protein	2	2	PF01724_	151_hypothetical_protein.faa	151_hypothetical_protein.fna	1150992_384360	4.761904761904762	4.761904761904762	4.761904761904762
101	152_hypothetical_protein	1	1	PF07022_	152_hypothetical_protein.faa	152_hypothetical_protein.fna	1150992	2.380952380952381	2.380952380952381	2.380952380952381
102	153_hypothetical_protein	1	1		153_hypothetical_protein.faa	153_hypothetical_protein.fna	384360	2.380952380952381	2.380952380952381	2.380952380952381
103	173_hypothetical_protein	1	1		173_hypothetical_protein.faa	173_hypothetical_protein.fna	1354496	2.380952380952381	2.380952380952381	2.380952380952381
104	185_hypothetical_protein	1	1		185_hypothetical_protein.faa	185_hypothetical_protein.fna	1852598	2.380952380952381	2.380952380952381	2.380952380952381
105	192_ORF5	1	1		192_ORF5.faa	192_ORF5.fna	247080	2.380952380952381	2.380952380952381	2.380952380952381
106	195_ORF8	1	1	PF02178_	195_ORF8.faa	195_ORF8.fna	247080	2.380952380952381	2.380952380952381	2.380952380952381
107	209_hypothetical_protein	3	3		209_hypothetical_protein.faa	209_hypothetical_protein.fna	2011087_1346893_1852597	7.142857142857142	7.142857142857142	7.142857142857142
108	210_hypothetical_protein	3	3		210_hypothetical_protein.faa	210_hypothetical_protein.fna	2011087_1346893_1852597	7.142857142857142	7.142857142857142	7.142857142857142
109	212_hypothetical_protein	5	5	PF12375_	212_hypothetical_protein.faa	212_hypothetical_protein.fna	2011087_1346893_1343494_334856_1027253	11.904761904761903	11.904761904761903	11.904761904761903
110	213_hypothetical_protein	2	2	PF12472_	213_hypothetical_protein.faa	213_hypothetical_protein.fna	2011087_334856	4.761904761904762	4.761904761904762	4.761904761904762
111	218_hypothetical_protein	2	2	PF10734_	218_hypothetical_protein.faa	218_hypothetical_protein.fna	1346893_1852597	4.761904761904762	4.761904761904762	4.761904761904762
112	220_trbP-related	3	3	PF05857_	220_trbP-related.faa	220_trbP-related.fna	1346893_1852597_10862	7.142857142857142	7.142857142857142	7.142857142857142
113	222_hypothetical_protein	11	11	PF12472_	222_hypothetical_protein.faa	222_hypothetical_protein.fna	1346893_1343494_1027253_1105327_642111_1340745_223524_181604_127507_1852597_10862	26.190476190476193	26.190476190476193	26.190476190476193
114	223_hypothetical_protein	1	1		223_hypothetical_protein.faa	223_hypothetical_protein.fna	1346893	2.380952380952381	2.380952380952381	2.380952380952381
115	226_hypothetical_protein	1	1		226_hypothetical_protein.faa	226_hypothetical_protein.fna	1343494	2.380952380952381	2.380952380952381	2.380952380952381
116	228_hypothetical_protein	1	1		228_hypothetical_protein.faa	228_hypothetical_protein.fna	1343494	2.380952380952381	2.380952380952381	2.380952380952381
117	229_hypothetical_protein	1	1		229_hypothetical_protein.faa	229_hypothetical_protein.fna	1343494	2.380952380952381	2.380952380952381	2.380952380952381
118	230_hypothetical_protein	1	1		230_hypothetical_protein.faa	230_hypothetical_protein.fna	1343494	2.380952380952381	2.380952380952381	2.380952380952381
119	239_hypothetical_protein	1	1		239_hypothetical_protein.faa	239_hypothetical_protein.fna	334856	2.380952380952381	2.380952380952381	2.380952380952381
120	243_hypothetical_protein	1	1		243_hypothetical_protein.faa	243_hypothetical_protein.fna	1027253	2.380952380952381	2.380952380952381	2.380952380952381
121	244_hypothetical_protein	1	1		244_hypothetical_protein.faa	244_hypothetical_protein.fna	1027253	2.380952380952381	2.380952380952381	2.380952380952381
122	245_hypothetical_protein	1	1		245_hypothetical_protein.faa	245_hypothetical_protein.fna	1027253	2.380952380952381	2.380952380952381	2.380952380952381
123	250_II	1	1		250_II.faa	250_II.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
124	251_V	1	1		251_V.faa	251_V.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
125	252_VII	1	1		252_VII.faa	252_VII.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
126	253_IX	1	1		253_IX.faa	253_IX.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
127	254_VIII	1	1		254_VIII.faa	254_VIII.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
128	255_III	1	1	PF18884_PF18884_	255_III.faa	255_III.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
129	256_VI	1	1		256_VI.faa	256_VI.fna	1968339	2.380952380952381	2.380952380952381	2.380952380952381
130	258_protein_A	3	3		258_protein_A.faa	258_protein_A.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
131	259_protein_B	3	3		259_protein_B.faa	259_protein_B.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
132	260_protein_C	2	2		260_protein_C.faa	260_protein_C.fna	1449896_1074044	4.761904761904762	4.761904761904762	4.761904761904762
133	261_protein_D	3	3		261_protein_D.faa	261_protein_D.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
134	262_protein_E	3	3		262_protein_E.faa	262_protein_E.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
135	263_protein_F	3	3		263_protein_F.faa	263_protein_F.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
136	264_protein_G	3	3		264_protein_G.faa	264_protein_G.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
137	265_protein_H	3	3	PF05707_	265_protein_H.faa	265_protein_H.fna	1449896_1449897_1074044	7.142857142857142	7.142857142857142	7.142857142857142
138	268_protein_C	1	1		268_protein_C.faa	268_protein_C.fna	1449897	2.380952380952381	2.380952380952381	2.380952380952381
139	274_rstR	2	1	PF01381_	274_rstR.faa	274_rstR.fna	2785247_2785247	2.380952380952381	2.380952380952381	2.380952380952381
140	276_rstB	3	2	PF07459_	276_rstB.faa	276_rstB.fna	2785247_2785247_1105327	4.761904761904762	4.761904761904762	4.761904761904762
141	277_rstC	1	1		277_rstC.faa	277_rstC.fna	2785247	2.380952380952381	2.380952380952381	2.380952380952381
142	281_cep	1	1		281_cep.faa	281_cep.fna	2785247	2.380952380952381	2.380952380952381	2.380952380952381
143	282_hypothetical_protein	1	1	PF16710_	282_hypothetical_protein.faa	282_hypothetical_protein.fna	2785247	2.380952380952381	2.380952380952381	2.380952380952381
144	283_ace	5	5	PF10734_	283_ace.faa	283_ace.fna	2785247_292443_1105327_127507_127508	11.904761904761903	11.904761904761903	11.904761904761903
145	285_ctxA	1	1	PF01375_	285_ctxA.faa	285_ctxA.fna	2785247	2.380952380952381	2.380952380952381	2.380952380952381
146	286_ctxB	1	1	PF01376_	286_ctxB.faa	286_ctxB.fna	2785247	2.380952380952381	2.380952380952381	2.380952380952381
147	288_hypothetical_protein	9	9	PF06950_	288_hypothetical_protein.faa	288_hypothetical_protein.fna	292443_642111_223524_181604_127511_127507_127508_127509_70203	21.428571428571427	100	100
148	289_hypothetical_protein	1	1		289_hypothetical_protein.faa	289_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
149	290_hypothetical_protein	4	4		290_hypothetical_protein.faa	290_hypothetical_protein.fna	292443_1105327_127507_127508	9.523809523809524	9.523809523809524	9.523809523809524
150	291_hypothetical_protein	1	1		291_hypothetical_protein.faa	291_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
151	292_hypothetical_protein	1	1		292_hypothetical_protein.faa	292_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
152	293_hypothetical_protein	1	1		293_hypothetical_protein.faa	293_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
153	296_hypothetical_protein	2	2		296_hypothetical_protein.faa	296_hypothetical_protein.fna	292443_1105327	4.761904761904762	4.761904761904762	4.761904761904762
154	297_hypothetical_protein	1	1		297_hypothetical_protein.faa	297_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
155	298_hypothetical_protein	1	1		298_hypothetical_protein.faa	298_hypothetical_protein.fna	292443	2.380952380952381	2.380952380952381	2.380952380952381
156	299_hypothetical_protein	1	1		299_hypothetical_protein.faa	299_hypothetical_protein.fna	1105327	2.380952380952381	2.380952380952381	2.380952380952381
157	302_hypothetical_protein	1	1		302_hypothetical_protein.faa	302_hypothetical_protein.fna	1105327	2.380952380952381	2.380952380952381	2.380952380952381
158	304_minor_capsid_protein	1	1		304_minor_capsid_protein.faa	304_minor_capsid_protein.fna	1105327	2.380952380952381	2.380952380952381	2.380952380952381
159	308_hypothetical_protein	5	5		308_hypothetical_protein.faa	308_hypothetical_protein.fna	1105327_642111_223524_181604_127507	11.904761904761903	11.904761904761903	11.904761904761903
160	312_hypothetical_protein	6	6		312_hypothetical_protein.faa	312_hypothetical_protein.fna	642111_223524_181604_127511_127509_70203	14.285714285714285	100	100
161	313_major_capsid_protein	5	5		313_major_capsid_protein.faa	313_major_capsid_protein.fna	642111_223524_127511_127509_70203	11.904761904761903	100	100
162	314_putative_minor_capsi..	3	3		314_putative_minor_capsi...faa	314_putative_minor_capsi...fna	642111_223524_70203	7.142857142857142	7.142857142857142	780.6876932479582
163	315_minor_capsid_protein	10	10		315_minor_capsid_protein.faa	315_minor_capsid_protein.fna	642111_1340745_223524_181604_127511_127507_127508_83201_127509_70203	23.809523809523807	100	100
164	316_putative_minor_coat_..	6	6	PF10734_	316_putative_minor_coat_...faa	316_putative_minor_coat_...fna	642111_223524_181604_127511_127509_70203	14.285714285714285	100	100
165	320_hypothetical_protein	2	2		320_hypothetical_protein.faa	320_hypothetical_protein.fna	642111_223524	4.761904761904762	4.761904761904762	4.761904761904762
166	321_orf113	1	1	PF12961_	321_orf113.faa	321_orf113.fna	1340745	2.380952380952381	2.380952380952381	2.380952380952381
167	322_orf698	2	2	PF05840_	322_orf698.faa	322_orf698.fna	1340745_83201	4.761904761904762	4.761904761904762	4.761904761904762
168	323_orf104	2	2		323_orf104.faa	323_orf104.fna	1340745_83201	4.761904761904762	4.761904761904762	711.0413590164372
169	324_orf38	2	2		324_orf38.faa	324_orf38.fna	1340745_83201	4.761904761904762	4.761904761904762	777.8710527800426
170	325_orf38-2	2	2		325_orf38-2.faa	325_orf38-2.fna	1340745_83201	4.761904761904762	4.761904761904762	775.6376999195631
171	326_orf73	2	2	PF19199_	326_orf73.faa	326_orf73.fna	1340745_83201	4.761904761904762	4.761904761904762	747.2100424454512
172	328_orf149	2	2	PF17537_	328_orf149.faa	328_orf149.fna	1340745_83201	4.761904761904762	4.761904761904762	703.2885089062353
173	331_orf135	1	1	PF12375_	331_orf135.faa	331_orf135.fna	1340745	2.380952380952381	2.380952380952381	2.380952380952381
174	341_hypothetical_protein	1	1		341_hypothetical_protein.faa	341_hypothetical_protein.fna	223524	2.380952380952381	2.380952380952381	2.380952380952381
175	344_hypothetical_protein	1	1		344_hypothetical_protein.faa	344_hypothetical_protein.fna	223524	2.380952380952381	2.380952380952381	2.380952380952381
176	348_prim-VSK	2	2		348_prim-VSK.faa	348_prim-VSK.fna	181604_70203	4.761904761904762	4.761904761904762	739.6225072290285
177	349_membrane_glycoprotei..	2	2		349_membrane_glycoprotei...faa	349_membrane_glycoprotei...fna	181604_70203	4.761904761904762	4.761904761904762	746.3454229316976
178	353_major_coat_protein	1	1		353_major_coat_protein.faa	353_major_coat_protein.fna	181604	2.380952380952381	2.380952380952381	2.380952380952381
179	354_memb2	2	2		354_memb2.faa	354_memb2.fna	181604_70203	4.761904761904762	4.761904761904762	592.9870897510452
180	357_VSK-tox1	1	1	PF05707_	357_VSK-tox1.faa	357_VSK-tox1.fna	181604	2.380952380952381	2.380952380952381	669.9057765589529
181	358_VSK_tox2	1	1		358_VSK_tox2.faa	358_VSK_tox2.fna	181604	2.380952380952381	2.380952380952381	546.243906495859
182	359_hypothetical_protein	2	2		359_hypothetical_protein.faa	359_hypothetical_protein.fna	181604_70203	4.761904761904762	4.761904761904762	761.2728947759024
183	374_Vpf497	1	1		374_Vpf497.faa	374_Vpf497.fna	127507	2.380952380952381	2.380952380952381	2.380952380952381
184	384_Vpf215	1	1		384_Vpf215.faa	384_Vpf215.fna	127508	2.380952380952381	2.380952380952381	2.380952380952381
185	408_hypothetical_protein	1	1		408_hypothetical_protein.faa	408_hypothetical_protein.fna	70203	2.380952380952381	2.380952380952381	763.8050827873689
186	409_hypothetical_protein	1	1		409_hypothetical_protein.faa	409_hypothetical_protein.fna	70203	2.380952380952381	2.380952380952381	2.380952380952381
