Bovine-parvovirus_taxid_10784.gbk	-	-	-	-	-	-	-	ID:NP_041404.1,	ID:NP_041402.1,	ID:NP_041406.1,	-	-	-	-	-	-	-	-	-	-	ID:NP_041403.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bufavirus-3_taxid_1391667.gbk	-	-	-	-	-	-	-	ID:YP_009058895.1,	-	ID:YP_009058897.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009058894.1,	ID:YP_009058896.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
California-sea-lion-adeno-associated-virus-1_taxid_1073950.gbk	-	-	-	-	-	-	ID:YP_009507366.1,	ID:YP_009507367.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
California-sea-lion-bocavirus-1_taxid_1073959.gbk	-	-	-	-	-	-	-	ID:YP_009507352.1,	ID:YP_009507350.1,	ID:YP_009507353.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009507351.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
California-sea-lion-bocavirus-3_taxid_1073961.gbk	-	-	-	-	-	-	-	ID:YP_009507356.1,	ID:YP_009507354.1,	ID:YP_009507357.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009507355.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Canine-bocavirus-1_taxid_1511885.gbk	-	-	-	-	-	-	-	ID:YP_007518456.1,	ID:YP_007518454.1,	ID:YP_007518457.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_007518455.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Canine-minute-virus_taxid_329639.gbk	-	-	-	-	-	-	-	ID:NP_758523.1,	ID:NP_758521.1,	ID:NP_758524.1,	-	-	-	-	-	-	-	-	-	-	ID:NP_758522.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Canine-parvovirus_taxid_10788.gbk	-	-	-	-	-	-	-	ID:NP_041400.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_041399.1,	ID:NP_041401.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Casphalia-extranea-densovirus_taxid_180586.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_694839.1,	ID:NP_694840.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cherax-quadricarinatus-densovirus_taxid_1642018.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009134731.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chicken-parvovirus-ABU-P1_taxid_717641.gbk	-	-	-	-	-	-	-	-	ID:YP_009046818.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009046820.1,ID:YP_009046821.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Chipmunk-parvovirus_taxid_56820.gbk	-	-	-	-	-	-	ID:YP_009507375.1,	ID:YP_009507377.1,	-	ID:YP_009507378.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009507376.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Culex-pipiens-densovirus_taxid_185638.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_002887627.1,	-	-	-	-	-	-	-	-	-	ID:YP_002887624.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Cutavirus_taxid_1867125.gbk	-	-	-	-	-	-	-	ID:YP_009508805.1,	-	ID:YP_009508807.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009508804.1,	ID:YP_009508806.1,	-	-	-	-	-	ID:YP_009508808.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Danaus-plexippus-plexippus-iteravirus_taxid_1469956.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021037.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009021038.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Decapod-penstyldensovirus-1_taxid_1513224.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_003572960.1,	ID:YP_003572961.1,	ID:YP_003572962.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dendrolimus-punctatus-densovirus_taxid_292208.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_164340.1,	ID:YP_164341.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Desmodus-rotundus-parvovirus_taxid_1926498.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009328889.1,	ID:YP_009328890.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Diaphorina-citri-densovirus_taxid_1776153.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009256210.1,	ID:YP_009256212.1,	ID:YP_009256213.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Diatraea-saccharalis-densovirus_taxid_72003.gbk	-	ID:NP_046816.1,ID:NP_046817.1,ID:NP_046818.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_046815.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:NP_046812.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dromedary-camel-bocaparvovirus-1_taxid_2014603.gbk	-	-	-	-	-	-	-	ID:YP_009389294.1,	ID:YP_009389292.1,	ID:YP_009389295.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009389293.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dromedary-camel-bocaparvovirus-2_taxid_2014604.gbk	-	-	-	-	-	-	-	-	ID:YP_009389289.1,	ID:YP_009389291.1,	-	-	-	-	-	-	-	-	-	-	ID:YP_009389290.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Dysaphis-plantaginea-densovirus_taxid_551224.gbk	-	ID:YP_009362131.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009362130.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Eidolon-helvum-bat-parvovirus_taxid_1131483.gbk	-	-	-	-	-	-	ID:YP_005090504.1,	ID:YP_005090505.1,	-	ID:YP_005090507.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_005090506.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Equine-parvovirus-H_taxid_2079554.gbk	-	-	-	-	-	-	ID:YP_009552775.1,	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009552776.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
