Circoviridae-6-LDMD-2013_taxid_1379710.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009109645.1,	ID:YP_009109646.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Circovirus-like-genome-DCCV-11_taxid_1788439.gbk	ID:YP_009259700.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259701.1,	ID:YP_009259702.1,	ID:YP_009259703.1,	ID:YP_009259704.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Circovirus-like-genome-DCCV-4_taxid_1788444.gbk	ID:YP_009259720.1,	ID:YP_009259722.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259721.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Circovirus-like-genome-DCCV-7_taxid_1788447.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259675.1,	-	-	-	-	-	-	-	-	-	ID:YP_009259676.1,	ID:YP_009259678.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Circovirus-like-genome-DCCV-8_taxid_1788448.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259682.1,	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259683.1,	ID:YP_009259684.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Circovirus-like-genome-DHCV-2_taxid_1788451.gbk	-	-	-	-	-	ID:YP_009259734.1,	-	-	-	-	-	-	-	-	-	ID:YP_009259732.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009259735.1,	ID:YP_009259736.1,	-	-	-	-	-	-	-	-	-	-	-	-	-
Dromedary-stool-associated-circular-ssDNA-virus_taxid_1574422.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009112560.1,	ID:YP_009112561.1,	-	-	-	-	-	-	-	-	-	-	-
Ecklonia-radiata-associated-virus-7_taxid_2480197.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009551982.1,	ID:YP_009551983.1,	-	-	-	-	-	-	-	-	-
Fur-seal-faeces-associated-circular-DNA-virus_taxid_1353241.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021878.1,	-	-	-	-	-	-	-	-	-	-	-
Giant-panda-circovirus-1_taxid_2016456.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009389456.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Giant-panda-circovirus-3_taxid_2016458.gbk	-	-	-	-	ID:YP_009389439.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009389440.1,	ID:YP_009389441.1,	-	-	-	-	-	-	-
Human-circovirus-VS6600022_taxid_1525173.gbk	-	-	-	-	ID:YP_009051960.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009051962.1,	-	-	-	-	ID:YP_009051961.1,	ID:YP_009051963.1,	-	-	-	-	-
Molossus-molossus-circovirus-2_taxid_1959843.gbk	ID:YP_009551498.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009551499.1,	-	-	-	-
Po-Circo-like-virus-41_taxid_1105385.gbk	ID:YP_009109620.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009109621.1,	ID:YP_009109622.1,	-	-
Po-Circo-like-virus-51_taxid_1105386.gbk	ID:YP_009109623.1,	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009109624.1,	-	ID:YP_009109625.1,	-
Porcine-stool-associated-circular-virus-4_taxid_1475062.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021874.1,	-	-	-	-	-	-	-	-	-	-	-
Porcine-stool-associated-circular-virus-5_taxid_1475063.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009021877.1,	-	-	-	-	-	-	-	-	ID:YP_009021876.1,
Porcine-stool-associated-circular-virus-BEL-15V010_taxid_2017724.gbk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ID:YP_009408607.1,	-	-	-	-	-	-	-	-	ID:YP_009408606.1,
